Language	Fraction	DepLen
Indonesian_2.6	9	-3.84892463684
Indonesian_2.6	10	-2.19887495041
Dutch_2.6	0	-0.293253719807
Dutch_2.6	1	-2.77422499657
Dutch_2.6	2	-4.14857149124
Dutch_2.6	3	-5.07390737534
Dutch_2.6	4	-5.66926860809
Dutch_2.6	5	-5.96451044083
Dutch_2.6	6	-5.91122102737
Dutch_2.6	7	-5.49669456482
Dutch_2.6	8	-4.7263250351
Dutch_2.6	9	-3.4067056179
Dutch_2.6	10	0.293253719807
Hindi_2.6	0	-2.01524162292
Hindi_2.6	1	-5.28448915482
Hindi_2.6	2	-6.81293153763
Hindi_2.6	3	-7.43544387817
Hindi_2.6	4	-7.49104881287
Hindi_2.6	5	-7.12707805634
Hindi_2.6	6	-6.40986585617
Hindi_2.6	7	-5.34940624237
Hindi_2.6	8	-3.90360403061
Hindi_2.6	9	-1.89935588837
Hindi_2.6	10	2.01524162292
Wolof_2.6	0	0.87890291214
Wolof_2.6	1	-1.16209769249
Wolof_2.6	2	-2.20059251785
Wolof_2.6	3	-2.83104944229
Wolof_2.6	4	-3.19617509842
Wolof_2.6	5	-3.35662126541
Wolof_2.6	6	-3.34106326103
Wolof_2.6	7	-3.1539041996
Wolof_2.6	8	-2.91225242615
Wolof_2.6	9	-2.43382382393
Wolof_2.6	10	-0.87890291214
Old_Church_Slavonic_2.6	0	0.325660705566
Old_Church_Slavonic_2.6	1	-1.44803524017
Old_Church_Slavonic_2.6	2	-2.24610519409
Old_Church_Slavonic_2.6	3	-2.72073912621
Old_Church_Slavonic_2.6	4	-2.97296643257
Old_Church_Slavonic_2.6	5	-3.10385942459
Old_Church_Slavonic_2.6	6	-3.09359169006
Old_Church_Slavonic_2.6	7	-2.91399073601
Old_Church_Slavonic_2.6	8	-2.60514879227
Old_Church_Slavonic_2.6	9	-2.01964879036
Old_Church_Slavonic_2.6	10	-0.325660705566
Greek_2.6	0	1.16601371765
Greek_2.6	1	-2.20203256607
Greek_2.6	2	-4.26584720612
Greek_2.6	3	-5.74216604233
Greek_2.6	4	-6.79678440094
Greek_2.6	5	-7.5022187233
Greek_2.6	6	-7.8805770874
Greek_2.6	7	-7.93228960037
Greek_2.6	8	-7.52939462662
Greek_2.6	9	-6.34811449051
Greek_2.6	10	-1.16601371765
Polish_2.6	0	0.353961646557
Polish_2.6	1	-1.49953091145
Polish_2.6	2	-2.51825237274
Polish_2.6	3	-3.22190332413
Polish_2.6	4	-3.70108938217
Polish_2.6	5	-3.97177147865
Polish_2.6	6	-4.06615924835
Polish_2.6	7	-3.94155621529
Polish_2.6	8	-3.58311724663
Polish_2.6	9	-2.84114289284
Polish_2.6	10	-0.353961646557
Coptic_2.6	0	2.69702887535
Coptic_2.6	1	0.126883849502
Coptic_2.6	2	-1.35434055328
Coptic_2.6	3	-2.42475247383
Coptic_2.6	4	-3.19935178757
Coptic_2.6	5	-3.74489355087
Coptic_2.6	6	-4.09669923782
Coptic_2.6	7	-4.25632762909
Coptic_2.6	8	-4.22696781158
Coptic_2.6	9	-3.98484802246
Coptic_2.6	10	-2.69702887535
Gothic_2.6	0	0.409858345985
Gothic_2.6	1	-1.80200946331
Gothic_2.6	2	-2.72281146049
Gothic_2.6	3	-3.27407956123
Gothic_2.6	4	-3.59612822533
Gothic_2.6	5	-3.75546431541
Gothic_2.6	6	-3.75724315643
Gothic_2.6	7	-3.57423114777
Gothic_2.6	8	-3.23325300217
Gothic_2.6	9	-2.60854363441
Gothic_2.6	10	-0.409858345985
Serbian_2.6	0	0.700194716454
Serbian_2.6	1	-2.0522069931
Serbian_2.6	2	-3.63753461838
Serbian_2.6	3	-4.69368886948
Serbian_2.6	4	-5.37885379791
Serbian_2.6	5	-5.77339601517
Serbian_2.6	6	-5.91270542145
Serbian_2.6	7	-5.81931304932
Serbian_2.6	8	-5.41726398468
Serbian_2.6	9	-4.43623781204
Serbian_2.6	10	-0.700194716454
Latin_2.6	0	-0.737476527691
Latin_2.6	1	-2.90591144562
Latin_2.6	2	-3.60985684395
Latin_2.6	3	-3.97821593285
Latin_2.6	4	-4.15665626526
Latin_2.6	5	-4.16665554047
Latin_2.6	6	-3.98277521133
Latin_2.6	7	-3.65346622467
Latin_2.6	8	-3.08627462387
Latin_2.6	9	-2.12694501877
Latin_2.6	10	0.737476527691
Bulgarian_2.6	0	-0.26689094305
Bulgarian_2.6	1	-2.19148492813
Bulgarian_2.6	2	-3.24053645134
Bulgarian_2.6	3	-3.92947435379
Bulgarian_2.6	4	-4.37693786621
Bulgarian_2.6	5	-4.60973930359
Bulgarian_2.6	6	-4.63611078262
Bulgarian_2.6	7	-4.43293619156
Bulgarian_2.6	8	-3.92873930931
Bulgarian_2.6	9	-2.83432745934
Bulgarian_2.6	10	0.26689094305
Cantonese_2.6	0	1.24188029766
Cantonese_2.6	1	-0.786062300205
Cantonese_2.6	2	-1.88893687725
Cantonese_2.6	3	-2.62340569496
Cantonese_2.6	4	-3.10992217064
Cantonese_2.6	5	-3.40008878708
Cantonese_2.6	6	-3.53674650192
Cantonese_2.6	7	-3.50455284119
Cantonese_2.6	8	-3.28901052475
Cantonese_2.6	9	-2.73149657249
Cantonese_2.6	10	-1.24188029766
Estonian_2.6	0	0.947463870049
Estonian_2.6	1	-1.34035146236
Estonian_2.6	2	-2.53839373589
Estonian_2.6	3	-3.36429262161
Estonian_2.6	4	-3.93367409706
Estonian_2.6	5	-4.28838729858
Estonian_2.6	6	-4.43495035172
Estonian_2.6	7	-4.33978176117
Estonian_2.6	8	-4.01635885239
Estonian_2.6	9	-3.28894209862
Estonian_2.6	10	-0.947463870049
Croatian_2.6	0	-0.13728480041
Croatian_2.6	1	-2.81495928764
Croatian_2.6	2	-4.29176568985
Croatian_2.6	3	-5.23489809036
Croatian_2.6	4	-5.79336738586
Croatian_2.6	5	-6.06687927246
Croatian_2.6	6	-6.1020154953
Croatian_2.6	7	-5.90389728546
Croatian_2.6	8	-5.38437604904
Croatian_2.6	9	-4.21377468109
Croatian_2.6	10	0.13728480041
Arabic_2.6	0	0.229951784015
Arabic_2.6	1	-0.677519381046
Arabic_2.6	2	-0.677519381046
Arabic_2.6	3	-0.677519381046
Arabic_2.6	4	-0.677519381046
Arabic_2.6	5	-0.677519381046
Arabic_2.6	6	-0.677519381046
Arabic_2.6	7	-0.677519381046
Arabic_2.6	8	-0.677519381046
Arabic_2.6	9	-0.677519381046
Arabic_2.6	10	-0.229951784015
Turkish_2.6	0	-1.04734969139
Turkish_2.6	1	-2.90613341331
Turkish_2.6	2	-3.43677735329
Turkish_2.6	3	-3.64921116829
Turkish_2.6	4	-3.6707239151
Turkish_2.6	5	-3.53179860115
Turkish_2.6	6	-3.27185511589
Turkish_2.6	7	-2.82620239258
Turkish_2.6	8	-2.16399550438
Turkish_2.6	9	-1.11894893646
Turkish_2.6	10	1.04734969139
Irish_2.6	0	2.2023973465
Irish_2.6	1	-0.980150222778
Irish_2.6	2	-2.66593956947
Irish_2.6	3	-3.85906124115
Irish_2.6	4	-4.72237300873
Irish_2.6	5	-5.31974554062
Irish_2.6	6	-5.70547437668
Irish_2.6	7	-5.88865423203
Irish_2.6	8	-5.83225822449
Irish_2.6	9	-5.37918519974
Irish_2.6	10	-2.2023973465
Old_French_2.6	0	-1.37102532387
Old_French_2.6	1	-2.67637205124
Old_French_2.6	2	-3.23759675026
Old_French_2.6	3	-3.52965784073
Old_French_2.6	4	-3.65176296234
Old_French_2.6	5	-3.58437418938
Old_French_2.6	6	-3.33735895157
Old_French_2.6	7	-2.91531324387
Old_French_2.6	8	-2.31523871422
Old_French_2.6	9	-1.43948590755
Old_French_2.6	10	1.37102532387
Thai_2.6	0	2.07733726501
Thai_2.6	1	-0.309469401836
Thai_2.6	2	-1.82529580593
Thai_2.6	3	-2.90279436111
Thai_2.6	4	-3.66693711281
Thai_2.6	5	-4.17743635178
Thai_2.6	6	-4.48301935196
Thai_2.6	7	-4.58775806427
Thai_2.6	8	-4.47820615768
Thai_2.6	9	-4.04703569412
Thai_2.6	10	-2.07733726501
Naija_2.6	0	0.397673845291
Naija_2.6	1	-1.22794783115
Naija_2.6	2	-1.95478034019
Naija_2.6	3	-2.39764308929
Naija_2.6	4	-2.65175366402
Naija_2.6	5	-2.77900481224
Naija_2.6	6	-2.77835226059
Naija_2.6	7	-2.62545990944
Naija_2.6	8	-2.37388753891
Naija_2.6	9	-1.90826237202
Naija_2.6	10	-0.397673845291
Armenian_2.6	0	1.38133656979
Armenian_2.6	1	-1.86357998848
Armenian_2.6	2	-3.44690871239
Armenian_2.6	3	-4.44442224503
Armenian_2.6	4	-5.08407115936
Armenian_2.6	5	-5.4412484169
Armenian_2.6	6	-5.55983257294
Armenian_2.6	7	-5.44097661972
Armenian_2.6	8	-5.08256816864
Armenian_2.6	9	-4.35217666626
Armenian_2.6	10	-1.38133656979
Czech_2.6	0	-0.854574382305
Czech_2.6	1	-3.23241782188
Czech_2.6	2	-4.49296140671
Czech_2.6	3	-5.31663179398
Czech_2.6	4	-5.82236433029
Czech_2.6	5	-6.06292295456
Czech_2.6	6	-6.04510116577
Czech_2.6	7	-5.72003793716
Czech_2.6	8	-5.01535654068
Czech_2.6	9	-3.59615945816
Czech_2.6	10	0.854574382305
Danish_2.6	0	0.356233537197
Danish_2.6	1	-1.92974638939
Danish_2.6	2	-3.2611489296
Danish_2.6	3	-4.16846513748
Danish_2.6	4	-4.77945613861
Danish_2.6	5	-5.15516042709
Danish_2.6	6	-5.32892227173
Danish_2.6	7	-5.2717795372
Danish_2.6	8	-4.97085237503
Danish_2.6	9	-4.14088487625
Danish_2.6	10	-0.356233537197
Old_Russian_2.6	0	-0.049773003906
Old_Russian_2.6	1	-2.00199794769
Old_Russian_2.6	2	-2.75079846382
Old_Russian_2.6	3	-3.19136404991
Old_Russian_2.6	4	-3.42847084999
Old_Russian_2.6	5	-3.51114988327
Old_Russian_2.6	6	-3.45606970787
Old_Russian_2.6	7	-3.25089144707
Old_Russian_2.6	8	-2.85288763046
Old_Russian_2.6	9	-2.14641332626
Old_Russian_2.6	10	0.049773003906
Portuguese_2.6	0	2.19929122925
Portuguese_2.6	1	-1.35386097431
Portuguese_2.6	2	-3.41399312019
Portuguese_2.6	3	-4.88628101349
Portuguese_2.6	4	-5.93707227707
Portuguese_2.6	5	-6.64654922485
Portuguese_2.6	6	-7.06627750397
Portuguese_2.6	7	-7.2171087265
Portuguese_2.6	8	-7.01926708221
Portuguese_2.6	9	-6.17337942123
Portuguese_2.6	10	-2.19929122925
Afrikaans_2.6	0	0.497120350599
Afrikaans_2.6	1	-2.66280436516
Afrikaans_2.6	2	-4.33882808685
Afrikaans_2.6	3	-5.4236330986
Afrikaans_2.6	4	-6.04867935181
Afrikaans_2.6	5	-6.27050161362
Afrikaans_2.6	6	-6.10981273651
Afrikaans_2.6	7	-5.62414455414
Afrikaans_2.6	8	-4.83907651901
Afrikaans_2.6	9	-3.61235976219
Afrikaans_2.6	10	-0.497120350599
Hungarian_2.6	0	0.136731982231
Hungarian_2.6	1	-2.70721554756
Hungarian_2.6	2	-4.28093147278
Hungarian_2.6	3	-5.29908847809
Hungarian_2.6	4	-5.91247224808
Hungarian_2.6	5	-6.16447210312
Hungarian_2.6	6	-6.05852270126
Hungarian_2.6	7	-5.663834095
Hungarian_2.6	8	-4.91493988037
Hungarian_2.6	9	-3.66021442413
Hungarian_2.6	10	-0.136731982231
Kurmanji_2.6	0	-1.7003159523
Kurmanji_2.6	1	-3.35750126839
Kurmanji_2.6	2	-4.08744049072
Kurmanji_2.6	3	-4.41693353653
Kurmanji_2.6	4	-4.44268989563
Kurmanji_2.6	5	-4.16835546494
Kurmanji_2.6	6	-3.61968684196
Kurmanji_2.6	7	-2.82486963272
Kurmanji_2.6	8	-1.82885718346
Kurmanji_2.6	9	-0.53153860569
Kurmanji_2.6	10	1.7003159523
Latvian_2.6	0	-0.0223221927881
Latvian_2.6	1	-2.17631006241
Latvian_2.6	2	-3.31248211861
Latvian_2.6	3	-4.04587459564
Latvian_2.6	4	-4.49728727341
Latvian_2.6	5	-4.71998882294
Latvian_2.6	6	-4.73189496994
Latvian_2.6	7	-4.52395153046
Latvian_2.6	8	-4.04930067062
Latvian_2.6	9	-3.17719364166
Latvian_2.6	10	0.0223221927881
Slovenian_2.6	0	-2.15910673141
Slovenian_2.6	1	-4.07667303085
Slovenian_2.6	2	-5.0405831337
Slovenian_2.6	3	-5.5991768837
Slovenian_2.6	4	-5.86475419998
Slovenian_2.6	5	-5.870885849
Slovenian_2.6	6	-5.6243391037
Slovenian_2.6	7	-5.12195205688
Slovenian_2.6	8	-4.27911376953
Slovenian_2.6	9	-2.71936607361
Slovenian_2.6	10	2.15910673141
North_Sami_2.6	0	0.807411253452
North_Sami_2.6	1	-0.642125666142
North_Sami_2.6	2	-1.39370393753
North_Sami_2.6	3	-1.89477622509
North_Sami_2.6	4	-2.26471209526
North_Sami_2.6	5	-2.49435186386
North_Sami_2.6	6	-2.57781291008
North_Sami_2.6	7	-2.51303267479
North_Sami_2.6	8	-2.31287121773
North_Sami_2.6	9	-1.91060769558
North_Sami_2.6	10	-0.807411253452
Lithuanian_2.6	0	-0.18600858748
Lithuanian_2.6	1	-2.9079079628
Lithuanian_2.6	2	-4.30486869812
Lithuanian_2.6	3	-5.20127439499
Lithuanian_2.6	4	-5.75223255157
Lithuanian_2.6	5	-6.0204372406
Lithuanian_2.6	6	-6.02439069748
Lithuanian_2.6	7	-5.76746749878
Lithuanian_2.6	8	-5.18946123123
Lithuanian_2.6	9	-3.98815917969
Lithuanian_2.6	10	0.18600858748
French_2.6	0	2.41988921165
French_2.6	1	-1.28506684303
French_2.6	2	-3.31779384613
French_2.6	3	-4.76591205597
French_2.6	4	-5.80097675323
French_2.6	5	-6.5005903244
French_2.6	6	-6.91374492645
French_2.6	7	-7.04969167709
French_2.6	8	-6.84589958191
French_2.6	9	-6.08763456345
French_2.6	10	-2.41988921165
Norwegian_2.6	0	1.29789042473
Norwegian_2.6	1	-0.858786523342
Norwegian_2.6	2	-2.08685541153
Norwegian_2.6	3	-2.94275283813
Norwegian_2.6	4	-3.53404283524
Norwegian_2.6	5	-3.90634584427
Norwegian_2.6	6	-4.08968639374
Norwegian_2.6	7	-4.09776926041
Norwegian_2.6	8	-3.91293382645
Norwegian_2.6	9	-3.45128440857
Norwegian_2.6	10	-1.29789042473
Amharic_2.6	0	-0.996621727943
Amharic_2.6	1	-2.15401935577
Amharic_2.6	2	-2.39935016632
Amharic_2.6	3	-2.43063116074
Amharic_2.6	4	-2.35468244553
Amharic_2.6	5	-2.15388321877
Amharic_2.6	6	-1.84462404251
Amharic_2.6	7	-1.42499411106
Amharic_2.6	8	-0.864257991314
Amharic_2.6	9	-0.132227286696
Amharic_2.6	10	0.996621727943
Korean_2.6	0	-0.185170158744
Korean_2.6	1	-2.38483214378
Korean_2.6	2	-3.16935896873
Korean_2.6	3	-3.57067894936
Korean_2.6	4	-3.77064156532
Korean_2.6	5	-3.80499649048
Korean_2.6	6	-3.64126634598
Korean_2.6	7	-3.31178307533
Korean_2.6	8	-2.72207641602
Korean_2.6	9	-1.77079665661
Korean_2.6	10	0.185170158744
Chinese_2.6	0	0.282876998186
Chinese_2.6	1	-2.76688361168
Chinese_2.6	2	-4.14885663986
Chinese_2.6	3	-4.9406080246
Chinese_2.6	4	-5.34835577011
Chinese_2.6	5	-5.49028348923
Chinese_2.6	6	-5.34871959686
Chinese_2.6	7	-5.00336265564
Chinese_2.6	8	-4.29493665695
Chinese_2.6	9	-3.04452037811
Chinese_2.6	10	-0.282876998186
Bambara_2.6	0	1.62223958969
Bambara_2.6	1	-0.864964723587
Bambara_2.6	2	-1.95467793941
Bambara_2.6	3	-2.72336745262
Bambara_2.6	4	-3.24437260628
Bambara_2.6	5	-3.56151819229
Bambara_2.6	6	-3.67717695236
Bambara_2.6	7	-3.59167003632
Bambara_2.6	8	-3.28809189796
Bambara_2.6	9	-2.73855209351
Bambara_2.6	10	-1.62223958969
German_2.6	0	-1.34041428566
German_2.6	1	-3.90943288803
German_2.6	2	-5.37480545044
German_2.6	3	-6.32927799225
German_2.6	4	-6.84440231323
German_2.6	5	-6.9417886734
German_2.6	6	-6.60117530823
German_2.6	7	-5.8348326683
German_2.6	8	-4.62523031235
German_2.6	9	-2.74320435524
German_2.6	10	1.34041428566
Hebrew_2.6	0	0.800339758396
Hebrew_2.6	1	-2.45631790161
Hebrew_2.6	2	-4.42958498001
Hebrew_2.6	3	-5.83436203003
Hebrew_2.6	4	-6.83062839508
Hebrew_2.6	5	-7.45612096786
Hebrew_2.6	6	-7.74212646484
Hebrew_2.6	7	-7.67073011398
Hebrew_2.6	8	-7.15606975555
Hebrew_2.6	9	-5.72818756104
Hebrew_2.6	10	-0.800339758396
Romanian_2.6	0	0.119202263653
Romanian_2.6	1	-2.1269493103
Romanian_2.6	2	-3.32336378098
Romanian_2.6	3	-4.10588121414
Romanian_2.6	4	-4.59431695938
Romanian_2.6	5	-4.83774423599
Romanian_2.6	6	-4.87718820572
Romanian_2.6	7	-4.69726276398
Romanian_2.6	8	-4.25771331787
Romanian_2.6	9	-3.411652565
Romanian_2.6	10	-0.119202263653
Swedish_2.6	0	1.84774374962
Swedish_2.6	1	-0.474371701479
Swedish_2.6	2	-1.78103590012
Swedish_2.6	3	-2.70717430115
Swedish_2.6	4	-3.36354541779
Swedish_2.6	5	-3.80642771721
Swedish_2.6	6	-4.05797624588
Swedish_2.6	7	-4.13086557388
Swedish_2.6	8	-4.00223779678
Swedish_2.6	9	-3.62430167198
Swedish_2.6	10	-1.84774374962
Faroese_2.6	0	-0.208072155714
Faroese_2.6	1	-1.16422665119
Faroese_2.6	2	-1.73211860657
Faroese_2.6	3	-2.11589455605
Faroese_2.6	4	-2.34151244164
Faroese_2.6	5	-2.44470715523
Faroese_2.6	6	-2.36843299866
Faroese_2.6	7	-2.16813278198
Faroese_2.6	8	-1.79557335377
Faroese_2.6	9	-1.18666017056
Faroese_2.6	10	0.208072155714
Spanish_2.6	0	1.52858889103
Spanish_2.6	1	-2.21818804741
Spanish_2.6	2	-4.47984600067
Spanish_2.6	3	-6.08599710464
Spanish_2.6	4	-7.19250392914
Spanish_2.6	5	-7.90370941162
Spanish_2.6	6	-8.28348922729
Spanish_2.6	7	-8.33956623077
Spanish_2.6	8	-7.98891830444
Spanish_2.6	9	-6.82395076752
Spanish_2.6	10	-1.52858889103
Classical_Chinese_2.6	0	0.911383569241
Classical_Chinese_2.6	1	-0.385737717152
Classical_Chinese_2.6	2	-1.01481223106
Classical_Chinese_2.6	3	-1.468947649
Classical_Chinese_2.6	4	-1.7422825098
Classical_Chinese_2.6	5	-1.92601835728
Classical_Chinese_2.6	6	-1.95904242992
Classical_Chinese_2.6	7	-1.95904242992
Classical_Chinese_2.6	8	-1.83487820625
Classical_Chinese_2.6	9	-1.59254896641
Classical_Chinese_2.6	10	-0.911383569241
Persian_2.6	0	-2.06638479233
Persian_2.6	1	-5.66310548782
Persian_2.6	2	-7.47369623184
Persian_2.6	3	-8.54328155518
Persian_2.6	4	-9.03541374207
Persian_2.6	5	-9.05889797211
