Language	Fraction	DepLen	DepLenBest	DepLenBest1	DepLen1	DepLenReal
Buryat_2.6	5	-3.20371484756	-2.40134525299	-14.0672645569	-14.4429502487	-14.3632287979
Buryat_2.6	6	-3.11538434029	-2.35650229454	-9.89237689972	-10.1169242859	-10.0269060135
Buryat_2.6	7	-2.90464282036	-2.15470862389	-4.22869968414	-4.2219991684	-4.19730949402
Buryat_2.6	8	-2.50826931	-1.95739912987	2.7847533226	3.02301597595	3.0493273735
Buryat_2.6	9	-1.88321995735	-1.55381166935	11.5650224686	12.1418380737	12.143497467
Buryat_2.6	10	-0.586039960384	-0.742152452469	24.7713012695	25.6386985779	25.4798202515
Ancient_Greek_2.6	0	-1.42206072807	-1.32112717628	-62.1627464294	-63.2526168823	-62.5326538086
Ancient_Greek_2.6	1	-3.36396932602	-2.7815952301	-60.7837295532	-61.8328323364	-61.1463775635
Ancient_Greek_2.6	2	-4.08466243744	-3.24833631516	-57.9541168213	-58.9000549316	-58.2975311279
Ancient_Greek_2.6	3	-4.41349983215	-3.43766927719	-53.7005271912	-54.5085868835	-53.9982795715
Ancient_Greek_2.6	4	-4.51904582977	-3.43766927719	-47.8648300171	-48.5061988831	-48.0938072205
Ancient_Greek_2.6	5	-4.37058877945	-3.23891091347	-40.3450737	-40.7911605835	-40.5088348389
Ancient_Greek_2.6	6	-4.14731550217	-3.03556752205	-30.7275600433	-30.948720932	-30.7972621918
Ancient_Greek_2.6	7	-3.6897559166	-2.63563132286	-18.4553089142	-18.4275856018	-18.4373817444
Ancient_Greek_2.6	8	-2.99297237396	-2.08342623711	-2.56822156906	-2.25170350075	-2.45355844498
Ancient_Greek_2.6	9	-1.84735870361	-1.24228620529	19.1435432434	19.8025951385	19.410030365
Ancient_Greek_2.6	10	1.42206072807	1.32112717628	62.1627464294	63.2526168823	62.5326538086
Latin_2.6	0	-1.8380368948	-1.74691700935	-58.9708404541	-59.9093475342	-59.1532096863
Latin_2.6	1	-3.3894071579	-2.73932313919	-58.081829071	-59.0038871765	-58.2910499573
Latin_2.6	2	-3.93041229248	-3.01111721992	-56.0629959106	-56.9242134094	-56.2967605591
Latin_2.6	3	-4.14432764053	-3.08802628517	-52.9708404541	-53.7382278442	-53.2377738953
Latin_2.6	4	-4.1468539238	-3.02994966507	-48.6115684509	-49.2612228394	-48.9126434326
Latin_2.6	5	-3.95168614388	-2.82996177673	-42.7539634705	-43.2461280823	-43.0513954163
Latin_2.6	6	-3.66800236702	-2.57736468315	-35.0455627441	-35.3601570129	-35.2950019836
Latin_2.6	7	-3.1903398037	-2.17738890648	-24.8718185425	-24.9768466949	-25.0748443604
Latin_2.6	8	-2.49544620514	-1.63161408901	-10.8851833344	-10.7395811081	-11.0309820175
Latin_2.6	9	-1.37900352478	-0.824737250805	10.035902977	10.4881801605	9.98681735992
Latin_2.6	10	1.8380368948	1.74691700935	58.9708404541	59.9093475342	59.1532096863
Bulgarian_2.6	0	-4.26608181	-3.73676371574	-32.533908844	-34.0622520447	-29.0306358337
Bulgarian_2.6	1	-5.51298236847	-4.36466407776	-31.5133857727	-33.014175415	-28.1115398407
Bulgarian_2.6	2	-5.99032831192	-4.50535392761	-29.5690059662	-30.9959659576	-26.4066028595
Bulgarian_2.6	3	-6.13052845001	-4.47858428955	-26.7581787109	-28.0610389709	-23.930398941
Bulgarian_2.6	4	-6.00282049179	-4.27870321274	-23.0187397003	-24.17436409	-20.6163005829
Bulgarian_2.6	5	-5.66023111343	-3.94913744926	-18.3289699554	-19.2744102478	-16.4723377228
Bulgarian_2.6	6	-5.15013885498	-3.53390836716	-12.5434265137	-13.2297439575	-11.3914337158
Bulgarian_2.6	7	-4.36803436279	-2.89411067963	-5.45835828781	-5.78953313828	-5.1094584465
Bulgarian_2.6	8	-3.05519747734	-1.86615109444	3.31439614296	3.41377091408	2.71088647842
Bulgarian_2.6	9	-0.824158906937	-0.0922070220113	14.4955387115	15.1327733994	12.6861982346
Bulgarian_2.6	10	4.26608181	3.73676371574	32.533908844	34.0622520447	29.0306358337
Lithuanian_2.6	0	-2.94807434082	-2.86075496674	-65.0164871216	-66.2882843018	-62.4584083557
Lithuanian_2.6	1	-5.00679254532	-4.30304145813	-63.1843147278	-64.3946151733	-60.676071167
Lithuanian_2.6	2	-5.82180738449	-4.72957134247	-59.4935874939	-60.5844116211	-57.1978759766
Lithuanian_2.6	3	-6.22968196869	-4.91132259369	-54.2139968872	-55.1566123962	-52.1674613953
Lithuanian_2.6	4	-6.37704706192	-4.90106248856	-47.4496154785	-48.2044944763	-45.7226104736
Lithuanian_2.6	5	-6.22315883636	-4.70098924637	-39.0098953247	-39.5871772766	-37.6713066101
Lithuanian_2.6	6	-6.02310609818	-4.50091600418	-28.8406009674	-29.1473903656	-27.9666538239
Lithuanian_2.6	7	-5.58174419403	-4.15207052231	-16.223526001	-16.2803020477	-16.0436058044
Lithuanian_2.6	8	-4.68099069595	-3.44924879074	-0.283620387316	-0.0187511444092	-0.674606084824
Lithuanian_2.6	9	-2.79140377045	-1.84133386612	21.3440818787	21.9744815826	20.0670566559
Lithuanian_2.6	10	2.94807434082	2.86075496674	65.0164871216	66.2882843018	62.4584083557
Wolof_2.6	0	-3.44479084015	-4.09400415421	-62.1292572021	-63.2469444275	-58.7595672607
Wolof_2.6	1	-4.96618080139	-4.46881580353	-59.6050033569	-60.6561317444	-56.4606819153
Wolof_2.6	2	-5.5184006691	-4.46881580353	-54.8493537903	-55.7934570312	-52.1057548523
Wolof_2.6	3	-5.70066595078	-4.28562831879	-48.4715270996	-49.276184082	-46.1774635315
Wolof_2.6	4	-5.60365819931	-4.0855679512	-40.5896339417	-41.1955833435	-38.8583908081
Wolof_2.6	5	-5.38909721375	-3.78909301758	-30.9548053741	-31.3697338104	-29.8062667847
Wolof_2.6	6	-4.99510097504	-3.38897252083	-19.5344982147	-19.7522220612	-19.0319366455
Wolof_2.6	7	-4.39672851562	-2.82313942909	-5.86712884903	-5.87515544891	-6.09611320496
Wolof_2.6	8	-3.43316102028	-2.008436203	10.6613435745	10.9239578247	9.47423934937
Wolof_2.6	9	-1.66479277611	-0.403133481741	30.9560108185	31.6250896454	28.8053627014
Wolof_2.6	10	3.44479084015	4.09400415421	62.1292572021	63.2469444275	58.7595672607
Armenian_2.6	0	-1.16947197914	-1.24850296974	-83.9153137207	-85.2789001465	-83.2784423828
Armenian_2.6	1	-3.7421836853	-3.26732254028	-82.0709991455	-83.3804397583	-81.4443969727
Armenian_2.6	2	-4.67057704926	-3.80624461174	-77.9871673584	-79.1717987061	-77.3887939453
Armenian_2.6	3	-5.13990736008	-4.02181339264	-72.115486145	-73.1434936523	-71.5881118774
Armenian_2.6	4	-5.33004903793	-4.06116342545	-64.2959823608	-65.0896148682	-63.825920105
Armenian_2.6	5	-5.26213359833	-3.92172789574	-54.0667228699	-54.5883026123	-53.7249794006
Armenian_2.6	6	-5.06283760071	-3.72241234779	-41.0222396851	-41.3056144714	-40.7822914124
Armenian_2.6	7	-4.74670362473	-3.39734816551	-24.6398639679	-24.6247386932	-24.6000862122
Armenian_2.6	8	-4.14479589462	-2.89692044258	-3.36441397667	-2.94566011429	-3.4632165432
Armenian_2.6	9	-3.07706689835	-2.08169364929	26.2241230011	27.0908088684	25.9319934845
Armenian_2.6	10	1.16947197914	1.24850296974	83.9153137207	85.2789001465	83.2784423828
Turkish_2.6	0	0.169008597732	0.882389962673	-27.5441818237	-28.5947132111	-28.51745224
Turkish_2.6	1	-2.21091151237	-1.49465405941	-27.0454406738	-28.0960159302	-28.0196533203
Turkish_2.6	2	-3.02029657364	-2.30817604065	-26.0341186523	-27.0395145416	-26.9721698761
Turkish_2.6	3	-3.42173314095	-2.73081755638	-24.5221691132	-25.45794487	-25.3982696533
Turkish_2.6	4	-3.62171339989	-2.93081760406	-22.3781452179	-23.1889266968	-23.1473274231
Turkish_2.6	5	-3.66472816467	-3.01257872581	-19.3482704163	-19.9982700348	-19.9740562439
Turkish_2.6	6	-3.53298020363	-2.9933962822	-15.1190252304	-15.5399417877	-15.540722847
Turkish_2.6	7	-3.27225160599	-2.79339623451	-9.26871109009	-9.41203975677	-9.44858455658
Turkish_2.6	8	-2.78528761864	-2.5119497776	-1.39072322845	-1.17153966427	-1.22783017159
Turkish_2.6	9	-1.99326014519	-2.03333330154	9.48506259918	10.0633468628	9.99292469025
Turkish_2.6	10	-0.169008597732	-0.882389962673	27.5441818237	28.5947132111	28.51745224
Old_French_2.6	0	-3.3983259201	-3.02472472191	-34.6639213562	-35.9088096619	-33.2376937866
Old_French_2.6	1	-4.39186525345	-3.51688432693	-33.9167823792	-35.1457710266	-32.4969749451
Old_French_2.6	2	-4.70953702927	-3.61009407043	-32.442489624	-33.6204376221	-31.0740280151
Old_French_2.6	3	-4.76938009262	-3.5311794281	-30.2925395966	-31.3737640381	-29.0239944458
Old_French_2.6	4	-4.59820604324	-3.33119392395	-27.3575229645	-28.3180656433	-26.2516231537
Old_French_2.6	5	-4.29289054871	-3.03245568275	-23.4710083008	-24.2738227844	-22.5643634796
Old_French_2.6	6	-3.83833742142	-2.63248491287	-18.3256511688	-18.9343681335	-17.6944065094
Old_French_2.6	7	-3.20731472969	-2.0866458416	-11.60272789	-11.947851181	-11.3301725388
Old_French_2.6	8	-2.34135222435	-1.40150249004	-2.76981973648	-2.78201818466	-2.92363786697
Old_French_2.6	9	-0.914511203766	-0.312012255192	9.56378078461	10.026304245	8.8687915802
Old_French_2.6	10	3.3983259201	3.02472472191	34.6639213562	35.9088096619	33.2376937866
Latvian_2.6	0	-2.34064269066	-2.42654132843	-47.9319076538	-48.95911026	-45.7956237793
Latvian_2.6	1	-3.9736032486	-3.35405373573	-46.5980987549	-47.5877799988	-44.5065956116
Latvian_2.6	2	-4.62314462662	-3.60269904137	-43.8155593872	-44.7352218628	-41.869644165
Latvian_2.6	3	-4.91165304184	-3.64686632156	-39.8086090088	-40.6223068237	-38.0638999939
Latvian_2.6	4	-4.98511505127	-3.58715867996	-34.6162986755	-35.2918586731	-33.1345481873
Latvian_2.6	5	-4.81214237213	-3.38717913628	-28.1807594299	-28.7120475769	-27.0531635284
Latvian_2.6	6	-4.6121840477	-3.18719959259	-20.3079433441	-20.6539440155	-19.6030063629
Latvian_2.6	7	-4.2400097847	-2.8432674408	-10.7884674072	-10.9269790649	-10.5930891037
Latvian_2.6	8	-3.55501627922	-2.31796336174	0.933646857738	1.03243374825	0.561803519726
Latvian_2.6	9	-2.17811751366	-1.18515491486	15.9777116776	16.4078369141	14.8654537201
Latvian_2.6	10	2.34064269066	2.42654132843	47.9319076538	48.95911026	45.7956237793
Basque_2.6	0	0.795693337917	0.545128285885	-28.3227443695	-29.0291042328	-28.8121757507
Basque_2.6	1	-1.10644221306	-1.01860964298	-27.1588459015	-27.8277320862	-27.6179714203
Basque_2.6	2	-1.99217033386	-1.70769643784	-25.008108139	-25.6001739502	-25.4145946503
Basque_2.6	3	-2.55553388596	-2.13385605812	-22.118303299	-22.6076526642	-22.4572639465
Basque_2.6	4	-2.87699484825	-2.3385617733	-18.4543399811	-18.8333950043	-18.7276344299
Basque_2.6	5	-3.07067489624	-2.48903369904	-14.0202045441	-14.2666845322	-14.2004518509
Basque_2.6	6	-3.10305333138	-2.48903369904	-8.70211315155	-8.80172634125	-8.79489612579
Basque_2.6	7	-2.94369029999	-2.35477876663	-2.32992148399	-2.26835513115	-2.333111763
Basque_2.6	8	-2.66499972343	-2.1144490242	5.2500333786	5.49800205231	5.36009550095
Basque_2.6	9	-2.09818172455	-1.64362621307	14.5622758865	15.0120134354	14.8212146759
Basque_2.6	10	-0.795693337917	-0.545128285885	28.3227443695	29.0291042328	28.8121757507
Hebrew_2.6	0	-7.3376531601	-8.01882457733	-78.7560424805	-80.5110702515	-71.1279602051
Hebrew_2.6	1	-9.14017105103	-8.59272480011	-75.5232772827	-77.1583557129	-68.4166870117
Hebrew_2.6	2	-9.75511646271	-8.65835666656	-69.5766983032	-71.0269317627	-63.2409057617
Hebrew_2.6	3	-9.88153553009	-8.4701089859	-61.6514892578	-62.8833694458	-56.2706680298
Hebrew_2.6	4	-9.66583633423	-8.12872028351	-51.8336296082	-52.8037528992	-47.5471878052
Hebrew_2.6	5	-9.09438514709	-7.51310110092	-39.9745597839	-40.6435775757	-37.0434989929
Hebrew_2.6	6	-8.10338878632	-6.56779432297	-25.989315033	-26.32239151	-24.5123386383
Hebrew_2.6	7	-6.58367013931	-5.1177816391	-9.51920604706	-9.44049263	-9.7115240097
Hebrew_2.6	8	-4.30081748962	-2.96413135529	10.4487409592	10.94718647	8.24980926514
Hebrew_2.6	9	-0.678740501404	0.505723714828	36.0798797607	37.1098747253	31.3273983002
Hebrew_2.6	10	7.3376531601	8.01882457733	78.7560424805	80.5110702515	71.1279602051
Catalan_2.6	0	-7.04745578766	-7.13824319839	-95.9926681519	-98.9358825684	-89.4463272095
Catalan_2.6	1	-9.36000347137	-7.78524827957	-91.7264251709	-94.4985809326	-85.608291626
Catalan_2.6	2	-10.3354969025	-7.87728452682	-83.8848876953	-86.3815460205	-78.4961471558
Catalan_2.6	3	-10.7835502625	-7.82223558426	-73.4973831177	-75.6378173828	-69.0057678223
Catalan_2.6	4	-10.8657360077	-7.62225675583	-60.6776847839	-62.3838882446	-57.2763786316
Catalan_2.6	5	-10.6436252594	-7.27880525589	-45.4128417969	-46.6418266296	-43.2150230408
Catalan_2.6	6	-10.0598115921	-6.72043991089	-27.5138835907	-28.1884746552	-26.6764431
Catalan_2.6	7	-8.92522621155	-5.71806764603	-6.55313539505	-6.59737110138	-7.23885250092
Catalan_2.6	8	-6.8510427475	-3.92408466339	18.2449989319	18.9341106415	15.9118995667
Catalan_2.6	9	-2.92842197418	-0.609101176262	48.7124061584	50.3144111633	44.4197998047
Catalan_2.6	10	7.04745578766	7.13824319839	95.9926681519	98.9358825684	89.4463272095
Hindi_2.6	0	-7.38769340515	-4.43300533295	-79.7473526001	-84.4415893555	-77.8876342773
Hindi_2.6	1	-10.0261278152	-7.2408156395	-76.0699768066	-80.4625320435	-74.0484619141
Hindi_2.6	2	-10.9219884872	-8.14813613892	-69.7558517456	-73.6865539551	-67.6839904785
Hindi_2.6	3	-11.2926244736	-8.49712181091	-61.3571624756	-64.7249832153	-59.3610343933
Hindi_2.6	4	-11.2691297531	-8.55295562744	-50.9147987366	-53.6297340393	-49.1463088989
Hindi_2.6	5	-10.8122787476	-8.31639003754	-38.3616256714	-40.3545532227	-36.9764404297
Hindi_2.6	6	-9.88463592529	-7.81733083725	-23.4579639435	-24.5807476044	-22.6467113495
Hindi_2.6	7	-8.38617706299	-6.96853303909	-5.85546779633	-5.94276475906	-5.64030981064
Hindi_2.6	8	-5.95813751221	-5.31612062454	15.0412025452	16.1134090424	14.6444511414
Hindi_2.6	9	-1.51722860336	-1.910171628	40.9600868225	43.5052566528	39.7279853821
Hindi_2.6	10	7.38769340515	4.43300533295	79.7473526001	84.4415893555	77.8876342773
Old_Russian_2.6	0	-0.943162024021	-1.29930615425	-63.3303871155	-64.0635604858	-62.957988739
Old_Russian_2.6	1	-2.65398693085	-2.34179258347	-62.6085929871	-63.3364295959	-62.2892303467
Old_Russian_2.6	2	-3.26679682732	-2.64613628387	-61.2446517944	-61.9580001831	-61.0028495789
Old_Russian_2.6	3	-3.56124472618	-2.82026433945	-59.1883850098	-59.8512573242	-59.0374488831
Old_Russian_2.6	4	-3.71473169327	-2.82026433945	-56.266418457	-56.8500785828	-56.2109107971
Old_Russian_2.6	5	-3.67567014694	-2.70905804634	-52.2192764282	-52.6888847351	-52.2472190857
Old_Russian_2.6	6	-3.47570848465	-2.50907707214	-46.7199897766	-47.0614776611	-46.8222618103
Old_Russian_2.6	7	-3.16299319267	-2.1957988739	-39.1467552185	-39.3046455383	-39.3334274292
Old_Russian_2.6	8	-2.61201834679	-1.72759246826	-28.465259552	-28.4160785675	-28.7251205444
Old_Russian_2.6	9	-1.72487223148	-1.00313663483	-11.6343507767	-11.3469018936	-11.8991537094
Old_Russian_2.6	10	0.943162024021	1.29930615425	63.3303871155	64.0635604858	62.957988739
Dutch_2.6	0	-3.97640657425	-3.48491549492	-53.7811927795	-55.8967590332	-55.6371955872
Dutch_2.6	1	-5.77456855774	-4.53342914581	-52.427230835	-54.4833984375	-54.2525138855
Dutch_2.6	2	-6.5302028656	-4.93148422241	-49.7559967041	-51.6779174805	-51.4860191345
Dutch_2.6	3	-6.86162996292	-5.03668928146	-45.7186431885	-47.4352226257	-47.3067741394
Dutch_2.6	4	-6.82125377655	-4.90628814697	-40.1195716858	-41.561630249	-41.5355300903
Dutch_2.6	5	-6.52056694031	-4.58337926865	-32.8230743408	-33.9263343811	-34.0124893188
Dutch_2.6	6	-5.93474769592	-4.07017326355	-23.4688911438	-24.180103302	-24.3939666748
Dutch_2.6	7	-5.0310921669	-3.35915565491	-11.8505916595	-12.0874185562	-12.3950710297
Dutch_2.6	8	-3.68457961082	-2.31881976128	2.81887507439	3.1364774704	2.75732135773
Dutch_2.6	9	-1.51470005512	-0.568792104721	22.2130622864	23.2560997009	22.7265987396
Dutch_2.6	10	3.97640657425	3.48491549492	53.7811927795	55.8967590332	55.6371955872
Bambara_2.6	0	0.241338595748	-1.38579654694	-47.0700569153	-47.6165390015	-47.8637237549
Bambara_2.6	1	-1.73178458214	-1.7965451479	-45.4558525085	-45.9349403381	-46.1650657654
Bambara_2.6	2	-2.47508835793	-1.83301341534	-42.8071022034	-43.183971405	-43.3378105164
Bambara_2.6	3	-2.90978527069	-1.8157389164	-39.0854110718	-39.3521003723	-39.4049911499
Bambara_2.6	4	-3.13087725639	-1.61612284184	-34.5518226624	-34.7020874023	-34.6756248474
Bambara_2.6	5	-3.16446328163	-1.4145873785	-29.0393466949	-29.1370029449	-29.08061409
Bambara_2.6	6	-3.03722119331	-1.16122841835	-22.4731292725	-22.5029354095	-22.4318618774
Bambara_2.6	7	-2.73475646973	-0.761996150017	-14.6113243103	-14.5315513611	-14.4165067673
Bambara_2.6	8	-2.26992630959	-0.299424171448	-4.46161222458	-4.23507976532	-4.07677555084
Bambara_2.6	9	-1.60569357872	0.299424171448	10.805182457	11.2048339844	11.449136734
Bambara_2.6	10	-0.241338595748	1.38579654694	47.0700569153	47.6165390015	47.8637237549
Slovak_2.6	0	-2.01303291321	-1.96150934696	-21.3651885986	-22.1357574463	-19.7753124237
Slovak_2.6	1	-3.09862828255	-2.63993167877	-20.8081150055	-21.5705814362	-19.1731128693
Slovak_2.6	2	-3.59505200386	-2.88680315018	-19.5930976868	-20.3349494934	-17.9599933624
Slovak_2.6	3	-3.82923388481	-2.97402358055	-17.8130455017	-18.5130939484	-16.2481994629
Slovak_2.6	4	-3.87583518028	-2.96757674217	-15.4774360657	-16.1024169922	-14.0301475525
Slovak_2.6	5	-3.72162222862	-2.76734924316	-12.4990520477	-13.0263834	-11.2292375565
Slovak_2.6	6	-3.50006699562	-2.5675008297	-8.79446315765	-9.20960235596	-7.76583242416
Slovak_2.6	7	-3.07352685928	-2.17500948906	-4.21387958527	-4.47877645493	-3.52161550522
Slovak_2.6	8	-2.41970491409	-1.62476301193	1.55479717255	1.48168718815	1.77000379562
Slovak_2.6	9	-1.25694704056	-0.635001897812	9.05764102936	9.28438472748	8.57925701141
Slovak_2.6	10	2.01303291321	1.96150934696	21.3651885986	22.1357574463	19.7753124237
Vietnamese_2.6	0	-3.23119664192	-3.07818627357	-33.8029403687	-34.7812232971	-30.8887252808
Vietnamese_2.6	1	-4.2823176384	-3.78651952744	-31.9686279297	-32.8986129761	-29.2848033905
Vietnamese_2.6	2	-4.69511890411	-3.95563721657	-28.7014713287	-29.5480747223	-26.3911762238
Vietnamese_2.6	3	-4.81981229782	-3.95563721657	-24.4558830261	-25.2008647919	-22.6058826447
Vietnamese_2.6	4	-4.68997192383	-3.76544117928	-19.2852935791	-19.9110984802	-17.9676475525
Vietnamese_2.6	5	-4.48999118805	-3.56544113159	-13.2299022675	-13.7000112534	-12.4553918839
Vietnamese_2.6	6	-4.09488487244	-3.179656744	-6.38676452637	-6.69536113739	-6.17205905914
Vietnamese_2.6	7	-3.44543981552	-2.55906867981	1.32303917408	1.2230027914	0.889215707779
Vietnamese_2.6	8	-2.37000846863	-1.60465681553	10.0730390549	10.2051105499	8.85931396484
Vietnamese_2.6	9	-0.590332508087	-0.0276960786432	20.3377456665	20.8066368103	18.2710781097
Vietnamese_2.6	10	3.23119664192	3.07818627357	33.8029403687	34.7812232971	30.8887252808
Italian_2.6	0	-6.66054964066	-6.41494560242	-72.2164993286	-74.4673995972	-66.2454605103
Italian_2.6	1	-8.64915752411	-7.25919008255	-69.6725616455	-71.8184204102	-63.9300689697
Italian_2.6	2	-9.41001605988	-7.46766996384	-64.4847335815	-66.4396438599	-59.2316932678
Italian_2.6	3	-9.69709968567	-7.45595359802	-57.3847770691	-59.1147041321	-52.7373313904
Italian_2.6	4	-9.62673568726	-7.25596809387	-48.5696754456	-50.0335655212	-44.6336402893
Italian_2.6	5	-9.35571670532	-6.94299221039	-38.0928153992	-39.2380828857	-34.9357795715
Italian_2.6	6	-8.75765705109	-6.40586566925	-25.7822570801	-26.5641822815	-23.5700054169
Italian_2.6	7	-7.64795732498	-5.45500135422	-11.2301187515	-11.557472229	-10.2096509933
Italian_2.6	8	-5.68684482574	-3.75713968277	6.79243564606	7.02398204803	6.22151422501
Italian_2.6	9	-2.19942307472	-0.770613670349	30.6314067841	31.5965995789	27.9292621613
Italian_2.6	10	6.66054964066	6.41494560242	72.2164993286	74.4673995972	66.2454605103
Hungarian_2.6	0	-1.51607096195	-1.49290978909	-72.1883163452	-74.2157821655	-71.8519592285
