Language	Fraction	DepLen
Russian_2.6	8	-15.5139160156
Russian_2.6	9	-9.93192386627
Russian_2.6	10	3.88652706146
Faroese_2.6	0	-0.928820610046
Faroese_2.6	1	-2.54836797714
Faroese_2.6	2	-3.32609724998
Faroese_2.6	3	-3.73691344261
Faroese_2.6	4	-4.05063199997
Faroese_2.6	5	-4.05159378052
Faroese_2.6	6	-4.02018976212
Faroese_2.6	7	-3.62699842453
Faroese_2.6	8	-3.03481030464
Faroese_2.6	9	-1.83056366444
Faroese_2.6	10	0.928820610046
Catalan_2.6	0	-21.342502594
Catalan_2.6	1	-47.1243286133
Catalan_2.6	2	-53.1411628723
Catalan_2.6	3	-55.2056350708
Catalan_2.6	4	-55.1468811035
Catalan_2.6	5	-53.2982902527
Catalan_2.6	6	-49.5348472595
Catalan_2.6	7	-43.113407135
Catalan_2.6	8	-32.8158836365
Catalan_2.6	9	-16.1907272339
Catalan_2.6	10	21.342502594
Maltese_2.6	0	3.85267138481
Maltese_2.6	1	-10.7759828568
Maltese_2.6	2	-14.3142805099
Maltese_2.6	3	-16.0666904449
Maltese_2.6	4	-16.920501709
Maltese_2.6	5	-17.1698436737
Maltese_2.6	6	-16.8625736237
Maltese_2.6	7	-16.0118198395
Maltese_2.6	8	-14.5252981186
Maltese_2.6	9	-11.8032169342
Maltese_2.6	10	-3.85267138481
French_2.6	0	-8.62589359283
French_2.6	1	-21.544500351
French_2.6	2	-25.5109481812
French_2.6	3	-27.3878822327
French_2.6	4	-28.0289802551
French_2.6	5	-27.7062320709
French_2.6	6	-26.4389705658
French_2.6	7	-24.16472435
French_2.6	8	-20.5055904388
French_2.6	9	-13.6523065567
French_2.6	10	8.62589359283
Chinese_2.6	0	1.60666227341
Chinese_2.6	1	-17.0094394684
Chinese_2.6	2	-24.489982605
Chinese_2.6	3	-28.7577533722
Chinese_2.6	4	-31.0318584442
Chinese_2.6	5	-31.8744812012
Chinese_2.6	6	-31.406879425
Chinese_2.6	7	-29.4655151367
Chinese_2.6	8	-25.8457260132
Chinese_2.6	9	-19.1738815308
Chinese_2.6	10	-1.60666227341
Breton_2.6	0	4.82718992233
Breton_2.6	1	-8.6706609726
Breton_2.6	2	-13.7957744598
Breton_2.6	3	-17.0426616669
Breton_2.6	4	-18.8901901245
Breton_2.6	5	-19.8713436127
Breton_2.6	6	-20.0804424286
Breton_2.6	7	-19.3741893768
Breton_2.6	8	-17.5485916138
Breton_2.6	9	-14.1094264984
Breton_2.6	10	-4.82718992233
Latin_2.6	0	11.4198560715
Latin_2.6	1	-14.2258234024
Latin_2.6	2	-20.7662277222
Latin_2.6	3	-24.1425933838
Latin_2.6	4	-26.257226944
Latin_2.6	5	-27.7165584564
Latin_2.6	6	-28.1023216248
Latin_2.6	7	-27.8999671936
Latin_2.6	8	-26.496629715
Latin_2.6	9	-23.6678981781
Latin_2.6	10	-11.4198560715
Gothic_2.6	0	1.5511482954
Gothic_2.6	1	-5.12972354889
Gothic_2.6	2	-7.57047557831
Gothic_2.6	3	-9.11697006226
Gothic_2.6	4	-10.0760908127
Gothic_2.6	5	-10.5939588547
Gothic_2.6	6	-10.8266658783
Gothic_2.6	7	-10.681435585
Gothic_2.6	8	-9.82376480103
Gothic_2.6	9	-7.85025167465
Gothic_2.6	10	-1.5511482954
Old_Russian_2.6	0	-0.570335328579
Old_Russian_2.6	1	-14.1287565231
Old_Russian_2.6	2	-18.1343803406
Old_Russian_2.6	3	-20.1390647888
Old_Russian_2.6	4	-21.2590885162
Old_Russian_2.6	5	-21.51288414
Old_Russian_2.6	6	-21.0635547638
Old_Russian_2.6	7	-19.7098522186
Old_Russian_2.6	8	-17.24908638
Old_Russian_2.6	9	-13.0677270889
Old_Russian_2.6	10	0.570335328579
Croatian_2.6	0	-1.48580276966
Croatian_2.6	1	-20.0869426727
Croatian_2.6	2	-24.4436397552
Croatian_2.6	3	-26.2735939026
Croatian_2.6	4	-26.8510379791
Croatian_2.6	5	-26.6508483887
Croatian_2.6	6	-25.5674571991
Croatian_2.6	7	-23.6543273926
Croatian_2.6	8	-20.265619278
Croatian_2.6	9	-14.2797174454
Croatian_2.6	10	1.48580276966
Thai_2.6	0	-8.40556526184
Thai_2.6	1	-22.1413421631
Thai_2.6	2	-25.7934379578
Thai_2.6	3	-27.6977653503
Thai_2.6	4	-28.3350467682
Thai_2.6	5	-28.0716915131
Thai_2.6	6	-26.541223526
Thai_2.6	7	-23.9694786072
Thai_2.6	8	-19.532623291
Thai_2.6	9	-11.7477121353
Thai_2.6	10	8.40556526184
Bulgarian_2.6	0	-1.18150544167
Bulgarian_2.6	1	-6.66296720505
Bulgarian_2.6	2	-8.30760860443
Bulgarian_2.6	3	-9.12200737
Bulgarian_2.6	4	-9.42252445221
Bulgarian_2.6	5	-9.32748508453
Bulgarian_2.6	6	-8.88002490997
Bulgarian_2.6	7	-8.02617835999
Bulgarian_2.6	8	-6.67967367172
Bulgarian_2.6	9	-4.55729389191
Bulgarian_2.6	10	1.18150544167
Indonesian_2.6	0	-7.57373476028
Indonesian_2.6	1	-18.4943962097
Indonesian_2.6	2	-21.4810409546
Indonesian_2.6	3	-22.9280147552
Indonesian_2.6	4	-23.1355895996
Indonesian_2.6	5	-22.6573429108
Indonesian_2.6	6	-21.0940246582
Indonesian_2.6	7	-18.6665229797
Indonesian_2.6	8	-14.9401826859
Indonesian_2.6	9	-8.95913219452
Indonesian_2.6	10	7.57373476028
Slovak_2.6	0	9.73877429962
Slovak_2.6	1	-6.29164361954
Slovak_2.6	2	-12.3475198746
Slovak_2.6	3	-16.1142158508
Slovak_2.6	4	-18.6438159943
Slovak_2.6	5	-20.1865310669
Slovak_2.6	6	-20.7763557434
Slovak_2.6	7	-20.5528259277
Slovak_2.6	8	-19.2857837677
Slovak_2.6	9	-16.6675548553
Slovak_2.6	10	-9.73877429962
Basque_2.6	0	0.805620908737
Basque_2.6	1	-10.8904571533
Basque_2.6	2	-15.2932548523
Basque_2.6	3	-17.5688228607
Basque_2.6	4	-18.8449249268
Basque_2.6	5	-19.0249614716
Basque_2.6	6	-18.7525672913
Basque_2.6	7	-17.3728523254
Basque_2.6	8	-14.8094167709
Basque_2.6	9	-10.4728307724
Basque_2.6	10	-0.805620908737
Classical_Chinese_2.6	0	5.98277378082
Classical_Chinese_2.6	1	-4.38669109344
Classical_Chinese_2.6	2	-9.24697208405
Classical_Chinese_2.6	3	-12.4580965042
Classical_Chinese_2.6	4	-14.4504594803
Classical_Chinese_2.6	5	-15.2942705154
Classical_Chinese_2.6	6	-15.2942705154
Classical_Chinese_2.6	7	-15.2737445831
Classical_Chinese_2.6	8	-14.0230760574
Classical_Chinese_2.6	9	-11.9155702591
Classical_Chinese_2.6	10	-5.98277378082
Cantonese_2.6	0	0.0396594814956
Cantonese_2.6	1	-8.2785615921
Cantonese_2.6	2	-11.1532058716
Cantonese_2.6	3	-12.7998695374
Cantonese_2.6	4	-13.6649847031
Cantonese_2.6	5	-13.8664312363
Cantonese_2.6	6	-13.3854579926
Cantonese_2.6	7	-12.2717323303
Cantonese_2.6	8	-10.3589735031
Cantonese_2.6	9	-7.08284759521
Cantonese_2.6	10	-0.0396594814956
Vietnamese_2.6	0	-4.38374948502
Vietnamese_2.6	1	-16.4140396118
Vietnamese_2.6	2	-20.2099838257
Vietnamese_2.6	3	-22.0737018585
Vietnamese_2.6	4	-22.3560848236
Vietnamese_2.6	5	-21.9130363464
Vietnamese_2.6	6	-20.0869998932
Vietnamese_2.6	7	-17.7627868652
Vietnamese_2.6	8	-13.8814697266
Vietnamese_2.6	9	-8.08679103851
Vietnamese_2.6	10	4.38374948502
Erzya_2.6	0	0.0326938070357
Erzya_2.6	1	-9.23901844025
Erzya_2.6	2	-12.4634876251
Erzya_2.6	3	-14.3199291229
Erzya_2.6	4	-15.2349443436
Erzya_2.6	5	-15.3888540268
Erzya_2.6	6	-14.9152364731
Erzya_2.6	7	-13.5050706863
Erzya_2.6	8	-11.2765026093
Erzya_2.6	9	-7.62868404388
Erzya_2.6	10	-0.0326938070357
Portuguese_2.6	0	-7.93558835983
Portuguese_2.6	1	-22.0721549988
Portuguese_2.6	2	-25.8460025787
Portuguese_2.6	3	-27.4212779999
Portuguese_2.6	4	-27.7385807037
Portuguese_2.6	5	-27.1341190338
Portuguese_2.6	6	-25.6184997559
Portuguese_2.6	7	-23.0761146545
Portuguese_2.6	8	-19.0564918518
Portuguese_2.6	9	-12.1283664703
Portuguese_2.6	10	7.93558835983
Icelandic_2.6	0	-2.022595644
Icelandic_2.6	1	-14.0726308823
Icelandic_2.6	2	-17.6945724487
Icelandic_2.6	3	-19.6357421875
Icelandic_2.6	4	-20.4377975464
Icelandic_2.6	5	-20.3924789429
Icelandic_2.6	6	-19.6304035187
Icelandic_2.6	7	-17.9298610687
Icelandic_2.6	8	-15.2335090637
Icelandic_2.6	9	-10.7581825256
Icelandic_2.6	10	2.022595644
Hebrew_2.6	0	-4.29053544998
Hebrew_2.6	1	-19.5004463196
Hebrew_2.6	2	-23.7592048645
Hebrew_2.6	3	-25.5853328705
Hebrew_2.6	4	-26.114610672
Hebrew_2.6	5	-25.61444664
Hebrew_2.6	6	-24.4711380005
Hebrew_2.6	7	-22.3043498993
Hebrew_2.6	8	-18.591173172
Hebrew_2.6	9	-12.1265392303
Hebrew_2.6	10	4.29053544998
North_Sami_2.6	0	4.53576183319
North_Sami_2.6	1	-1.74905765057
North_Sami_2.6	2	-4.38498783112
North_Sami_2.6	3	-6.14126110077
North_Sami_2.6	4	-7.32938194275
North_Sami_2.6	5	-8.12995147705
North_Sami_2.6	6	-8.65760040283
North_Sami_2.6	7	-8.65298557281
North_Sami_2.6	8	-8.02575016022
North_Sami_2.6	9	-7.02213001251
North_Sami_2.6	10	-4.53576183319
Afrikaans_2.6	0	-2.23780679703
Afrikaans_2.6	1	-11.5684967041
Afrikaans_2.6	2	-14.4115104675
Afrikaans_2.6	3	-16.011920929
Afrikaans_2.6	4	-16.715839386
Afrikaans_2.6	5	-16.7768344879
Afrikaans_2.6	6	-16.2133464813
Afrikaans_2.6	7	-14.923913002
Afrikaans_2.6	8	-12.9005861282
Afrikaans_2.6	9	-9.59036254883
Afrikaans_2.6	10	2.23780679703
Kurmanji_2.6	0	-1.4457616806
Kurmanji_2.6	1	-4.42266845703
Kurmanji_2.6	2	-5.70072221756
Kurmanji_2.6	3	-6.51637649536
Kurmanji_2.6	4	-6.69884157181
Kurmanji_2.6	5	-6.70129585266
Kurmanji_2.6	6	-6.70128297806
Kurmanji_2.6	7	-6.61476612091
Kurmanji_2.6	8	-5.93883037567
Kurmanji_2.6	9	-3.69962096214
Kurmanji_2.6	10	1.4457616806
Yoruba_2.6	0	-1.46110594273
Yoruba_2.6	1	-9.57498455048
Yoruba_2.6	2	-11.9416847229
Yoruba_2.6	3	-13.1527910233
Yoruba_2.6	4	-13.6860170364
Yoruba_2.6	5	-13.6248340607
Yoruba_2.6	6	-12.9741029739
Yoruba_2.6	7	-11.7767715454
Yoruba_2.6	8	-9.80796432495
Yoruba_2.6	9	-6.54904508591
Yoruba_2.6	10	1.46110594273
Amharic_2.6	0	2.60385131836
Amharic_2.6	1	-6.08211708069
Amharic_2.6	2	-9.4991941452
Amharic_2.6	3	-11.4299516678
Amharic_2.6	4	-12.4092664719
Amharic_2.6	5	-12.4589834213
Amharic_2.6	6	-12.3226671219
Amharic_2.6	7	-11.548781395
Amharic_2.6	8	-9.68658447266
Amharic_2.6	9	-7.45233535767
Amharic_2.6	10	-2.60385131836
Bambara_2.6	0	5.9425907135
Bambara_2.6	1	0.122107125819
Bambara_2.6	2	-2.81666922569
Bambara_2.6	3	-4.89573383331
Bambara_2.6	4	-6.41594934464
Bambara_2.6	5	-7.6406917572
Bambara_2.6	6	-8.53420829773
Bambara_2.6	7	-9.04008483887
Bambara_2.6	8	-9.04353141785
Bambara_2.6	9	-8.42696285248
Bambara_2.6	10	-5.9425907135
Ukrainian_2.6	0	5.50595474243
Ukrainian_2.6	1	-10.9247608185
Ukrainian_2.6	2	-15.6083860397
Ukrainian_2.6	3	-18.2871513367
Ukrainian_2.6	4	-19.9477939606
Ukrainian_2.6	5	-20.8299427032
Ukrainian_2.6	6	-21.0187587738
Ukrainian_2.6	7	-20.3804569244
Ukrainian_2.6	8	-18.7518863678
Ukrainian_2.6	9	-15.4771966934
Ukrainian_2.6	10	-5.50595474243
Hindi_2.6	0	-5.37649917603
Hindi_2.6	1	-31.2925319672
Hindi_2.6	2	-35.8547744751
Hindi_2.6	3	-37.4257469177
Hindi_2.6	4	-37.378238678
Hindi_2.6	5	-36.0761222839
Hindi_2.6	6	-33.6987876892
Hindi_2.6	7	-30.069108963
Hindi_2.6	8	-24.4280109406
Hindi_2.6	9	-15.4493980408
Hindi_2.6	10	5.37649917603
Irish_2.6	0	2.95519280434
Irish_2.6	1	-15.7889881134
Irish_2.6	2	-20.8628883362
Irish_2.6	3	-23.6892662048
Irish_2.6	4	-25.2630653381
Irish_2.6	5	-25.9344158173
Irish_2.6	6	-25.8809242249
Irish_2.6	7	-24.9578361511
Irish_2.6	8	-22.8715305328
Irish_2.6	9	-18.7783946991
Irish_2.6	10	-2.95519280434
Turkish_2.6	0	8.94275951385
Turkish_2.6	1	-9.96951961517
Turkish_2.6	2	-16.7991886139
Turkish_2.6	3	-20.6192054749
Turkish_2.6	4	-22.8751239777
Turkish_2.6	5	-24.253030777
Turkish_2.6	6	-24.4978885651
Turkish_2.6	7	-23.8758277893
Turkish_2.6	8	-22.007358551
Turkish_2.6	9	-18.5712566376
Turkish_2.6	10	-8.94275951385
Scottish_Gaelic_2.6	0	6.26876974106
Scottish_Gaelic_2.6	1	-5.72467565536
Scottish_Gaelic_2.6	2	-9.17647171021
Scottish_Gaelic_2.6	3	-11.3664922714
Scottish_Gaelic_2.6	4	-12.8804454803
Scottish_Gaelic_2.6	5	-13.987537384
Scottish_Gaelic_2.6	6	-14.7143802643
Scottish_Gaelic_2.6	7	-14.8959589005
Scottish_Gaelic_2.6	8	-14.4234256744
Scottish_Gaelic_2.6	9	-12.7376365662
Scottish_Gaelic_2.6	10	-6.26876974106
Armenian_2.6	0	13.2318096161
Armenian_2.6	1	-8.87376213074
Armenian_2.6	2	-16.2524299622
Armenian_2.6	3	-20.7410564423
Armenian_2.6	4	-23.6349163055
Armenian_2.6	5	-25.3625793457
Armenian_2.6	6	-26.228187561
Armenian_2.6	7	-26.1468696594
Armenian_2.6	8	-24.9567928314
Armenian_2.6	9	-22.1413955688
Armenian_2.6	10	-13.2318096161
Persian_2.6	0	0.549115121365
Persian_2.6	1	-8.94694137573
Persian_2.6	2	-12.598156929
Persian_2.6	3	-14.8024501801
Persian_2.6	4	-16.1451797485
Persian_2.6	5	-16.7742671967
Persian_2.6	6	-16.7160816193
Persian_2.6	7	-16.0065975189
Persian_2.6	8	-14.4087190628
Persian_2.6	9	-11.289768219
Persian_2.6	10	-0.549115121365
