Language	Fraction	DepLen	DepLenBest
Lithuanian_2.6	2	-4.30486869812	-3.40205645561
Lithuanian_2.6	3	-5.20127439499	-3.64513587952
Lithuanian_2.6	4	-5.75223255157	-3.74532032013
Lithuanian_2.6	5	-6.0204372406	-3.74532032013
Lithuanian_2.6	6	-6.02439069748	-3.57869768143
Lithuanian_2.6	7	-5.76746749878	-3.32454514503
Lithuanian_2.6	8	-5.18946123123	-2.86844182014
Lithuanian_2.6	9	-3.98815917969	-1.99050879478
Lithuanian_2.6	10	0.18600858748	1.27498018742
Persian_2.6	0	-2.06638479233	-3.55074095726
Persian_2.6	1	-5.66310548782	-4.93664455414
Persian_2.6	2	-7.47369623184	-5.29777145386
Persian_2.6	3	-8.54328155518	-5.42538738251
Persian_2.6	4	-9.03541374207	-5.33080673218
Persian_2.6	5	-9.05889797211	-5.03371429443
Persian_2.6	6	-8.61452579498	-4.51917648315
Persian_2.6	7	-7.70048666	-3.743070364
Persian_2.6	8	-6.20521783829	-2.56963467598
Persian_2.6	9	-3.76450610161	-0.675302624702
Persian_2.6	10	2.06638479233	3.55074095726
Yoruba_2.6	0	2.82757949829	-0.474164128304
Yoruba_2.6	1	0.145780652761	-1.17325222492
Yoruba_2.6	2	-1.43541872501	-1.51165151596
Yoruba_2.6	3	-2.61989998817	-1.71225941181
Yoruba_2.6	4	-3.5089700222	-1.85815608501
Yoruba_2.6	5	-4.14781236649	-1.85815608501
Yoruba_2.6	6	-4.52548360825	-1.84802436829
Yoruba_2.6	7	-4.67602777481	-1.64944279194
Yoruba_2.6	8	-4.61949682236	-1.43667674065
Yoruba_2.6	9	-4.33887863159	-1.01114487648
Yoruba_2.6	10	-2.82757949829	0.474164128304
French_2.6	0	2.41988921165	-0.603859841824
French_2.6	1	-1.28506684303	-2.39170479774
French_2.6	2	-3.31779384613	-3.04824781418
French_2.6	3	-4.76591205597	-3.42779755592
French_2.6	4	-5.80097675323	-3.62779760361
French_2.6	5	-6.5005903244	-3.69503974915
French_2.6	6	-6.91374492645	-3.69503974915
French_2.6	7	-7.04969167709	-3.51945137978
French_2.6	8	-6.84589958191	-3.20220088959
French_2.6	9	-6.08763456345	-2.52832221985
French_2.6	10	-2.41988921165	0.603859841824
Naija_2.6	0	0.397673845291	-0.703265607357
Naija_2.6	1	-1.22794783115	-1.14828145504
Naija_2.6	2	-1.95478034019	-1.34833288193
Naija_2.6	3	-2.39764308929	-1.39941716194
Naija_2.6	4	-2.65175366402	-1.39941716194
Naija_2.6	5	-2.77900481224	-1.39941716194
Naija_2.6	6	-2.77835226059	-1.21342241764
Naija_2.6	7	-2.62545990944	-1.01354241371
Naija_2.6	8	-2.37388753891	-0.741835951805
Naija_2.6	9	-1.90826237202	-0.34173309803
Naija_2.6	10	-0.397673845291	0.703265607357
Vietnamese_2.6	0	0.936911702156	-0.301977396011
Vietnamese_2.6	1	-0.735745072365	-1.28841805458
Vietnamese_2.6	2	-1.849645257	-1.78615820408
Vietnamese_2.6	3	-2.66781210899	-2.08898305893
Vietnamese_2.6	4	-3.23221945763	-2.28898310661
Vietnamese_2.6	5	-3.57822918892	-2.32966113091
Vietnamese_2.6	6	-3.71810150146	-2.32966113091
Vietnamese_2.6	7	-3.65714740753	-2.1313560009
Vietnamese_2.6	8	-3.38915133476	-1.83983051777
Vietnamese_2.6	9	-2.77768826485	-1.2844632864
Vietnamese_2.6	10	-0.936911702156	0.301977396011
Czech_2.6	0	-0.854574382305	-2.00058698654
Czech_2.6	1	-3.23241782188	-3.19591712952
Czech_2.6	2	-4.49296140671	-3.67849087715
Czech_2.6	3	-5.31663179398	-3.88834095001
Czech_2.6	4	-5.82236433029	-3.95778536797
Czech_2.6	5	-6.06292295456	-3.93947458267
Czech_2.6	6	-6.04510116577	-3.73947286606
Czech_2.6	7	-5.72003793716	-3.39710903168
Czech_2.6	8	-5.01535654068	-2.80559921265
Czech_2.6	9	-3.59615945816	-1.62650930882
Czech_2.6	10	0.854574382305	2.00058698654
Bulgarian_2.6	0	-0.26689094305	-1.09644770622
Bulgarian_2.6	1	-2.19148492813	-2.10041666031
Bulgarian_2.6	2	-3.24053645134	-2.50109148026
Bulgarian_2.6	3	-3.92947435379	-2.70113110542
Bulgarian_2.6	4	-4.37693786621	-2.80392932892
Bulgarian_2.6	5	-4.60973930359	-2.80392932892
Bulgarian_2.6	6	-4.63611078262	-2.65806698799
Bulgarian_2.6	7	-4.43293619156	-2.45346307755
Bulgarian_2.6	8	-3.92873930931	-2.04782700539
Bulgarian_2.6	9	-2.83432745934	-1.29410600662
Bulgarian_2.6	10	0.26689094305	1.09644770622
Faroese_2.6	0	-0.208072155714	-0.709134638309
Faroese_2.6	1	-1.16422665119	-1.42868590355
Faroese_2.6	2	-1.73211860657	-1.74439108372
Faroese_2.6	3	-2.11589455605	-1.94471156597
Faroese_2.6	4	-2.34151244164	-1.94631409645
Faroese_2.6	5	-2.44470715523	-1.9334936142
Faroese_2.6	6	-2.36843299866	-1.73477566242
Faroese_2.6	7	-2.16813278198	-1.53445518017
Faroese_2.6	8	-1.79557335377	-1.13381409645
Faroese_2.6	9	-1.18666017056	-0.600160241127
Faroese_2.6	10	0.208072155714	0.709134638309
English_2.6	0	1.98732793331	-0.315071940422
English_2.6	1	-0.641357183456	-1.40964889526
English_2.6	2	-2.12341928482	-1.86487579346
English_2.6	3	-3.1676774025	-2.09316825867
English_2.6	4	-3.89484214783	-2.25133323669
English_2.6	5	-4.37434864044	-2.25133323669
English_2.6	6	-4.63222312927	-2.24313306808
English_2.6	7	-4.69557094574	-2.04311299324
English_2.6	8	-4.53389835358	-1.80420565605
English_2.6	9	-4.09719324112	-1.36170637608
English_2.6	10	-1.98732793331	0.315071940422
Icelandic_2.6	0	1.67366576195	-0.332777768373
Icelandic_2.6	1	-0.30758035183	-1.21500003338
Icelandic_2.6	2	-1.59245181084	-1.66277778149
Icelandic_2.6	3	-2.55268859863	-1.94277775288
Icelandic_2.6	4	-3.25617241859	-2.14277768135
Icelandic_2.6	5	-3.73801493645	-2.18499994278
Icelandic_2.6	6	-4.00998926163	-2.18499994278
Icelandic_2.6	7	-4.09086847305	-2.0516667366
Icelandic_2.6	8	-3.9532160759	-1.82277774811
Icelandic_2.6	9	-3.53081512451	-1.35722219944
Icelandic_2.6	10	-1.67366576195	0.332777768373
Polish_2.6	0	0.353961646557	-0.658376932144
Polish_2.6	1	-1.49953091145	-1.67259252071
Polish_2.6	2	-2.51825237274	-2.15996527672
Polish_2.6	3	-3.22190332413	-2.46205425262
Polish_2.6	4	-3.70108938217	-2.66209936142
Polish_2.6	5	-3.97177147865	-2.72428846359
Polish_2.6	6	-4.06615924835	-2.70894980431
Polish_2.6	7	-3.94155621529	-2.50890469551
Polish_2.6	8	-3.58311724663	-2.17138910294
Polish_2.6	9	-2.84114289284	-1.52658605576
Polish_2.6	10	-0.353961646557	0.658376932144
Coptic_2.6	0	2.69702887535	0.00822175201029
Coptic_2.6	1	0.126883849502	-0.774019241333
Coptic_2.6	2	-1.35434055328	-1.17430114746
Coptic_2.6	3	-2.42475247383	-1.38289880753
Coptic_2.6	4	-3.19935178757	-1.58256983757
Coptic_2.6	5	-3.74489355087	-1.59290575981
Coptic_2.6	6	-4.09669923782	-1.59290575981
Coptic_2.6	7	-4.25632762909	-1.52478265762
Coptic_2.6	8	-4.22696781158	-1.32464182377
Coptic_2.6	9	-3.98484802246	-1.06577396393
Coptic_2.6	10	-2.69702887535	-0.00822175201029
Hebrew_2.6	0	0.800339758396	-2.15189290047
Hebrew_2.6	1	-2.45631790161	-3.56831693649
Hebrew_2.6	2	-4.42958498001	-4.21898651123
Hebrew_2.6	3	-5.83436203003	-4.61688995361
Hebrew_2.6	4	-6.83062839508	-4.81700658798
Hebrew_2.6	5	-7.45612096786	-4.94164228439
Hebrew_2.6	6	-7.74212646484	-4.89318561554
Hebrew_2.6	7	-7.67073011398	-4.65509605408
Hebrew_2.6	8	-7.15606975555	-4.07594633102
Hebrew_2.6	9	-5.72818756104	-2.58940005302
Hebrew_2.6	10	-0.800339758396	2.15189290047
Cantonese_2.6	0	1.24188029766	0.162046909332
Cantonese_2.6	1	-0.786062300205	-0.878464818001
Cantonese_2.6	2	-1.88893687725	-1.35181236267
Cantonese_2.6	3	-2.62340569496	-1.67164182663
Cantonese_2.6	4	-3.10992217064	-1.87206828594
Cantonese_2.6	5	-3.40008878708	-1.94882726669
Cantonese_2.6	6	-3.53674650192	-1.94882726669
Cantonese_2.6	7	-3.50455284119	-1.80810236931
Cantonese_2.6	8	-3.28901052475	-1.57356071472
Cantonese_2.6	9	-2.73149657249	-1.121535182
Cantonese_2.6	10	-1.24188029766	-0.162046909332
Italian_2.6	0	0.0551887713373	-1.73541259766
Italian_2.6	1	-3.00867438316	-3.16814541817
Italian_2.6	2	-4.68146085739	-3.82110524178
Italian_2.6	3	-5.80465364456	-4.17423152924
Italian_2.6	4	-6.51909542084	-4.34785747528
Italian_2.6	5	-6.92972326279	-4.34785747528
Italian_2.6	6	-7.06362390518	-4.22952318192
Italian_2.6	7	-6.90866804123	-3.964148283
Italian_2.6	8	-6.37810564041	-3.46174120903
Italian_2.6	9	-5.13176107407	-2.3963663578
Italian_2.6	10	-0.0551887713373	1.73541259766
Korean_2.6	0	-0.185170158744	0.810548305511
Korean_2.6	1	-2.38483214378	-1.48102498055
Korean_2.6	2	-3.16935896873	-2.30658888817
Korean_2.6	3	-3.57067894936	-2.73300457001
Korean_2.6	4	-3.77064156532	-2.93298959732
Korean_2.6	5	-3.80499649048	-3.02696847916
Korean_2.6	6	-3.64126634598	-2.99992537498
Korean_2.6	7	-3.31178307533	-2.79994034767
Korean_2.6	8	-2.72207641602	-2.49081134796
Korean_2.6	9	-1.77079665661	-1.97900795937
Korean_2.6	10	0.185170158744	-0.810548305511
Basque_2.6	0	0.577391445637	0.46088552475
Basque_2.6	1	-1.31865727901	-1.06951141357
Basque_2.6	2	-2.18727898598	-1.69717824459
Basque_2.6	3	-2.72900009155	-2.08144068718
Basque_2.6	4	-3.04475188255	-2.28148651123
Basque_2.6	5	-3.22800922394	-2.42142701149
Basque_2.6	6	-3.24688696861	-2.42142701149
Basque_2.6	7	-3.08764696121	-2.33470988274
Basque_2.6	8	-2.74308371544	-2.10874056816
Basque_2.6	9	-2.09903287888	-1.65060794353
Basque_2.6	10	-0.577391445637	-0.46088552475
Afrikaans_2.6	0	0.497120350599	-1.08824503422
Afrikaans_2.6	1	-2.66280436516	-2.57475852966
Afrikaans_2.6	2	-4.33882808685	-3.05894112587
Afrikaans_2.6	3	-5.4236330986	-3.21944713593
Afrikaans_2.6	4	-6.04867935181	-3.18348312378
Afrikaans_2.6	5	-6.27050161362	-2.98368287086
Afrikaans_2.6	6	-6.10981273651	-2.65667676926
Afrikaans_2.6	7	-5.62414455414	-2.25574421883
Afrikaans_2.6	8	-4.83907651901	-1.66766571999
Afrikaans_2.6	9	-3.61235976219	-0.933066904545
Afrikaans_2.6	10	-0.497120350599	1.08824503422
Croatian_2.6	0	-0.13728480041	-1.81033027172
Croatian_2.6	1	-2.81495928764	-3.17739200592
Croatian_2.6	2	-4.29176568985	-3.63858318329
Croatian_2.6	3	-5.23489809036	-3.82670044899
Croatian_2.6	4	-5.79336738586	-3.82670044899
Croatian_2.6	5	-6.06687927246	-3.74230885506
Croatian_2.6	6	-6.1020154953	-3.54233694077
Croatian_2.6	7	-5.90389728546	-3.19602036476
Croatian_2.6	8	-5.38437604904	-2.67315840721
Croatian_2.6	9	-4.21377468109	-1.61205196381
Croatian_2.6	10	0.13728480041	1.81033027172
Sanskrit_2.6	0	-0.679023623466	-0.623649954796
Sanskrit_2.6	1	-2.22021627426	-1.63223481178
Sanskrit_2.6	2	-2.67915582657	-1.95569097996
Sanskrit_2.6	3	-2.88666892052	-2.1179728508
Sanskrit_2.6	4	-2.91297459602	-2.1179728508
Sanskrit_2.6	5	-2.76986980438	-1.98393797874
Sanskrit_2.6	6	-2.54884624481	-1.78399336338
Sanskrit_2.6	7	-2.16018390656	-1.48490726948
Sanskrit_2.6	8	-1.6641368866	-1.08501803875
Sanskrit_2.6	9	-0.916164219379	-0.546662986279
Sanskrit_2.6	10	0.679023623466	0.623649954796
Finnish_2.6	0	1.17685973644	0.303735822439
Finnish_2.6	1	-0.664803445339	-0.874838292599
Finnish_2.6	2	-1.65825271606	-1.39884352684
Finnish_2.6	3	-2.3557870388	-1.75713312626
Finnish_2.6	4	-2.84625077248	-1.9571634531
Finnish_2.6	5	-3.16148948669	-2.12942242622
Finnish_2.6	6	-3.33520698547	-2.12942242622
Finnish_2.6	7	-3.35468316078	-2.09525990486
Finnish_2.6	8	-3.18550038338	-1.89530551434
Finnish_2.6	9	-2.76642990112	-1.54576575756
Finnish_2.6	10	-1.17685973644	-0.303735822439
Old_French_2.6	0	-1.37102532387	-1.77561306953
Old_French_2.6	1	-2.67637205124	-2.33157157898
Old_French_2.6	2	-3.23759675026	-2.5315592289
Old_French_2.6	3	-3.52965784073	-2.53635311127
Old_French_2.6	4	-3.65176296234	-2.49111914635
Old_French_2.6	5	-3.58437418938	-2.29113149643
Old_French_2.6	6	-3.33735895157	-2.01087832451
Old_French_2.6	7	-2.91531324387	-1.61090278625
Old_French_2.6	8	-2.31523871422	-1.07350504398
Old_French_2.6	9	-1.43948590755	-0.365005224943
Old_French_2.6	10	1.37102532387	1.77561306953
Latin_2.6	0	-0.737476527691	-1.03581297398
Latin_2.6	1	-2.90591144562	-2.159085989
Latin_2.6	2	-3.60985684395	-2.52454829216
Latin_2.6	3	-3.97821593285	-2.72454833984
Latin_2.6	4	-4.15665626526	-2.75239109993
Latin_2.6	5	-4.16665554047	-2.71700310707
Latin_2.6	6	-3.98277521133	-2.51700329781
Latin_2.6	7	-3.65346622467	-2.23347496986
Latin_2.6	8	-3.08627462387	-1.81073331833
Latin_2.6	9	-2.12694501877	-1.14994680882
Latin_2.6	10	0.737476527691	1.03581297398
Kazakh_2.6	0	-1.27222764492	-0.38608199358
Kazakh_2.6	1	-2.40748119354	-1.57769298553
Kazakh_2.6	2	-2.80095887184	-1.97998094559
Kazakh_2.6	3	-2.95366001129	-2.18017148972
Kazakh_2.6	4	-2.92163348198	-2.19161105156
Kazakh_2.6	5	-2.74033641815	-2.11534786224
Kazakh_2.6	6	-2.42940449715	-1.91515731812
Kazakh_2.6	7	-1.96634280682	-1.68636798859
Kazakh_2.6	8	-1.32941913605	-1.28598666191
Kazakh_2.6	9	-0.472116678953	-0.74261200428
Kazakh_2.6	10	1.27222764492	0.38608199358
Uyghur_2.6	0	-1.88215398788	-0.522399783134
Uyghur_2.6	1	-3.05316615105	-1.85957562923
Uyghur_2.6	2	-3.34546113014	-2.21692419052
Uyghur_2.6	3	-3.42006611824	-2.34686923027
Uyghur_2.6	4	-3.29631567001	-2.34686923027
Uyghur_2.6	5	-3.01795840263	-2.16976690292
Uyghur_2.6	6	-2.56943106651	-1.96960961819
Uyghur_2.6	7	-1.95335495472	-1.5855383873
Uyghur_2.6	8	-1.13881742954	-1.16164529324
Uyghur_2.6	9	-0.0373298488557	-0.55907779932
Uyghur_2.6	10	1.88215398788	0.522399783134
Irish_2.6	0	2.2023973465	-0.543550670147
Irish_2.6	1	-0.980150222778	-1.92336976528
Irish_2.6	2	-2.66593956947	-2.56734895706
Irish_2.6	3	-3.85906124115	-2.98286533356
Irish_2.6	4	-4.72237300873	-3.22989058495
Irish_2.6	5	-5.31974554062	-3.4302713871
Irish_2.6	6	-5.70547437668	-3.48167538643
Irish_2.6	7	-5.88865423203	-3.48167538643
Irish_2.6	8	-5.83225822449	-3.30747270584
Irish_2.6	9	-5.37918519974	-2.77772498131
Irish_2.6	10	-2.2023973465	0.543550670147
Classical_Chinese_2.6	0	0.911383569241	0.765189528465
Classical_Chinese_2.6	1	-0.385737717152	-0.318541288376
Classical_Chinese_2.6	2	-1.01481223106	-0.843522489071
Classical_Chinese_2.6	3	-1.468947649	-1.21033143997
Classical_Chinese_2.6	4	-1.7422825098	-1.4103063345
Classical_Chinese_2.6	5	-1.92601835728	-1.57676374912
Classical_Chinese_2.6	6	-1.95904242992	-1.57676374912
Classical_Chinese_2.6	7	-1.95904242992	-1.57676374912
Classical_Chinese_2.6	8	-1.83487820625	-1.50960326195
Classical_Chinese_2.6	9	-1.59254896641	-1.30962836742
Classical_Chinese_2.6	10	-0.911383569241	-0.765189528465
Gothic_2.6	0	0.409858345985	-0.301322996616
Gothic_2.6	1	-1.80200946331	-1.73791062832
Gothic_2.6	2	-2.72281146049	-2.25433397293
Gothic_2.6	3	-3.27407956123	-2.55269169807
Gothic_2.6	4	-3.59612822533	-2.74429750443
Gothic_2.6	5	-3.75546431541	-2.74429750443
Gothic_2.6	6	-3.75724315643	-2.67176103592
Gothic_2.6	7	-3.57423114777	-2.47194337845
Gothic_2.6	8	-3.23325300217	-2.15351271629
Gothic_2.6	9	-2.60854363441	-1.65396893024
Gothic_2.6	10	-0.409858345985	0.301322996616
Old_Russian_2.6	0	-0.049773003906	-0.645824611187
Old_Russian_2.6	1	-2.00199794769	-1.7855052948
Old_Russian_2.6	2	-2.75079846382	-2.21666812897
Old_Russian_2.6	3	-3.19136404991	-2.41661787033
Old_Russian_2.6	4	-3.42847084999	-2.51742863655
Old_Russian_2.6	5	-3.51114988327	-2.51742863655
Old_Russian_2.6	6	-3.45606970787	-2.40173864365
