AverageLoss	Counter	DH_Mean_NoPunct	DH_Sigma_NoPunct	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	FileName	Language	Language_	ModelName
10.0	1990000	8.257048	0.34224963	nsubj	1.5998696	0.042301938	9095956	Japanese_2.61	Japanese1	inferRealGrammars.py
10.0	1990000	3.9131799	0.06282195	nummod	-1.2241429	0.018251685	9095956	Japanese_2.61	Japanese1	inferRealGrammars.py
10.0	1990000	7.8214393	0.3452351	obj	-0.15693495	-0.045582436	9095956	Japanese_2.61	Japanese1	inferRealGrammars.py
10.0	1990000	7.9784966	0.3252018	obl	1.1974703	-0.02676973	9095956	Japanese_2.61	Japanese1	inferRealGrammars.py
10.0	1990000	0.0044840453	0.9902758	punct	-0.003500204	1.0014987	9095956	Japanese_2.61	Japanese1	inferRealGrammars.py
10.0	1990000	0.92378753	1.0207771	reparandum	-0.2802428	0.99039036	9095956	Japanese_2.61	Japanese1	inferRealGrammars.py
10.0	1990000	6.852092	0.18061252	acl	1.7114993	-0.049768295	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	7.424066	0.28561676	advcl	2.023818	0.003938791	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	5.676181	0.22963929	advmod	0.9674392	-0.007731422	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	5.5166545	0.056110103	amod	0.27325445	0.0076443884	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	-2.3719053	0.6642072	appos	-2.5734036	0.60517067	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	-4.8473864	0.03056608	aux	-1.2978948	-0.0057773455	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	-5.781219	0.089270584	case	-0.57219386	-0.010473996	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	-0.71349686	0.018184323	cc	1.960917	0.015106435	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	4.0675936	0.48707238	ccomp	-0.3769466	0.45094028	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	2.5238621	-0.00025119708	compound	-1.0800006	-0.03564258	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	-6.4463754	0.40415648	cop	-1.4641447	-0.041125987	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	3.4232283	0.5576166	csubj	2.4169452	0.24053437	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	0.17811191	-0.010573067	dep	-0.3991836	-0.013241076	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	5.999618	0.37693697	det	1.097367	-0.103806295	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	0.063379094	0.119320095	discourse	1.2702652	0.2528053	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	4.5189376	0.43334407	dislocated	3.1433876	0.07706384	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	-5.7467365	0.41568622	fixed	0.02046588	1.0234066	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	7.024867	0.3541571	iobj	0.12638615	-0.085783854	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	-6.1559706	0.18895227	mark	-1.6154974	0.020960962	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	7.682102	0.12544845	nmod	1.4017929	-0.0091661345	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	8.226446	0.24773937	nsubj	1.6243558	-0.07333573	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	3.8589272	-0.019819994	nummod	-1.1797996	-0.017289966	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	7.859211	0.308723	obj	-0.064459234	0.03577693	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	7.9957824	0.320782	obl	1.2934538	-0.05163433	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	0.03455236	0.998693	punct	0.020010572	0.99776345	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	1.2981458	0.92955375	reparandum	-0.4965936	0.8929046	9708003	Japanese_2.60	Japanese0	inferRealGrammars.py
10.0	1990000	-3.4174316	0.10339714	acl	0.48812932	0.130736	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-1.1176901	-0.021482173	advcl	3.147475	0.042280726	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	1.0705019	-0.046264187	advmod	-0.30077627	-0.041649476	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	3.33271	0.06850682	amod	-5.195079	0.064896464	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-4.1740384	0.30844143	appos	0.78725517	0.06302398	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	5.445785	0.17511597	aux	-0.19128369	0.004511106	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	3.0088239	-0.001321146	case	0.6737758	-0.060314327	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	5.7288346	0.16660818	cc	5.0560927	0.12815374	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-2.8731427	0.12422211	ccomp	2.0543404	0.096639045	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	1.9608111	0.08610297	compound	-6.5067863	0.04407915	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-7.259625	0.33355486	conj	2.8112364	-0.03285842	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	2.9742792	0.08401014	cop	-0.16184068	0.04116174	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-0.32052743	0.08261288	csubj	2.1324477	0.055570435	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-1.4678158	0.1458053	dep	2.8315876	0.0826313	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	6.252456	0.15086813	det	-2.2581217	-0.048204914	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	1.2130866	0.071737215	discourse	2.8608258	0.05205566	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	0.7651862	0.164797	dislocated	3.2426775	0.33819327	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	2.440562	0.10322319	expl	0.40918863	0.17187232	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-5.226888	0.3964893	fixed	-2.1416643	0.85607654	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-5.9251757	0.4157404	flat	-5.4288077	0.22556718	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-3.499083	0.42298275	goeswith	-2.723757	0.67143404	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-4.06413	0.38716376	iobj	-4.6429367	0.356387	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-4.1756473	0.44419372	list	1.7023807	0.3797245	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	6.951265	0.31330836	mark	3.427045	0.041830897	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-0.6135024	0.020509165	nmod	-1.7978834	0.067048796	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	3.1587133	-0.068788126	nsubj	1.2662643	0.0418147	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	0.8056677	-0.07520396	nummod	-3.7599683	0.11109801	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-3.0856726	-0.07121349	obj	-1.1549103	-0.10050193	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-1.744274	-0.002944607	obl	1.5900425	-0.03636575	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-2.507149	0.511625	orphan	0.74765944	0.7554632	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-2.8710263	0.0938279	parataxis	3.5364332	0.13784608	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	0.016855357	0.9701082	punct	-0.009898253	0.9722815	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	1.3099569	0.5804121	reparandum	-0.6787887	0.56531656	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	0.43598711	0.114290394	vocative	3.3895333	0.2228619	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-4.5957513	0.2184436	xcomp	0.94849044	0.12729047	7456546	English_2.61	English1	inferRealGrammars.py
10.0	1990000	-3.528395	0.08327687	acl	0.72477823	0.18679444	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-0.9434693	0.043319017	advcl	3.1786628	0.027525267	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	1.0812445	0.03137146	advmod	-0.31456077	0.039893754	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	3.3610437	0.049815163	amod	-5.2433324	-0.043479197	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-4.1906652	0.22749598	appos	0.6492675	0.2277631	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	5.082912	0.15312631	aux	-0.19800581	-0.009053407	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	2.9828382	-0.027093355	case	0.70432234	-0.040550753	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	5.391872	0.122909054	cc	4.777542	0.09092387	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-2.6828508	0.05888298	ccomp	2.08228	0.08330989	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	1.874016	-0.03163095	compound	-6.5016766	0.04069325	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-7.252084	0.34802824	conj	2.8208485	-0.040960748	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	3.114	0.13252944	cop	-0.16175738	-0.0197948	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-0.22942866	0.08774932	csubj	2.481452	0.2444881	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-1.8104573	0.11817162	dep	3.1194592	0.1427281	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	6.403148	0.11418145	det	-2.2656834	0.054571874	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	1.1585586	0.115221515	discourse	2.9102726	0.08112006	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	0.403798	0.17108929	dislocated	2.5202427	0.3278029	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	2.7506902	0.08970189	expl	0.44164434	0.07221935	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-5.167261	0.42562047	fixed	-1.0406107	0.91695935	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-5.9657664	0.38010535	flat	-5.6306157	0.5269203	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-3.6100657	0.48629296	goeswith	-2.5483115	0.69959104	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-4.302059	0.40674558	iobj	-5.1978207	0.37224883	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-4.5522413	0.36703104	list	1.0901113	0.45271444	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	7.1926117	0.34687164	mark	3.1640713	-0.009490416	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-0.59246993	-0.02192827	nmod	-1.8181391	-0.08234936	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	3.163881	0.053846173	nsubj	1.2502819	0.032534305	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	0.9898991	0.05400566	nummod	-3.7444537	0.15629658	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-3.284274	-0.053949144	obj	-1.3945651	0.049725987	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-1.8437474	0.037077226	obl	1.5486232	0.042693324	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-1.0735655	0.5840665	orphan	0.8698777	0.83645135	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-2.8792098	0.17625304	parataxis	3.7245338	0.06576589	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-0.004324245	1.0371219	punct	0.0016051814	1.0210567	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	1.5968605	0.6068305	reparandum	1.1298506	0.5422486	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	0.090638846	0.18211162	vocative	2.6616635	0.24899302	2813911	English_2.60	English0	inferRealGrammars.py
10.0	1990000	-4.7508235	0.31196725	xcomp	0.9239482	0.07474655	2813911	English_2.60	English0	inferRealGrammars.py
