CoarseDependency	DH_Weight	DependentPOS	DistanceWeight	FileName	HeadPOS	Language	Language_
nsubj	-3.18888	NOUN	0.6175	4525562	VERB	English_2.6	English
obj	4.4051	NOUN	1.17333	4525562	VERB	English_2.6	English
nsubj	3.73886	NOUN	1.0518	5029398	VERB	English_2.6	English
obj	-4.54376	NOUN	0.64748	5029398	VERB	English_2.6	English
nsubj	-1.48065	NOUN	0.84722	5396388	VERB	English_2.6	English
obj	4.92776	NOUN	0.38984	5396388	VERB	English_2.6	English
nsubj	-4.14025	NOUN	0.31188	6710393	VERB	English_2.6	English
obj	4.64719	NOUN	0.84375	6710393	VERB	English_2.6	English
nsubj	3.12619	NOUN	-0.29154	7354817	VERB	English_2.6	English
obj	4.70617	NOUN	2.09206	7354817	VERB	English_2.6	English
nsubj	4.08318	NOUN	-0.28026	7971223	VERB	English_2.6	English
obj	-4.92497	NOUN	0.72095	7971223	VERB	English_2.6	English
nsubj	0.23664	NOUN	0.14833	7971869	VERB	English_2.6	English
obj	0.80103	NOUN	0.53484	7971869	VERB	English_2.6	English
nsubj	-3.09735	NOUN	0.23465	8621962	VERB	English_2.6	English
obj	5.51759	NOUN	1.0136	8621962	VERB	English_2.6	English
nsubj	3.49328	NOUN	1.07523	8676993	VERB	English_2.6	English
obj	-4.8736	NOUN	0.83518	8676993	VERB	English_2.6	English
nsubj	3.71871	NOUN	0.56279	9160452	VERB	English_2.6	English
obj	-5.08116	NOUN	1.33972	9160452	VERB	English_2.6	English
nsubj	-3.23411	NOUN	1.43684	1136191	VERB	Japanese_2.6	Japanese
obj	-4.00589	NOUN	2.82783	1136191	VERB	Japanese_2.6	Japanese
nsubj	3.18162	NOUN	2.8316	1755555	VERB	Japanese_2.6	Japanese
obj	3.53421	NOUN	0.89074	1755555	VERB	Japanese_2.6	Japanese
nsubj	2.3171	NOUN	1.03126	1830943	VERB	Japanese_2.6	Japanese
obj	1.89986	NOUN	1.65465	1830943	VERB	Japanese_2.6	Japanese
nsubj	-3.32208	NOUN	2.14286	3480451	VERB	Japanese_2.6	Japanese
obj	3.14908	NOUN	2.10908	3480451	VERB	Japanese_2.6	Japanese
nsubj	0.04723	NOUN	1.10933	5655403	VERB	Japanese_2.6	Japanese
obj	3.71951	NOUN	2.96828	5655403	VERB	Japanese_2.6	Japanese
nsubj	3.8383	NOUN	1.49966	6361185	VERB	Japanese_2.6	Japanese
obj	4.6524	NOUN	1.33075	6361185	VERB	Japanese_2.6	Japanese
nsubj	4.10962	NOUN	2.77637	740134	VERB	Japanese_2.6	Japanese
obj	4.65702	NOUN	0.79286	740134	VERB	Japanese_2.6	Japanese
nsubj	-3.97894	NOUN	0.90735	823868	VERB	Japanese_2.6	Japanese
obj	-4.74555	NOUN	1.82957	823868	VERB	Japanese_2.6	Japanese
nsubj	-3.57113	NOUN	3.29448	8418268	VERB	Japanese_2.6	Japanese
obj	-4.69112	NOUN	1.43156	8418268	VERB	Japanese_2.6	Japanese
nsubj	4.50557	NOUN	0.69976	1464892	VERB	Japanese_2.6	Japanese
obj	4.35394	NOUN	1.96608	1464892	VERB	Japanese_2.6	Japanese
nsubj	3.3035	NOUN	1.97604	3544830	VERB	Japanese_2.6	Japanese
obj	3.95575	NOUN	2.10012	3544830	VERB	Japanese_2.6	Japanese
nsubj	3.60993	NOUN	1.64735	5016264	VERB	Japanese_2.6	Japanese
obj	4.98358	NOUN	1.34384	5016264	VERB	Japanese_2.6	Japanese
nsubj	0.41393	NOUN	2.53593	5663327	VERB	Japanese_2.6	Japanese
obj	0.2227	NOUN	0.64842	5663327	VERB	Japanese_2.6	Japanese
nsubj	3.67358	NOUN	2.37351	5806676	VERB	Japanese_2.6	Japanese
obj	-3.25731	NOUN	1.51737	5806676	VERB	Japanese_2.6	Japanese
nsubj	-4.31877	NOUN	0.48247	6173505	VERB	Japanese_2.6	Japanese
obj	-4.64126	NOUN	2.01253	6173505	VERB	Japanese_2.6	Japanese
nsubj	1.10208	NOUN	2.13314	7501973	VERB	Japanese_2.6	Japanese
obj	3.42604	NOUN	1.81401	7501973	VERB	Japanese_2.6	Japanese
nsubj	4.53574	NOUN	1.3821	8527665	VERB	Japanese_2.6	Japanese
obj	4.14204	NOUN	3.52762	8527665	VERB	Japanese_2.6	Japanese
