CoarseDependency	DH_Weight	DependentPOS	DistanceWeight	FileName	HeadPOS	Language	Language_
nsubj	-4.43207	any	-0.64223	2895274	any	Slovenian_2.8	Slovenian
obj	10.02846	any	-0.57642	7514163	any	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	-5.14141	any	-1.20811	7514163	any	Mbya_Guarani_2.8	Mbya_Guarani
obj	-10.00385	any	0.02602	1114421	any	Faroese_2.8	Faroese
nsubj	0.17503	any	-1.00702	1114421	any	Faroese_2.8	Faroese
obj	10.026	any	0.64218	528031	any	Indonesian_2.8	Indonesian
nsubj	-4.13527	any	-0.57676	528031	any	Indonesian_2.8	Indonesian
obj	-10.02663	any	0.48294	6150969	any	Latin_2.8	Latin
nsubj	-5.58716	any	-1.24748	6150969	any	Latin_2.8	Latin
obj	10.00307	any	0.67824	7168825	any	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-2.27402	any	0.26177	7168825	any	Upper_Sorbian_2.8	Upper_Sorbian
obj	-10.04593	any	-0.47524	1851507	any	Polish_2.8	Polish
nsubj	5.49678	any	1.81201	1851507	any	Polish_2.8	Polish
obj	-9.97099	any	0.40552	951964	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
nsubj	5.47332	any	0.58065	951964	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
obj	10.01214	any	-1.282	7898048	any	Russian_2.8	Russian
nsubj	-5.62726	any	1.44989	7898048	any	Russian_2.8	Russian
obj	-10.00667	any	-1.86362	4075411	any	Russian_2.8	Russian
nsubj	5.75597	any	1.17126	4075411	any	Russian_2.8	Russian
obj	9.95974	any	0.80552	2044968	any	Estonian_2.8	Estonian
nsubj	-5.86153	any	-0.1625	2044968	any	Estonian_2.8	Estonian
obj	-10.04805	any	-0.25249	8889243	any	Uyghur_2.8	Uyghur
nsubj	6.41387	any	1.15729	8889243	any	Uyghur_2.8	Uyghur
obj	9.99785	any	-0.38405	6081210	any	Manx_2.8	Manx
nsubj	-4.23719	any	-1.70964	6081210	any	Manx_2.8	Manx
obj	-10.00745	any	0.89352	5968976	any	Danish_2.8	Danish
nsubj	2.24605	any	-1.50598	5968976	any	Danish_2.8	Danish
obj	9.9972	any	0.14253	2950245	any	Belarusian_2.8	Belarusian
nsubj	0.22399	any	-0.97329	2950245	any	Belarusian_2.8	Belarusian
obj	-10.00176	any	-0.68375	7667647	any	Afrikaans_2.8	Afrikaans
nsubj	5.63753	any	2.16899	7667647	any	Afrikaans_2.8	Afrikaans
obj	9.90987	any	0.96855	4442949	any	Old_French_2.8	Old_French
nsubj	6.14959	any	-1.25302	4442949	any	Old_French_2.8	Old_French
obj	10.00267	any	-1.61406	9117015	any	Hungarian_2.8	Hungarian
nsubj	-6.11941	any	1.28363	9117015	any	Hungarian_2.8	Hungarian
obj	-10.00837	any	2.12483	6523679	any	Cantonese_2.8	Cantonese
nsubj	-4.50037	any	-2.47099	6523679	any	Cantonese_2.8	Cantonese
obj	-10.04365	any	-0.70833	6750626	any	Buryat_2.8	Buryat
nsubj	4.24548	any	1.46976	6750626	any	Buryat_2.8	Buryat
obj	-10.01017	any	-1.33158	9261700	any	Hungarian_2.8	Hungarian
nsubj	5.72673	any	1.28283	9261700	any	Hungarian_2.8	Hungarian
obj	-9.98613	any	3.16657	5882741	any	Kurmanji_2.8	Kurmanji
nsubj	-5.84758	any	0.12892	5882741	any	Kurmanji_2.8	Kurmanji
obj	-9.99424	any	0.44477	6722719	any	North_Sami_2.8	North_Sami
nsubj	3.48256	any	-1.12705	6722719	any	North_Sami_2.8	North_Sami
obj	-9.99656	any	2.24579	1939614	any	Coptic_2.8	Coptic
nsubj	-5.98556	any	-2.38606	1939614	any	Coptic_2.8	Coptic
obj	-10.03501	any	-1.25155	8798338	any	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	5.52249	any	-0.66404	8798338	any	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	-9.95291	any	0.90469	2122741	any	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	-5.98412	any	-2.48787	2122741	any	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	-10.00167	any	-0.46937	5467205	any	Gothic_2.8	Gothic
nsubj	-0.03609	any	0.11521	5467205	any	Gothic_2.8	Gothic
obj	9.98001	any	0.01072	8230730	any	Portuguese_2.8	Portuguese
nsubj	-6.29651	any	1.26717	8230730	any	Portuguese_2.8	Portuguese
obj	10.00439	any	-0.2989	4025563	any	Irish_2.8	Irish
nsubj	1.4038	any	-1.13788	4025563	any	Irish_2.8	Irish
obj	-10.01315	any	-1.75779	3744541	any	Thai_2.8	Thai
nsubj	6.08727	any	0.5188	3744541	any	Thai_2.8	Thai
obj	10.00148	any	-0.42182	7696800	any	Kiche_2.8	Kiche
nsubj	3.54693	any	1.08083	7696800	any	Kiche_2.8	Kiche
obj	-10.00681	any	-2.15593	6310233	any	Russian_2.8	Russian
nsubj	5.95874	any	1.30763	6310233	any	Russian_2.8	Russian
obj	10.00084	any	0.19841	2730754	any	Belarusian_2.8	Belarusian
nsubj	-0.56231	any	-0.86486	2730754	any	Belarusian_2.8	Belarusian
obj	-10.0261	any	0.06132	6614676	any	Finnish_2.8	Finnish
nsubj	6.21018	any	-0.14754	6614676	any	Finnish_2.8	Finnish
obj	10.03389	any	-0.45984	4533262	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
nsubj	5.28731	any	-0.35584	4533262	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
obj	-10.05986	any	1.02789	8193431	any	Vietnamese_2.8	Vietnamese
nsubj	6.17758	any	0.09627	8193431	any	Vietnamese_2.8	Vietnamese
obj	10.07536	any	-0.63485	9445593	any	Portuguese_2.8	Portuguese
nsubj	-6.35079	any	1.77163	9445593	any	Portuguese_2.8	Portuguese
obj	10.02269	any	0.05622	3404817	any	Old_French_2.8	Old_French
nsubj	-5.94304	any	0.64529	3404817	any	Old_French_2.8	Old_French
obj	-9.99711	any	0.13843	9953943	any	Armenian_2.8	Armenian
nsubj	-0.23878	any	-0.60583	9953943	any	Armenian_2.8	Armenian
obj	10.00216	any	0.92637	9890588	any	Persian_2.8	Persian
nsubj	-0.18125	any	-0.45914	9890588	any	Persian_2.8	Persian
obj	10.01307	any	0.64289	9164109	any	Ancient_Greek_2.8	Ancient_Greek
nsubj	-4.87154	any	0.16098	9164109	any	Ancient_Greek_2.8	Ancient_Greek
obj	9.99969	any	0.15885	7539276	any	Vietnamese_2.8	Vietnamese
nsubj	-2.69027	any	-0.79269	7539276	any	Vietnamese_2.8	Vietnamese
obj	9.98219	any	0.97697	7197222	any	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	5.84667	any	-1.40171	7197222	any	Mbya_Guarani_2.8	Mbya_Guarani
obj	-9.91377	any	0.02698	2669278	any	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	4.84695	any	1.13547	2669278	any	Old_East_Slavic_2.8	Old_East_Slavic
obj	-10.04458	any	2.19354	4109506	any	Arabic_2.8	Arabic
nsubj	4.88455	any	0.93972	4109506	any	Arabic_2.8	Arabic
obj	10.00071	any	-0.03997	3032181	any	Romanian_2.8	Romanian
nsubj	-1.164	any	-0.33441	3032181	any	Romanian_2.8	Romanian
obj	10.0057	any	0.32121	1562404	any	Hebrew_2.8	Hebrew
nsubj	-2.07683	any	-0.55305	1562404	any	Hebrew_2.8	Hebrew
obj	-9.98112	any	-0.52187	9851003	any	Erzya_2.8	Erzya
nsubj	5.22054	any	-3.57747	9851003	any	Erzya_2.8	Erzya
obj	-10.00089	any	0.42328	9374902	any	Norwegian_2.8	Norwegian
nsubj	2.02607	any	-0.92301	9374902	any	Norwegian_2.8	Norwegian
obj	10.00504	any	0.09167	502974	any	Kazakh_2.8	Kazakh
nsubj	0.16669	any	-0.19802	502974	any	Kazakh_2.8	Kazakh
obj	-10.03662	any	-0.99005	4669193	any	German_2.8	German
nsubj	6.56119	any	0.52815	4669193	any	German_2.8	German
obj	10.03199	any	0.5972	5172058	any	French_2.8	French
nsubj	-6.0833	any	1.59514	5172058	any	French_2.8	French
obj	9.99263	any	-0.96976	991508	any	Bambara_2.8	Bambara
nsubj	1.79019	any	-2.4041	991508	any	Bambara_2.8	Bambara
obj	-10.00274	any	0.37229	1497363	any	Sanskrit_2.8	Sanskrit
nsubj	-2.09827	any	0.34533	1497363	any	Sanskrit_2.8	Sanskrit
obj	-10.02938	any	-0.71262	6672614	any	Kurmanji_2.8	Kurmanji
nsubj	6.35036	any	1.39311	6672614	any	Kurmanji_2.8	Kurmanji
obj	9.96078	any	-2.89658	4751092	any	Welsh_2.8	Welsh
nsubj	-5.53115	any	0.97146	4751092	any	Welsh_2.8	Welsh
obj	-10.00568	any	-0.26491	4807800	any	Polish_2.8	Polish
nsubj	-1.33529	any	-0.37035	4807800	any	Polish_2.8	Polish
obj	10.0072	any	0.11717	5040309	any	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	1.76179	any	-0.10396	5040309	any	Old_East_Slavic_2.8	Old_East_Slavic
obj	-9.95415	any	1.82912	2769938	any	Galician_2.8	Galician
nsubj	4.20104	any	2.15762	2769938	any	Galician_2.8	Galician
obj	-9.99371	any	0.13297	5150792	any	Slovak_2.8	Slovak
nsubj	1.73232	any	-0.36164	5150792	any	Slovak_2.8	Slovak
obj	10.00212	any	-0.24261	963190	any	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	0.09332	any	-1.06836	963190	any	Mbya_Guarani_2.8	Mbya_Guarani
obj	-9.96306	any	1.54031	7848364	any	Romanian_2.8	Romanian
nsubj	-5.25293	any	-1.30065	7848364	any	Romanian_2.8	Romanian
obj	-9.99143	any	1.36762	3750362	any	Finnish_2.8	Finnish
nsubj	6.16018	any	-0.27023	3750362	any	Finnish_2.8	Finnish
obj	-10.03172	any	-2.0751	8199442	any	Classical_Chinese_2.8	Classical_Chinese
nsubj	5.52025	any	2.38446	8199442	any	Classical_Chinese_2.8	Classical_Chinese
obj	-10.05568	any	-0.36452	1479201	any	English_2.8	English
nsubj	5.09439	any	0.65119	1479201	any	English_2.8	English
obj	-10.08315	any	-0.43473	5758299	any	Irish_2.8	Irish
nsubj	-4.64417	any	-3.01524	5758299	any	Irish_2.8	Irish
obj	10.02905	any	0.76307	3705512	any	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-6.1381	any	1.3666	3705512	any	Upper_Sorbian_2.8	Upper_Sorbian
obj	-9.99997	any	0.01664	1556911	any	Swedish_2.8	Swedish
nsubj	2.6576	any	-1.12938	1556911	any	Swedish_2.8	Swedish
obj	-10.02634	any	-3.19783	7330857	any	Bambara_2.8	Bambara
nsubj	5.66737	any	-1.70214	7330857	any	Bambara_2.8	Bambara
obj	-10.01423	any	2.37952	9127354	any	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	-5.47609	any	-1.82758	9127354	any	Mbya_Guarani_2.8	Mbya_Guarani
obj	-10.06729	any	-0.29174	3622263	any	Irish_2.8	Irish
nsubj	5.16605	any	-3.21792	3622263	any	Irish_2.8	Irish
obj	-10.00441	any	0.19181	3957680	any	Latvian_2.8	Latvian
nsubj	0.13895	any	-1.05076	3957680	any	Latvian_2.8	Latvian
obj	9.98897	any	-0.05975	9181200	any	Turkish_2.8	Turkish
nsubj	0.24484	any	-0.43764	9181200	any	Turkish_2.8	Turkish
obj	10.05081	any	-0.4258	2485875	any	Dutch_2.8	Dutch
nsubj	-5.95651	any	0.76338	2485875	any	Dutch_2.8	Dutch
obj	9.9504	any	-2.23444	8733109	any	Classical_Chinese_2.8	Classical_Chinese
nsubj	-5.67883	any	2.58439	8733109	any	Classical_Chinese_2.8	Classical_Chinese
obj	9.9207	any	0.72152	921689	any	Cantonese_2.8	Cantonese
nsubj	-5.45704	any	-1.60326	921689	any	Cantonese_2.8	Cantonese
obj	-10.02449	any	0.85687	7613101	any	Japanese_2.8	Japanese
nsubj	-4.54184	any	2.99334	7613101	any	Japanese_2.8	Japanese
obj	10.03212	any	0.78105	9119087	any	Icelandic_2.8	Icelandic
nsubj	5.88249	any	-3.1127	9119087	any	Icelandic_2.8	Icelandic
obj	-9.99336	any	-1.52584	6892116	any	Bulgarian_2.8	Bulgarian
nsubj	6.02712	any	1.55883	6892116	any	Bulgarian_2.8	Bulgarian
obj	-10.00358	any	0.22865	8642730	any	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	-1.32619	any	-0.14925	8642730	any	Old_East_Slavic_2.8	Old_East_Slavic
obj	9.97754	any	-1.56284	1525416	any	Ukrainian_2.8	Ukrainian
nsubj	-4.99779	any	-0.18393	1525416	any	Ukrainian_2.8	Ukrainian
obj	10.03177	any	0.02656	1671374	any	Catalan_2.8	Catalan
nsubj	-5.56985	any	2.068	1671374	any	Catalan_2.8	Catalan
obj	-9.99054	any	-0.76145	5438977	any	Kiche_2.8	Kiche
nsubj	6.88944	any	0.6527	5438977	any	Kiche_2.8	Kiche
obj	-9.9632	any	-3.72736	3328720	any	Bambara_2.8	Bambara
nsubj	6.46562	any	-1.22536	3328720	any	Bambara_2.8	Bambara
obj	-9.95705	any	1.51742	661953	any	Faroese_2.8	Faroese
nsubj	-6.08987	any	-0.82266	661953	any	Faroese_2.8	Faroese
obj	10.03443	any	-1.69419	4202838	any	Kiche_2.8	Kiche
nsubj	6.32353	any	0.98499	4202838	any	Kiche_2.8	Kiche
obj	9.99795	any	0.87022	735362	any	Ukrainian_2.8	Ukrainian
nsubj	5.87412	any	-1.88177	735362	any	Ukrainian_2.8	Ukrainian
obj	-10.01365	any	-0.06756	1752339	any	Italian_2.8	Italian
nsubj	5.79125	any	1.81368	1752339	any	Italian_2.8	Italian
obj	10.00054	any	0.02452	5537894	any	Kurmanji_2.8	Kurmanji
nsubj	1.38037	any	-0.83577	5537894	any	Kurmanji_2.8	Kurmanji
obj	10.01561	any	0.32581	5857135	any	Armenian_2.8	Armenian
nsubj	-5.75454	any	-0.07227	5857135	any	Armenian_2.8	Armenian
obj	9.98977	any	-0.45255	6261054	any	Portuguese_2.8	Portuguese
nsubj	-6.14521	any	1.87095	6261054	any	Portuguese_2.8	Portuguese
obj	-10.09755	any	0.97823	8510753	any	Arabic_2.8	Arabic
nsubj	5.56473	any	1.19746	8510753	any	Arabic_2.8	Arabic
obj	-9.99915	any	0.48358	8104679	any	English_2.8	English
nsubj	1.74913	any	-1.20738	8104679	any	English_2.8	English
obj	-10.03878	any	2.29194	21721	any	Japanese_2.8	Japanese
nsubj	5.58514	any	2.11958	21721	any	Japanese_2.8	Japanese
obj	9.99234	any	0.83381	2733247	any	Kazakh_2.8	Kazakh
nsubj	-5.74178	any	0.13397	2733247	any	Kazakh_2.8	Kazakh
obj	-10.07152	any	0.86227	8982547	any	Italian_2.8	Italian
nsubj	-4.66427	any	-1.504	8982547	any	Italian_2.8	Italian
obj	-10.00511	any	-1.82872	7545059	any	Finnish_2.8	Finnish
nsubj	5.83257	any	-0.25353	7545059	any	Finnish_2.8	Finnish
obj	-10.02096	any	-2.39534	3726539	any	Kurmanji_2.8	Kurmanji
nsubj	6.36135	any	1.1007	3726539	any	Kurmanji_2.8	Kurmanji
obj	-9.99413	any	0.99303	2939096	any	Amharic_2.8	Amharic
nsubj	3.71145	any	-1.35117	2939096	any	Amharic_2.8	Amharic
obj	-9.96487	any	-1.49542	4359850	any	Hungarian_2.8	Hungarian
nsubj	5.89185	any	1.70147	4359850	any	Hungarian_2.8	Hungarian
obj	10.03528	any	0.50149	4111599	any	Erzya_2.8	Erzya
nsubj	6.24588	any	-1.84971	4111599	any	Erzya_2.8	Erzya
obj	-10.03776	any	-1.29585	4735354	any	Coptic_2.8	Coptic
nsubj	4.71819	any	-2.14428	4735354	any	Coptic_2.8	Coptic
obj	-9.98526	any	-2.09831	6671062	any	Welsh_2.8	Welsh
nsubj	4.6092	any	0.53523	6671062	any	Welsh_2.8	Welsh
obj	-9.97203	any	-1.28723	9544230	any	Ukrainian_2.8	Ukrainian
nsubj	5.56656	any	0.39834	9544230	any	Ukrainian_2.8	Ukrainian
obj	10.04154	any	1.17446	6291410	any	French_2.8	French
nsubj	4.4222	any	-1.76069	6291410	any	French_2.8	French
obj	-10.0759	any	-0.44765	2077739	any	German_2.8	German
nsubj	5.97278	any	1.29828	2077739	any	German_2.8	German
obj	10.00818	any	-0.77815	4335326	any	Classical_Chinese_2.8	Classical_Chinese
nsubj	-2.64141	any	1.14889	4335326	any	Classical_Chinese_2.8	Classical_Chinese
obj	-10.0487	any	-1.27689	2708726	any	Romanian_2.8	Romanian
nsubj	4.90415	any	2.22681	2708726	any	Romanian_2.8	Romanian
obj	10.00084	any	-0.14037	2164636	any	Irish_2.8	Irish
nsubj	1.22229	any	-1.41954	2164636	any	Irish_2.8	Irish
obj	-9.9804	any	0.30554	7504345	any	Maltese_2.8	Maltese
nsubj	-4.59927	any	-1.82744	7504345	any	Maltese_2.8	Maltese
obj	10.00052	any	0.86863	1552992	any	Amharic_2.8	Amharic
nsubj	-3.27894	any	-1.30258	1552992	any	Amharic_2.8	Amharic
obj	-9.98683	any	-2.35373	6729805	any	Akkadian_2.8	Akkadian
nsubj	-4.62385	any	0.25488	6729805	any	Akkadian_2.8	Akkadian
obj	-10.03207	any	1.3363	9989179	any	Vietnamese_2.8	Vietnamese
nsubj	6.23434	any	0.27902	9989179	any	Vietnamese_2.8	Vietnamese
obj	-10.03385	any	-0.36357	9885446	any	Catalan_2.8	Catalan
nsubj	6.27966	any	2.53025	9885446	any	Catalan_2.8	Catalan
obj	9.99066	any	1.67551	4116856	any	Arabic_2.8	Arabic
nsubj	-1.17593	any	-1.09782	4116856	any	Arabic_2.8	Arabic
obj	9.91498	any	0.82831	5805389	any	Manx_2.8	Manx
nsubj	-6.42213	any	-1.90046	5805389	any	Manx_2.8	Manx
obj	10.01077	any	-1.5216	6908646	any	Welsh_2.8	Welsh
nsubj	-4.4942	any	0.56829	6908646	any	Welsh_2.8	Welsh
obj	9.99756	any	0.68383	9112308	any	Breton_2.8	Breton
nsubj	-5.46099	any	-0.41851	9112308	any	Breton_2.8	Breton
obj	-10.00017	any	-0.34727	1029120	any	Gothic_2.8	Gothic
nsubj	1.07834	any	0.21563	1029120	any	Gothic_2.8	Gothic
obj	-10.00937	any	-0.41978	1990447	any	Thai_2.8	Thai
nsubj	2.34396	any	-0.73366	1990447	any	Thai_2.8	Thai
obj	-10.05892	any	0.76743	8607979	any	Bambara_2.8	Bambara
nsubj	-6.86655	any	-4.56285	8607979	any	Bambara_2.8	Bambara
obj	10.04491	any	-0.12127	9416125	any	Persian_2.8	Persian
nsubj	-5.2935	any	3.07319	9416125	any	Persian_2.8	Persian
obj	-10.00211	any	-0.31836	6691987	any	Faroese_2.8	Faroese
nsubj	-0.32124	any	-1.14644	6691987	any	Faroese_2.8	Faroese
obj	10.00729	any	0.15743	6150826	any	Swedish_2.8	Swedish
nsubj	-2.07098	any	-1.05417	6150826	any	Swedish_2.8	Swedish
obj	9.99225	any	-0.05623	1997174	any	Manx_2.8	Manx
nsubj	-7.14914	any	-1.57419	1997174	any	Manx_2.8	Manx
obj	-10.00778	any	-0.50983	1105458	any	Breton_2.8	Breton
nsubj	5.93724	any	1.07563	1105458	any	Breton_2.8	Breton
obj	-10.01737	any	-1.24085	4770082	any	Serbian_2.8	Serbian
nsubj	5.59929	any	1.1738	4770082	any	Serbian_2.8	Serbian
obj	10.02921	any	-0.07596	7127494	any	Buryat_2.8	Buryat
nsubj	-6.01028	any	1.90765	7127494	any	Buryat_2.8	Buryat
obj	-10.059	any	0.25233	6510767	any	Korean_2.8	Korean
nsubj	-5.26891	any	1.45275	6510767	any	Korean_2.8	Korean
obj	-10.03955	any	-2.11253	2342992	any	Wolof_2.8	Wolof
nsubj	5.23663	any	-1.79425	2342992	any	Wolof_2.8	Wolof
obj	-9.98704	any	-1.10683	8911410	any	Latvian_2.8	Latvian
nsubj	6.22863	any	1.0864	8911410	any	Latvian_2.8	Latvian
obj	10.00212	any	0.35694	8187147	any	Italian_2.8	Italian
nsubj	-1.43384	any	0.62315	8187147	any	Italian_2.8	Italian
obj	10.00199	any	0.05509	9179401	any	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	0.85757	any	-1.03881	9179401	any	Komi_Zyrian_2.8	Komi_Zyrian
obj	10.03958	any	-0.81019	6035100	any	Hebrew_2.8	Hebrew
nsubj	-4.97891	any	0.78726	6035100	any	Hebrew_2.8	Hebrew
obj	9.97883	any	-0.9574	1224246	any	Swedish_2.8	Swedish
nsubj	-6.46581	any	0.85506	1224246	any	Swedish_2.8	Swedish
obj	-10.03955	any	-0.79983	9492229	any	Indonesian_2.8	Indonesian
nsubj	5.9767	any	0.23616	9492229	any	Indonesian_2.8	Indonesian
obj	9.99865	any	-1.31443	5423758	any	Kazakh_2.8	Kazakh
nsubj	-6.04528	any	1.44846	5423758	any	Kazakh_2.8	Kazakh
obj	-9.96928	any	0.68251	8324536	any	Danish_2.8	Danish
nsubj	6.39813	any	0.81394	8324536	any	Danish_2.8	Danish
obj	-9.99859	any	0.01806	9896638	any	Latin_2.8	Latin
nsubj	-0.63916	any	-0.49274	9896638	any	Latin_2.8	Latin
obj	10.00193	any	-0.21121	6204489	any	Naija_2.8	Naija
nsubj	-0.90176	any	-1.77379	6204489	any	Naija_2.8	Naija
obj	9.99804	any	0.14743	720388	any	Lithuanian_2.8	Lithuanian
nsubj	-1.8752	any	-0.11174	720388	any	Lithuanian_2.8	Lithuanian
obj	-10.00227	any	0.81112	6525561	any	Spanish_2.8	Spanish
nsubj	2.02092	any	-0.19246	6525561	any	Spanish_2.8	Spanish
obj	9.99065	any	0.52844	5782678	any	Maltese_2.8	Maltese
nsubj	-4.95781	any	0.98253	5782678	any	Maltese_2.8	Maltese
obj	-9.97247	any	0.3952	3779102	any	Old_French_2.8	Old_French
nsubj	-5.70734	any	-1.49222	3779102	any	Old_French_2.8	Old_French
obj	9.93387	any	-0.06944	5028671	any	Gothic_2.8	Gothic
nsubj	5.13766	any	-0.36319	5028671	any	Gothic_2.8	Gothic
obj	-9.95642	any	0.63124	892814	any	Armenian_2.8	Armenian
nsubj	5.33217	any	0.13092	892814	any	Armenian_2.8	Armenian
obj	10.01912	any	-0.47826	5147187	any	Afrikaans_2.8	Afrikaans
nsubj	-6.20113	any	1.77428	5147187	any	Afrikaans_2.8	Afrikaans
obj	-10.00551	any	0.66059	9673991	any	Cantonese_2.8	Cantonese
nsubj	1.74561	any	-0.72365	9673991	any	Cantonese_2.8	Cantonese
obj	10.0026	any	0.25585	6649228	any	Korean_2.8	Korean
nsubj	1.80872	any	0.23485	6649228	any	Korean_2.8	Korean
obj	10.04299	any	2.17661	2113481	any	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	5.97935	any	-1.80573	2113481	any	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	-10.00496	any	0.43297	917049	any	Cantonese_2.8	Cantonese
nsubj	1.60003	any	-1.16359	917049	any	Cantonese_2.8	Cantonese
obj	10.00003	any	-0.27285	7798634	any	Latvian_2.8	Latvian
nsubj	-1.95732	any	-0.75193	7798634	any	Latvian_2.8	Latvian
obj	-9.99255	any	0.39391	62289	any	Sanskrit_2.8	Sanskrit
