"Language" "FileName" "CoarseDependency.x" "DH_Weight.x" "DependentPOS.x" "DistanceWeight.x" "HeadPOS.x" "Language_.x" "CoarseDependency.y" "DH_Weight.y" "DependentPOS.y" "DistanceWeight.y" "HeadPOS.y" "Language_.y" "OFartherThanS" "OSSameSide" "Order" "Family"
"45" "Amharic_2.8" 9524660 "obj" -10.00074 "any" 0.58984 "any" "Amharic" "nsubj" 3.66751 "any" -1.02506 "any" "Amharic" TRUE FALSE "SVO" "Semitic"
"46" "Ancient_Greek_2.8" 5085264 "obj" 10.02947 "any" 1.21618 "any" "Ancient_Greek" "nsubj" -4.69113 "any" 0.14895 "any" "Ancient_Greek" TRUE FALSE "SVO" "Greek"
"47" "Ancient_Greek_2.8" 5356410 "obj" 10.0478 "any" -0.08467 "any" "Ancient_Greek" "nsubj" 5.0664 "any" -0.15451 "any" "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"48" "Ancient_Greek_2.8" 5758326 "obj" -10.00189 "any" 0.02276 "any" "Ancient_Greek" "nsubj" 0.35264 "any" 0.43126 "any" "Ancient_Greek" FALSE FALSE "SVO" "Greek"
"49" "Ancient_Greek_2.8" 6003620 "obj" -10.00811 "any" -0.89627 "any" "Ancient_Greek" "nsubj" 4.90816 "any" 1.69174 "any" "Ancient_Greek" FALSE FALSE "SVO" "Greek"
"50" "Ancient_Greek_2.8" 6007929 "obj" 9.961 "any" 0.4627 "any" "Ancient_Greek" "nsubj" 5.35106 "any" -1.05675 "any" "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"51" "Ancient_Greek_2.8" 6190020 "obj" -10.03048 "any" -0.5512 "any" "Ancient_Greek" "nsubj" 5.32612 "any" 1.19658 "any" "Ancient_Greek" FALSE FALSE "SVO" "Greek"
"52" "Ancient_Greek_2.8" 6985973 "obj" -9.98024 "any" -0.53897 "any" "Ancient_Greek" "nsubj" -4.64291 "any" 0.31171 "any" "Ancient_Greek" FALSE TRUE "SOV" "Greek"
"53" "Ancient_Greek_2.8" 7373668 "obj" 9.99785 "any" 0.18124 "any" "Ancient_Greek" "nsubj" -0.63644 "any" 0.33847 "any" "Ancient_Greek" FALSE FALSE "SVO" "Greek"
"54" "Ancient_Greek_2.8" 7815633 "obj" 10.0578 "any" 0.73262 "any" "Ancient_Greek" "nsubj" -4.91703 "any" 0.40334 "any" "Ancient_Greek" TRUE FALSE "SVO" "Greek"
"55" "Ancient_Greek_2.8" 862219 "obj" -10.00503 "any" -0.06811 "any" "Ancient_Greek" "nsubj" 0.97838 "any" 0.23474 "any" "Ancient_Greek" FALSE FALSE "SVO" "Greek"
"56" "Ancient_Greek_2.8" 9164109 "obj" 10.01307 "any" 0.64289 "any" "Ancient_Greek" "nsubj" -4.87154 "any" 0.16098 "any" "Ancient_Greek" TRUE FALSE "SVO" "Greek"
"57" "Ancient_Greek_2.8" 9167179 "obj" -9.99903 "any" 0.15033 "any" "Ancient_Greek" "nsubj" 0.62167 "any" 0.15671 "any" "Ancient_Greek" FALSE FALSE "SVO" "Greek"
"58" "Ancient_Greek_2.8" 9430668 "obj" -10.04335 "any" -0.4144 "any" "Ancient_Greek" "nsubj" -5.42157 "any" -0.07008 "any" "Ancient_Greek" FALSE TRUE "SOV" "Greek"
"59" "Ancient_Greek_2.8" 94586 "obj" -10.00946 "any" 0.17743 "any" "Ancient_Greek" "nsubj" 0.71611 "any" 0.35435 "any" "Ancient_Greek" FALSE FALSE "SVO" "Greek"
"60" "Ancient_Greek_2.8" 997559 "obj" 9.96947 "any" -1.45693 "any" "Ancient_Greek" "nsubj" 5.87042 "any" 0.46599 "any" "Ancient_Greek" FALSE TRUE "SOV" "Greek"
"61" "Arabic_2.8" 1726505 "obj" -10.07608 "any" 1.67539 "any" "Arabic" "nsubj" 5.50979 "any" 1.56758 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"62" "Arabic_2.8" 3257498 "obj" -10.0004 "any" 1.45093 "any" "Arabic" "nsubj" 1.6469 "any" -0.69102 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"63" "Arabic_2.8" 4034180 "obj" -9.981 "any" 1.1733 "any" "Arabic" "nsubj" 4.87338 "any" -0.25828 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"64" "Arabic_2.8" 4109506 "obj" -10.04458 "any" 2.19354 "any" "Arabic" "nsubj" 4.88455 "any" 0.93972 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"65" "Arabic_2.8" 4116856 "obj" 9.99066 "any" 1.67551 "any" "Arabic" "nsubj" -1.17593 "any" -1.09782 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"66" "Arabic_2.8" 5202205 "obj" 10.0888 "any" 1.82977 "any" "Arabic" "nsubj" -4.88875 "any" 1.05333 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"67" "Arabic_2.8" 6161639 "obj" -10.01511 "any" 1.63512 "any" "Arabic" "nsubj" 4.85967 "any" 0.21762 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"68" "Arabic_2.8" 7085126 "obj" 9.99762 "any" 1.7879 "any" "Arabic" "nsubj" -4.35287 "any" 0.7184 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"69" "Arabic_2.8" 7480690 "obj" -10.0096 "any" 1.65178 "any" "Arabic" "nsubj" 5.2251 "any" 1.34698 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"70" "Arabic_2.8" 7568050 "obj" -9.96076 "any" 1.07415 "any" "Arabic" "nsubj" 4.36189 "any" 0.46233 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"71" "Arabic_2.8" 815247 "obj" 10.08753 "any" 2.10076 "any" "Arabic" "nsubj" -4.89494 "any" 1.27349 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"72" "Arabic_2.8" 8381352 "obj" 10.00569 "any" 1.42739 "any" "Arabic" "nsubj" -0.838 "any" -1.02502 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"73" "Arabic_2.8" 8510753 "obj" -10.09755 "any" 0.97823 "any" "Arabic" "nsubj" 5.56473 "any" 1.19746 "any" "Arabic" FALSE FALSE "SVO" "Semitic"
"74" "Arabic_2.8" 928914 "obj" 9.9104 "any" 1.84267 "any" "Arabic" "nsubj" -4.59327 "any" 0.98415 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"75" "Arabic_2.8" 9600800 "obj" 9.98046 "any" 1.54932 "any" "Arabic" "nsubj" -3.46964 "any" 0.14465 "any" "Arabic" TRUE FALSE "SVO" "Semitic"
"76" "Armenian_2.8" 1208607 "obj" -10.00017 "any" 0.27155 "any" "Armenian" "nsubj" 0.83875 "any" -0.46172 "any" "Armenian" TRUE FALSE "SVO" "Armenian"
"77" "Armenian_2.8" 1923289 "obj" -9.97487 "any" 0.91756 "any" "Armenian" "nsubj" 5.17957 "any" -0.46839 "any" "Armenian" TRUE FALSE "SVO" "Armenian"
"78" "Armenian_2.8" 3243014 "obj" 10.02603 "any" 0.11868 "any" "Armenian" "nsubj" 4.81964 "any" -1.51184 "any" "Armenian" TRUE TRUE "VSO" "Armenian"
"79" "Armenian_2.8" 3467665 "obj" 10.09571 "any" 1.1365 "any" "Armenian" "nsubj" 5.38999 "any" -2.38492 "any" "Armenian" TRUE TRUE "VSO" "Armenian"
"80" "Armenian_2.8" 3881052 "obj" 9.98009 "any" -0.18519 "any" "Armenian" "nsubj" -5.80258 "any" 0.41263 "any" "Armenian" FALSE FALSE "SVO" "Armenian"
"81" "Armenian_2.8" 4453151 "obj" 9.94747 "any" 2.32777 "any" "Armenian" "nsubj" 5.43328 "any" -2.61746 "any" "Armenian" TRUE TRUE "VSO" "Armenian"
"82" "Armenian_2.8" 4479862 "obj" -9.99063 "any" 1.9493 "any" "Armenian" "nsubj" -5.49165 "any" -1.13983 "any" "Armenian" TRUE TRUE "VSO" "Armenian"
"83" "Armenian_2.8" 5098017 "obj" -10.00735 "any" 0.45613 "any" "Armenian" "nsubj" 1.48875 "any" -0.28982 "any" "Armenian" TRUE FALSE "SVO" "Armenian"
"84" "Armenian_2.8" 5268996 "obj" -10.01974 "any" -0.76851 "any" "Armenian" "nsubj" 4.67355 "any" 0.52019 "any" "Armenian" FALSE FALSE "SVO" "Armenian"
"85" "Armenian_2.8" 5857135 "obj" 10.01561 "any" 0.32581 "any" "Armenian" "nsubj" -5.75454 "any" -0.07227 "any" "Armenian" TRUE FALSE "SVO" "Armenian"
"86" "Armenian_2.8" 8618905 "obj" -9.98361 "any" 0.47841 "any" "Armenian" "nsubj" 5.45585 "any" 0.26 "any" "Armenian" TRUE FALSE "SVO" "Armenian"
"87" "Armenian_2.8" 892814 "obj" -9.95642 "any" 0.63124 "any" "Armenian" "nsubj" 5.33217 "any" 0.13092 "any" "Armenian" TRUE FALSE "SVO" "Armenian"
"88" "Armenian_2.8" 9267225 "obj" 10.00199 "any" 0.44454 "any" "Armenian" "nsubj" -1.39914 "any" -0.35201 "any" "Armenian" TRUE FALSE "SVO" "Armenian"
"89" "Armenian_2.8" 9313572 "obj" 9.96362 "any" -0.19402 "any" "Armenian" "nsubj" -5.86525 "any" -0.03521 "any" "Armenian" FALSE FALSE "SVO" "Armenian"
"90" "Armenian_2.8" 9953943 "obj" -9.99711 "any" 0.13843 "any" "Armenian" "nsubj" -0.23878 "any" -0.60583 "any" "Armenian" TRUE TRUE "VSO" "Armenian"
"91" "Bambara_2.8" 2209464 "obj" 9.96556 "any" 0.29964 "any" "Bambara" "nsubj" 5.98193 "any" -3.36037 "any" "Bambara" TRUE TRUE "VSO" "Mande"
"92" "Bambara_2.8" 2550482 "obj" -10.00586 "any" -1.06516 "any" "Bambara" "nsubj" 1.1823 "any" -1.99966 "any" "Bambara" TRUE FALSE "SVO" "Mande"
"93" "Bambara_2.8" 2994556 "obj" 10.00196 "any" -0.73201 "any" "Bambara" "nsubj" 1.4443 "any" -2.26914 "any" "Bambara" TRUE TRUE "VSO" "Mande"
"94" "Bambara_2.8" 3328720 "obj" -9.9632 "any" -3.72736 "any" "Bambara" "nsubj" 6.46562 "any" -1.22536 "any" "Bambara" FALSE FALSE "SVO" "Mande"
"95" "Bambara_2.8" 4033930 "obj" -9.96329 "any" -3.2721 "any" "Bambara" "nsubj" 5.91102 "any" -1.21354 "any" "Bambara" FALSE FALSE "SVO" "Mande"
"96" "Bambara_2.8" 5019784 "obj" -10.13317 "any" 1.02406 "any" "Bambara" "nsubj" -6.75847 "any" -2.75376 "any" "Bambara" TRUE TRUE "VSO" "Mande"
"97" "Bambara_2.8" 5171504 "obj" 10.0034 "any" -1.01848 "any" "Bambara" "nsubj" 0.05426 "any" -2.33847 "any" "Bambara" TRUE TRUE "VSO" "Mande"
"98" "Bambara_2.8" 6311742 "obj" -9.98834 "any" -1.53315 "any" "Bambara" "nsubj" -6.32744 "any" -1.18882 "any" "Bambara" FALSE TRUE "SOV" "Mande"
"99" "Bambara_2.8" 6350036 "obj" 10.19845 "any" -2.69355 "any" "Bambara" "nsubj" -6.10392 "any" -2.6033 "any" "Bambara" FALSE FALSE "SVO" "Mande"
"100" "Bambara_2.8" 7330857 "obj" -10.02634 "any" -3.19783 "any" "Bambara" "nsubj" 5.66737 "any" -1.70214 "any" "Bambara" FALSE FALSE "SVO" "Mande"
"101" "Bambara_2.8" 7697219 "obj" -10.04113 "any" -2.89008 "any" "Bambara" "nsubj" 5.97251 "any" -2.08095 "any" "Bambara" FALSE FALSE "SVO" "Mande"
"102" "Bambara_2.8" 8006450 "obj" 10.01633 "any" 0.5137 "any" "Bambara" "nsubj" 6.23384 "any" -3.04779 "any" "Bambara" TRUE TRUE "VSO" "Mande"
"103" "Bambara_2.8" 8285613 "obj" 9.99329 "any" -3.18203 "any" "Bambara" "nsubj" -5.63159 "any" -1.6348 "any" "Bambara" FALSE FALSE "SVO" "Mande"
"104" "Bambara_2.8" 8607979 "obj" -10.05892 "any" 0.76743 "any" "Bambara" "nsubj" -6.86655 "any" -4.56285 "any" "Bambara" TRUE TRUE "VSO" "Mande"
"105" "Bambara_2.8" 991508 "obj" 9.99263 "any" -0.96976 "any" "Bambara" "nsubj" 1.79019 "any" -2.4041 "any" "Bambara" TRUE TRUE "VSO" "Mande"
"106" "Basque_2.8" 1517752 "obj" -9.99922 "any" 0.2279 "any" "Basque" "nsubj" 0.42021 "any" -0.28566 "any" "Basque" TRUE FALSE "SVO" "Basque"
"107" "Basque_2.8" 2578499 "obj" 10.06899 "any" -0.33435 "any" "Basque" "nsubj" -5.84257 "any" 0.871 "any" "Basque" FALSE FALSE "SVO" "Basque"
"108" "Basque_2.8" 2976972 "obj" -10.01537 "any" -0.04662 "any" "Basque" "nsubj" 5.28327 "any" 1.18977 "any" "Basque" FALSE FALSE "SVO" "Basque"
"109" "Basque_2.8" 3066732 "obj" -10.00947 "any" 0.22918 "any" "Basque" "nsubj" 1.31937 "any" -0.77043 "any" "Basque" TRUE FALSE "SVO" "Basque"
"110" "Basque_2.8" 4875783 "obj" 10.03515 "any" -0.68788 "any" "Basque" "nsubj" -5.41519 "any" 1.47178 "any" "Basque" FALSE FALSE "SVO" "Basque"
"111" "Basque_2.8" 5059976 "obj" -9.9974 "any" 0.56985 "any" "Basque" "nsubj" -0.36117 "any" -0.6564 "any" "Basque" TRUE TRUE "VSO" "Basque"
"112" "Basque_2.8" 536505 "obj" 9.9887 "any" 2.05661 "any" "Basque" "nsubj" 6.16078 "any" -2.15308 "any" "Basque" TRUE TRUE "VSO" "Basque"
"113" "Basque_2.8" 5404824 "obj" -9.9969 "any" 0.18675 "any" "Basque" "nsubj" 1.0402 "any" -0.39646 "any" "Basque" TRUE FALSE "SVO" "Basque"
"114" "Basque_2.8" 5570184 "obj" 10.00041 "any" 0.37376 "any" "Basque" "nsubj" -1.11617 "any" -0.17357 "any" "Basque" TRUE FALSE "SVO" "Basque"
"115" "Basque_2.8" 5683099 "obj" 9.99268 "any" -0.00804 "any" "Basque" "nsubj" -5.36212 "any" 1.00188 "any" "Basque" FALSE FALSE "SVO" "Basque"
"116" "Basque_2.8" 6615166 "obj" -10.00242 "any" 0.13996 "any" "Basque" "nsubj" 0.33025 "any" -0.42966 "any" "Basque" TRUE FALSE "SVO" "Basque"
"117" "Basque_2.8" 7012270 "obj" -10.00869 "any" 0.60242 "any" "Basque" "nsubj" 0.052 "any" -0.57287 "any" "Basque" TRUE FALSE "SVO" "Basque"
"118" "Basque_2.8" 7126901 "obj" 10.00791 "any" 0.12099 "any" "Basque" "nsubj" -1.97874 "any" -0.17367 "any" "Basque" TRUE FALSE "SVO" "Basque"
"119" "Basque_2.8" 764030 "obj" -10.04591 "any" -0.25859 "any" "Basque" "nsubj" 5.97416 "any" 1.24662 "any" "Basque" FALSE FALSE "SVO" "Basque"
"120" "Basque_2.8" 9828079 "obj" 9.93742 "any" 1.71231 "any" "Basque" "nsubj" 5.9239 "any" -1.60257 "any" "Basque" TRUE TRUE "VSO" "Basque"
"121" "Belarusian_2.8" 133719 "obj" -9.99404 "any" 0.44331 "any" "Belarusian" "nsubj" -0.89181 "any" -0.67825 "any" "Belarusian" TRUE TRUE "VSO" "Slavic"
"122" "Belarusian_2.8" 1430176 "obj" -9.9795 "any" -0.56278 "any" "Belarusian" "nsubj" 5.16337 "any" 0.76956 "any" "Belarusian" FALSE FALSE "SVO" "Slavic"
"123" "Belarusian_2.8" 214283 "obj" -10.04706 "any" 1.09331 "any" "Belarusian" "nsubj" -5.93245 "any" -1.4753 "any" "Belarusian" TRUE TRUE "VSO" "Slavic"
"124" "Belarusian_2.8" 242363 "obj" -10.01375 "any" 1.04585 "any" "Belarusian" "nsubj" -5.97431 "any" -0.93078 "any" "Belarusian" TRUE TRUE "VSO" "Slavic"
"125" "Belarusian_2.8" 2730754 "obj" 10.00084 "any" 0.19841 "any" "Belarusian" "nsubj" -0.56231 "any" -0.86486 "any" "Belarusian" TRUE FALSE "SVO" "Slavic"
"126" "Belarusian_2.8" 2950245 "obj" 9.9972 "any" 0.14253 "any" "Belarusian" "nsubj" 0.22399 "any" -0.97329 "any" "Belarusian" TRUE TRUE "VSO" "Slavic"
"127" "Belarusian_2.8" 3057937 "obj" -10.00329 "any" 1.73143 "any" "Belarusian" "nsubj" -5.61667 "any" -1.19891 "any" "Belarusian" TRUE TRUE "VSO" "Slavic"
"128" "Belarusian_2.8" 310918 "obj" 10.09681 "any" 1.94915 "any" "Belarusian" "nsubj" 5.56472 "any" -1.15733 "any" "Belarusian" TRUE TRUE "VSO" "Slavic"
"129" "Belarusian_2.8" 3142149 "obj" 10.07252 "any" -1.31153 "any" "Belarusian" "nsubj" -5.87409 "any" 2.14604 "any" "Belarusian" FALSE FALSE "SVO" "Slavic"
"130" "Belarusian_2.8" 3370200 "obj" -9.97914 "any" 1.77163 "any" "Belarusian" "nsubj" -5.98262 "any" -0.39958 "any" "Belarusian" TRUE TRUE "VSO" "Slavic"
"131" "Belarusian_2.8" 3535851 "obj" -9.9958 "any" -1.81537 "any" "Belarusian" "nsubj" 5.99714 "any" 1.69435 "any" "Belarusian" FALSE FALSE "SVO" "Slavic"
"132" "Belarusian_2.8" 5366859 "obj" 10.00034 "any" 0.30065 "any" "Belarusian" "nsubj" -0.75764 "any" -0.98732 "any" "Belarusian" TRUE FALSE "SVO" "Slavic"
"133" "Belarusian_2.8" 6157433 "obj" -10.00144 "any" 0.03878 "any" "Belarusian" "nsubj" 0.28078 "any" -0.57916 "any" "Belarusian" TRUE FALSE "SVO" "Slavic"
"134" "Belarusian_2.8" 6941323 "obj" 10.07952 "any" 1.16625 "any" "Belarusian" "nsubj" -4.81686 "any" -1.08523 "any" "Belarusian" TRUE FALSE "SVO" "Slavic"
"135" "Belarusian_2.8" 9015601 "obj" 9.97183 "any" 1.69719 "any" "Belarusian" "nsubj" 5.71289 "any" -0.66939 "any" "Belarusian" TRUE TRUE "VSO" "Slavic"
"136" "Belarusian_2.8" 9249430 "obj" -10.01187 "any" 1.83003 "any" "Belarusian" "nsubj" -6.09349 "any" -1.17887 "any" "Belarusian" TRUE TRUE "VSO" "Slavic"
"137" "Breton_2.8" 1105458 "obj" -10.00778 "any" -0.50983 "any" "Breton" "nsubj" 5.93724 "any" 1.07563 "any" "Breton" FALSE FALSE "SVO" "Celtic"
"138" "Breton_2.8" 1616906 "obj" -9.99697 "any" 0.68851 "any" "Breton" "nsubj" -2.79155 "any" 0.57157 "any" "Breton" TRUE TRUE "VSO" "Celtic"
"139" "Breton_2.8" 2237500 "obj" 9.99887 "any" 0.51392 "any" "Breton" "nsubj" -1.91561 "any" 0.8185 "any" "Breton" FALSE FALSE "SVO" "Celtic"
"140" "Breton_2.8" 3200435 "obj" -10.0004 "any" 0.75069 "any" "Breton" "nsubj" -1.59726 "any" 0.40919 "any" "Breton" TRUE TRUE "VSO" "Celtic"
