AverageLoss	Counter	DH_Mean_NoPunct	DH_Sigma_NoPunct	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	FileName	Language	Language_	ModelName
10.0	1990000	0.025182506	0.99548846	punct	0.0059730876	0.999984	5368492	Bulgarian_2.6	Bulgarian	inferRealGrammars.py
10.0	1990000	0.13616478	0.24323688	vocative	1.7201729	0.29538664	5368492	Bulgarian_2.6	Bulgarian	inferRealGrammars.py
10.0	1990000	-3.892916	0.2187354	xcomp	0.20865466	0.30436206	5368492	Bulgarian_2.6	Bulgarian	inferRealGrammars.py
10.0	1990000	-1.277996	0.23660107	acl	1.0781024	0.28111893	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	0.12973195	0.5372412	advcl	1.0403572	0.6360706	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	1.7851831	0.3147559	advmod	-0.83928525	0.2815833	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	4.651723	0.34885803	amod	-3.4872525	0.4782122	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-3.5635493	0.46350494	appos	0.9722362	0.45142415	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	1.4991735	0.7114713	aux	-1.9083391	0.6290764	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	4.773327	0.4253194	case	1.4567307	0.3189778	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	4.4464984	0.42613924	cc	2.9462643	0.4953706	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-1.5214189	0.7005198	ccomp	-0.09814701	0.8401142	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-4.787506	0.3908065	conj	0.16677575	0.1106354	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	0.30995575	0.965653	cop	-0.45216504	0.9224229	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	3.0580516	0.50771344	det	-1.1907377	0.52632403	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-3.6891432	0.43375087	fixed	0.032346483	1.0134543	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-2.407512	0.5641765	flat	-0.75347805	0.8298082	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-1.2403067	0.5585103	iobj	-1.4618573	0.7262652	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	2.2004163	0.60402155	mark	2.0443397	0.58851635	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-4.873417	0.31864032	nmod	0.20979986	0.13120702	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	1.4173962	0.18833978	nsubj	0.123473145	0.2265401	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-0.74416095	0.35368535	nummod	-0.36848265	0.797191	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-2.664798	0.2893168	obj	-0.95927924	0.24602531	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-1.3208445	0.14539053	obl	-0.22926658	0.14592494	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	0.024575936	0.80949885	orphan	0.91022116	0.79579157	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-0.4383746	0.3135318	parataxis	1.5428559	0.36876902	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-0.00238924	0.98591965	punct	0.021345118	0.9602261	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	-1.719028	0.37785864	xcomp	-0.5796871	0.5215487	534091	Belarusian_2.6	Belarusian	inferRealGrammars.py
10.0	1990000	0.17200874	0.026317619	acl	-1.0526273	0.053200737	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-0.91774935	0.008966804	advcl	1.8667656	-0.043673992	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	0.8377564	-0.054010406	advmod	-0.7429628	0.02757676	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	4.8219185	0.15374497	amod	-2.8374352	0.06587679	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-5.4691157	0.37686774	appos	-0.46899047	0.15627831	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	3.4677906	0.09342007	aux	-0.88643056	0.013306967	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-1.7981653	0.10815366	case	0.65035063	0.11928517	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	5.9826684	0.24452347	cc	4.757329	0.15991788	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-3.8159192	0.11074682	ccomp	1.758083	0.09361556	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	1.6498444	0.10639115	compound	-2.680014	0.08206776	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-7.2441506	0.37661022	conj	2.0044332	-0.025049254	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	1.1573379	-0.08204914	cop	-0.8252356	-0.027955314	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-2.4517572	0.22859284	csubj	1.5194167	0.17695467	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	0.44693303	0.43640202	dep	0.60025924	0.7157329	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	4.216778	0.13495575	det	-1.0217376	0.0959371	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	0.117682025	0.14119466	discourse	3.0459502	0.20826395	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	2.632302	0.3881557	expl	4.528055	0.37851903	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-4.6958117	0.42153546	fixed	-1.8118582	0.7407974	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-6.353431	0.36712664	flat	-4.127439	0.4043769	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-2.4755774	0.55536395	goeswith	-0.49548596	1.0953462	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	5.3935976	0.28241688	mark	3.3348968	0.056359977	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	1.0841948	-0.021979982	nmod	-1.4155011	-0.09386464	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	1.649358	0.014467453	nsubj	0.34855163	-0.014959884	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	0.9260473	-0.03876168	nummod	-2.449406	0.11759038	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-0.81135523	0.023206018	obj	-0.37519446	0.036360566	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-0.3659363	-0.023788968	obl	0.34288105	0.04931686	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-0.074036546	0.12047082	orphan	1.825742	0.23019893	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-4.7213283	0.39780512	parataxis	3.8029094	0.15143715	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	0.01818769	0.9987957	punct	-0.006176484	1.0108837	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	0.07406956	1.0038608	reparandum	0.003933355	0.97162175	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	0.9896607	0.22458366	vocative	1.2667526	0.15986875	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-2.8851202	0.10655534	xcomp	0.375936	0.051284835	8368574	Finnish_2.6	Finnish	inferRealGrammars.py
10.0	1990000	-3.2066047	0.45075822	acl	0.86887425	0.43175617	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-1.8629272	0.23992182	advcl	2.806044	0.35931394	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-0.40666783	0.08955067	advmod	-0.19147815	0.12826285	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-2.0070558	0.21257052	amod	-3.852554	0.30032003	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-2.7022996	0.5399793	appos	0.6167775	0.52924913	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	0.7033976	0.050376914	aux	-1.8172976	0.098464	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	5.0632467	0.35963014	case	-0.9013983	0.14614809	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	3.0955875	0.34120506	cc	2.1794367	0.32647076	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-2.4618938	0.58406466	ccomp	2.0873907	0.59629154	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-1.868015	0.5771224	compound	-2.0751193	0.74816954	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-4.0966463	0.4903776	conj	1.5870295	0.18902008	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	0.34712392	0.13487971	cop	-1.272059	0.15805684	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-1.844346	0.5048861	csubj	2.1296265	0.45283666	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	1.3566339	0.17001516	dep	-0.61313206	0.23125209	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	4.727178	0.29828137	det	-3.9668837	0.19543894	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	0.0154845575	0.8658069	discourse	0.5916556	0.86207336	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-0.25573495	0.8221246	dislocated	0.6964987	0.82824105	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-0.65210253	0.8807504	expl	0.71843886	0.8360513	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-1.2601625	0.76288575	fixed	-0.014931684	1.0239888	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-2.294583	0.5855806	flat	-1.3051302	0.7800892	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-0.48314962	0.932013	list	-0.022158599	1.0246953	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	3.794688	0.4584005	mark	1.2835425	0.4957346	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-4.2986846	0.3511502	nmod	-0.66086113	0.25061002	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-0.03563693	0.07928408	nsubj	0.20985375	0.09951171	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	3.1439114	0.4722087	nummod	-4.714898	0.4555385	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-2.0937724	0.13781713	obj	0.32677376	0.15674482	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-1.5598353	0.11213898	obl	1.3854965	0.09463128	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-0.6578342	0.9150991	orphan	0.012522405	0.9750876	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-0.971343	0.34236586	parataxis	2.4836125	0.44009122	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	0.030132014	1.0062994	punct	0.052078437	0.9898672	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-0.6357359	0.84438276	vocative	0.6201154	0.8164383	3046401	Breton_2.6	Breton	inferRealGrammars.py
10.0	1990000	-2.771194	0.48030743	xcomp	0.89016694	0.4159177	3046401	Breton_2.6	Breton	inferRealGrammars.py
