CoarseDependency	DH_Weight	DependentPOS	DistanceWeight	FileName	HeadPOS	Language	Language_
nsubj	-4.65454	NOUN	-1.53358	857214	VERB	Arabic_2.6	Arabic
obj	5.81146	NOUN	-0.59844	857214	VERB	Arabic_2.6	Arabic
nsubj	0.33931	NOUN	-0.22502	3303238	VERB	Kurmanji_2.6	Kurmanji
obj	0.09127	NOUN	0.10298	3303238	VERB	Kurmanji_2.6	Kurmanji
nsubj	0.24734	NOUN	-0.44069	7284831	VERB	Danish_2.6	Danish
obj	-0.58851	NOUN	0.93531	7284831	VERB	Danish_2.6	Danish
nsubj	4.64818	NOUN	0.89758	6034585	VERB	Portuguese_2.6	Portuguese
obj	-5.18872	NOUN	1.11983	6034585	VERB	Portuguese_2.6	Portuguese
nsubj	4.7883	NOUN	-0.45052	8729835	VERB	Croatian_2.6	Croatian
obj	4.88085	NOUN	1.01386	8729835	VERB	Croatian_2.6	Croatian
nsubj	5.12308	NOUN	-0.95409	3880039	VERB	Czech_2.6	Czech
obj	5.10078	NOUN	1.60804	3880039	VERB	Czech_2.6	Czech
nsubj	-3.79978	NOUN	-0.76933	4937975	VERB	Bulgarian_2.6	Bulgarian
obj	-4.7406	NOUN	2.77497	4937975	VERB	Bulgarian_2.6	Bulgarian
nsubj	3.25424	NOUN	-0.46119	9752392	VERB	Turkish_2.6	Turkish
obj	2.28146	NOUN	0.31637	9752392	VERB	Turkish_2.6	Turkish
nsubj	-0.08266	NOUN	-0.80208	5950232	VERB	Icelandic_2.6	Icelandic
obj	0.53319	NOUN	0.98682	5950232	VERB	Icelandic_2.6	Icelandic
nsubj	0.05133	NOUN	0.1258	4672928	VERB	Maltese_2.6	Maltese
obj	-0.52999	NOUN	0.64434	4672928	VERB	Maltese_2.6	Maltese
nsubj	-0.20563	NOUN	-0.26388	2791995	VERB	Russian_2.6	Russian
obj	-0.68108	NOUN	0.53073	2791995	VERB	Russian_2.6	Russian
nsubj	4.02065	NOUN	-0.83026	4367203	VERB	Greek_2.6	Greek
obj	4.5278	NOUN	2.39766	4367203	VERB	Greek_2.6	Greek
nsubj	4.61606	NOUN	1.86456	2902587	VERB	Hindi_2.6	Hindi
obj	-4.88578	NOUN	1.10548	2902587	VERB	Hindi_2.6	Hindi
nsubj	-3.59795	NOUN	0.79686	7015482	VERB	Latin_2.6	Latin
obj	-4.19318	NOUN	1.12008	7015482	VERB	Latin_2.6	Latin
nsubj	-4.71165	NOUN	-0.36091	2099079	VERB	Yoruba_2.6	Yoruba
obj	4.63766	NOUN	0.3783	2099079	VERB	Yoruba_2.6	Yoruba
nsubj	-3.13602	NOUN	-0.96901	4465856	VERB	Coptic_2.6	Coptic
obj	-3.78638	NOUN	0.25485	4465856	VERB	Coptic_2.6	Coptic
nsubj	4.73012	NOUN	1.92709	8203900	VERB	Old_French_2.6	Old_French
obj	4.93224	NOUN	2.45342	8203900	VERB	Old_French_2.6	Old_French
nsubj	-0.03876	NOUN	0.1386	1874068	VERB	Thai_2.6	Thai
obj	0.43342	NOUN	0.19849	1874068	VERB	Thai_2.6	Thai
nsubj	-0.01758	NOUN	0.23665	338975	VERB	Latin_2.6	Latin
obj	0.41675	NOUN	0.09514	338975	VERB	Latin_2.6	Latin
nsubj	4.6657	NOUN	1.17376	7973102	VERB	Sanskrit_2.6	Sanskrit
obj	-3.5028	NOUN	0.90455	7973102	VERB	Sanskrit_2.6	Sanskrit
nsubj	-4.48836	NOUN	-0.18523	485969	VERB	Icelandic_2.6	Icelandic
obj	5.48118	NOUN	0.22242	485969	VERB	Icelandic_2.6	Icelandic
nsubj	-4.75741	NOUN	1.12802	5750572	VERB	Hungarian_2.6	Hungarian
obj	4.59075	NOUN	-0.51814	5750572	VERB	Hungarian_2.6	Hungarian
nsubj	5.51327	NOUN	-0.79192	8750965	VERB	Upper_Sorbian_2.6	Upper_Sorbian
obj	5.31519	NOUN	2.46648	8750965	VERB	Upper_Sorbian_2.6	Upper_Sorbian
nsubj	-5.61902	NOUN	-0.27576	6396539	VERB	North_Sami_2.6	North_Sami
obj	-4.83218	NOUN	0.54226	6396539	VERB	North_Sami_2.6	North_Sami
nsubj	-5.11048	NOUN	0.74465	5558235	VERB	Classical_Chinese_2.6	Classical_Chinese
obj	-5.20013	NOUN	-0.77136	5558235	VERB	Classical_Chinese_2.6	Classical_Chinese
nsubj	-3.61709	NOUN	0.01421	6076165	VERB	Turkish_2.6	Turkish
obj	2.08127	NOUN	-0.73363	6076165	VERB	Turkish_2.6	Turkish
nsubj	0.23056	NOUN	-0.42089	4671054	VERB	Turkish_2.6	Turkish
obj	-0.03004	NOUN	0.16503	4671054	VERB	Turkish_2.6	Turkish
nsubj	-5.24327	NOUN	1.42785	3096407	VERB	German_2.6	German
obj	5.22685	NOUN	2.74804	3096407	VERB	German_2.6	German
nsubj	5.11727	NOUN	0.06727	4159605	VERB	Serbian_2.6	Serbian
obj	4.93434	NOUN	1.61614	4159605	VERB	Serbian_2.6	Serbian
nsubj	-4.55124	NOUN	0.28343	6875850	VERB	Russian_2.6	Russian
obj	5.06319	NOUN	1.50752	6875850	VERB	Russian_2.6	Russian
nsubj	-0.06644	NOUN	0.36475	5931424	VERB	Sanskrit_2.6	Sanskrit
obj	-0.36422	NOUN	0.45452	5931424	VERB	Sanskrit_2.6	Sanskrit
nsubj	-2.55155	NOUN	-0.2656	8304497	VERB	Galician_2.6	Galician
obj	-5.88409	NOUN	3.27112	8304497	VERB	Galician_2.6	Galician
nsubj	5.18216	NOUN	-0.58165	7093848	VERB	Persian_2.6	Persian
obj	4.32507	NOUN	-0.14944	7093848	VERB	Persian_2.6	Persian
nsubj	-4.42988	NOUN	-0.37072	6365268	VERB	Norwegian_2.6	Norwegian
obj	4.86026	NOUN	0.77702	6365268	VERB	Norwegian_2.6	Norwegian
nsubj	-4.99835	NOUN	1.95879	6338998	VERB	Catalan_2.6	Catalan
obj	6.0003	NOUN	2.47955	6338998	VERB	Catalan_2.6	Catalan
nsubj	-0.03329	NOUN	-0.58542	8731336	VERB	Welsh_2.6	Welsh
obj	0.00414	NOUN	0.0344	8731336	VERB	Welsh_2.6	Welsh
nsubj	0.54167	NOUN	0.40756	2733298	VERB	Galician_2.6	Galician
obj	1.15033	NOUN	1.9473	2733298	VERB	Galician_2.6	Galician
nsubj	-3.6424	NOUN	0.09833	7119352	VERB	Bambara_2.6	Bambara
obj	-5.11642	NOUN	-2.04609	7119352	VERB	Bambara_2.6	Bambara
nsubj	0.93208	NOUN	0.87438	3547114	VERB	Kazakh_2.6	Kazakh
obj	0.08475	NOUN	-0.15145	3547114	VERB	Kazakh_2.6	Kazakh
nsubj	-4.09775	NOUN	0.56993	6264305	VERB	Armenian_2.6	Armenian
obj	4.51787	NOUN	1.80044	6264305	VERB	Armenian_2.6	Armenian
nsubj	0.14668	NOUN	0.34111	7347211	VERB	Urdu_2.6	Urdu
obj	0.89715	NOUN	0.93796	7347211	VERB	Urdu_2.6	Urdu
nsubj	-4.30382	NOUN	0.38166	852059	VERB	Croatian_2.6	Croatian
obj	5.1146	NOUN	-0.00439	852059	VERB	Croatian_2.6	Croatian
nsubj	-3.92817	NOUN	0.21739	9306700	VERB	Naija_2.6	Naija
obj	3.02252	NOUN	-0.86062	9306700	VERB	Naija_2.6	Naija
nsubj	4.83377	NOUN	-0.35313	2703676	VERB	Chinese_2.6	Chinese
obj	-5.61107	NOUN	-0.35598	2703676	VERB	Chinese_2.6	Chinese
nsubj	-0.15573	NOUN	-0.50698	6704649	VERB	Welsh_2.6	Welsh
obj	-0.03681	NOUN	0.02551	6704649	VERB	Welsh_2.6	Welsh
nsubj	-5.08905	NOUN	1.07621	4890524	VERB	Bulgarian_2.6	Bulgarian
obj	4.71233	NOUN	1.15819	4890524	VERB	Bulgarian_2.6	Bulgarian
nsubj	0.08019	NOUN	-0.21065	9815700	VERB	Afrikaans_2.6	Afrikaans
obj	-0.7462	NOUN	0.73256	9815700	VERB	Afrikaans_2.6	Afrikaans
nsubj	3.5807	NOUN	-0.73818	6725358	VERB	Coptic_2.6	Coptic
obj	-3.56125	NOUN	0.5675	6725358	VERB	Coptic_2.6	Coptic
nsubj	0.47605	NOUN	-0.31773	6472216	VERB	Latvian_2.6	Latvian
obj	-0.10461	NOUN	0.45038	6472216	VERB	Latvian_2.6	Latvian
nsubj	4.99278	NOUN	3.10074	2595916	VERB	Buryat_2.6	Buryat
obj	-4.8733	NOUN	0.97958	2595916	VERB	Buryat_2.6	Buryat
nsubj	3.38948	NOUN	0.741	7143496	VERB	Slovenian_2.6	Slovenian
obj	-5.26482	NOUN	0.22004	7143496	VERB	Slovenian_2.6	Slovenian
nsubj	-0.12124	NOUN	-0.48694	2885110	VERB	Bambara_2.6	Bambara
obj	0.79112	NOUN	-0.08157	2885110	VERB	Bambara_2.6	Bambara
nsubj	3.93571	NOUN	1.3284	7929009	VERB	Hindi_2.6	Hindi
obj	-4.81877	NOUN	1.01569	7929009	VERB	Hindi_2.6	Hindi
nsubj	-0.0341	NOUN	0.68123	4001979	VERB	Ancient_Greek_2.6	Ancient_Greek
obj	-0.27316	NOUN	0.84608	4001979	VERB	Ancient_Greek_2.6	Ancient_Greek
nsubj	-0.02265	NOUN	-0.71711	5734303	VERB	Icelandic_2.6	Icelandic
obj	-1.00023	NOUN	0.94662	5734303	VERB	Icelandic_2.6	Icelandic
nsubj	-4.87235	NOUN	0.26003	2787077	VERB	Slovak_2.6	Slovak
obj	4.36502	NOUN	0.56241	2787077	VERB	Slovak_2.6	Slovak
nsubj	-5.12332	NOUN	0.43725	3560808	VERB	Hebrew_2.6	Hebrew
obj	4.50528	NOUN	-0.11882	3560808	VERB	Hebrew_2.6	Hebrew
nsubj	-3.78506	NOUN	1.50064	2021658	VERB	Maltese_2.6	Maltese
obj	4.85496	NOUN	0.73639	2021658	VERB	Maltese_2.6	Maltese
nsubj	3.01251	NOUN	-4.26086	1521866	VERB	Arabic_2.6	Arabic
obj	5.35844	NOUN	0.93996	1521866	VERB	Arabic_2.6	Arabic
nsubj	-3.24086	NOUN	-0.9481	2054767	VERB	Mbya_Guarani_2.6	Mbya_Guarani
obj	4.14268	NOUN	0.06129	2054767	VERB	Mbya_Guarani_2.6	Mbya_Guarani
nsubj	-0.2686	NOUN	-0.62795	7894774	VERB	Yoruba_2.6	Yoruba
obj	0.06499	NOUN	0.24503	7894774	VERB	Yoruba_2.6	Yoruba
nsubj	-4.60001	NOUN	0.86801	2925485	VERB	Serbian_2.6	Serbian
obj	5.21714	NOUN	-0.15502	2925485	VERB	Serbian_2.6	Serbian
nsubj	-4.52989	NOUN	1.07118	4865759	VERB	Hindi_2.6	Hindi
obj	-5.19986	NOUN	2.88774	4865759	VERB	Hindi_2.6	Hindi
nsubj	3.59084	NOUN	-1.07298	5448473	VERB	Turkish_2.6	Turkish
obj	4.30915	NOUN	0.02458	5448473	VERB	Turkish_2.6	Turkish
nsubj	-0.09778	NOUN	-0.37579	7937220	VERB	Russian_2.6	Russian
obj	-0.12307	NOUN	0.47075	7937220	VERB	Russian_2.6	Russian
nsubj	4.66064	NOUN	-0.56204	4962783	VERB	Ukrainian_2.6	Ukrainian
obj	-4.72052	NOUN	0.51251	4962783	VERB	Ukrainian_2.6	Ukrainian
nsubj	0.15696	NOUN	-0.05007	8118488	VERB	Finnish_2.6	Finnish
obj	0.76103	NOUN	0.3547	8118488	VERB	Finnish_2.6	Finnish
nsubj	-4.51805	NOUN	-0.79312	1237292	VERB	Breton_2.6	Breton
obj	-5.26284	NOUN	2.11837	1237292	VERB	Breton_2.6	Breton
nsubj	-4.76828	NOUN	0.99136	2588404	VERB	Persian_2.6	Persian
obj	3.83575	NOUN	-0.63189	2588404	VERB	Persian_2.6	Persian
nsubj	5.07339	NOUN	1.26251	4946746	VERB	German_2.6	German
obj	-4.67091	NOUN	2.34115	4946746	VERB	German_2.6	German
nsubj	-3.60807	NOUN	-0.40462	2492364	VERB	Wolof_2.6	Wolof
obj	-4.85025	NOUN	-0.01765	2492364	VERB	Wolof_2.6	Wolof
nsubj	-0.13039	NOUN	0.3463	696258	VERB	Galician_2.6	Galician
obj	-1.83215	NOUN	1.8797	696258	VERB	Galician_2.6	Galician
nsubj	5.53213	NOUN	1.18849	8944438	VERB	Breton_2.6	Breton
obj	4.88082	NOUN	3.06181	8944438	VERB	Breton_2.6	Breton
nsubj	-0.40209	NOUN	-0.64875	6351491	VERB	Chinese_2.6	Chinese
obj	0.55021	NOUN	1.06975	6351491	VERB	Chinese_2.6	Chinese
nsubj	3.08663	NOUN	1.16314	6555155	VERB	English_2.6	English
obj	-5.06076	NOUN	0.81251	6555155	VERB	English_2.6	English
nsubj	-4.3429	NOUN	-0.36607	6251754	VERB	Irish_2.6	Irish
obj	-4.49451	NOUN	-0.8776	6251754	VERB	Irish_2.6	Irish
nsubj	-5.6342	NOUN	-0.84533	6373982	VERB	Vietnamese_2.6	Vietnamese
obj	5.61537	NOUN	0.44676	6373982	VERB	Vietnamese_2.6	Vietnamese
nsubj	5.54983	NOUN	0.04223	5742581	VERB	Upper_Sorbian_2.6	Upper_Sorbian
obj	-5.04761	NOUN	0.66392	5742581	VERB	Upper_Sorbian_2.6	Upper_Sorbian
nsubj	4.20867	NOUN	0.41478	7364347	VERB	Urdu_2.6	Urdu
obj	4.91881	NOUN	2.33115	7364347	VERB	Urdu_2.6	Urdu
nsubj	4.36523	NOUN	1.65656	8113654	VERB	Ancient_Greek_2.6	Ancient_Greek
obj	2.95643	NOUN	2.36766	8113654	VERB	Ancient_Greek_2.6	Ancient_Greek
nsubj	-3.65384	NOUN	3.15661	6554095	VERB	Japanese_2.6	Japanese
obj	-3.01935	NOUN	2.38164	6554095	VERB	Japanese_2.6	Japanese
nsubj	4.07633	NOUN	0.17955	4082521	VERB	Slovenian_2.6	Slovenian
obj	5.09125	NOUN	3.09504	4082521	VERB	Slovenian_2.6	Slovenian
nsubj	-5.52156	NOUN	0.97663	8127024	VERB	Uyghur_2.6	Uyghur
obj	4.49956	NOUN	0.74634	8127024	VERB	Uyghur_2.6	Uyghur
nsubj	-0.29046	NOUN	-0.03098	8543274	VERB	Finnish_2.6	Finnish
obj	-0.06203	NOUN	0.2929	8543274	VERB	Finnish_2.6	Finnish
nsubj	-0.97857	NOUN	-1.03824	2417283	VERB	Spanish_2.6	Spanish
obj	-4.75722	NOUN	2.09051	2417283	VERB	Spanish_2.6	Spanish
nsubj	5.19259	NOUN	0.58702	9205303	VERB	Hungarian_2.6	Hungarian
obj	3.9865	NOUN	0.78971	9205303	VERB	Hungarian_2.6	Hungarian
nsubj	1.96444	NOUN	0.7408	7217563	VERB	Maltese_2.6	Maltese
obj	-4.70937	NOUN	0.93943	7217563	VERB	Maltese_2.6	Maltese
nsubj	-4.51622	NOUN	2.08848	3700626	VERB	Japanese_2.6	Japanese
