CoarseDependency	DH_Weight	DependentPOS	DistanceWeight	FileName	HeadPOS	Language	Language_
nsubj	3.96622	NOUN	1.44997	5121864	VERB	Galician_2.8	Galician
obj	-5.92167	NOUN	2.62347	5121864	VERB	Galician_2.8	Galician
nsubj	-4.91867	NOUN	1.47296	3403281	VERB	Bambara_2.8	Bambara
obj	-3.36802	NOUN	0.74662	3403281	VERB	Bambara_2.8	Bambara
nsubj	-3.63645	NOUN	-0.69577	6246537	VERB	Finnish_2.8	Finnish
obj	3.26717	NOUN	0.28085	6246537	VERB	Finnish_2.8	Finnish
nsubj	0.40263	NOUN	0.96742	9448819	VERB	Classical_Chinese_2.8	Classical_Chinese
obj	0.93453	NOUN	-0.26663	9448819	VERB	Classical_Chinese_2.8	Classical_Chinese
nsubj	-0.73373	NOUN	0.13279	127868	VERB	Croatian_2.8	Croatian
obj	-0.28379	NOUN	0.71151	127868	VERB	Croatian_2.8	Croatian
nsubj	-0.91906	NOUN	-0.30072	3833419	VERB	Icelandic_2.8	Icelandic
obj	0.65066	NOUN	-0.66038	3833419	VERB	Icelandic_2.8	Icelandic
nsubj	-0.29991	NOUN	-0.04877	2295255	VERB	Serbian_2.8	Serbian
obj	0.21319	NOUN	0.93385	2295255	VERB	Serbian_2.8	Serbian
nsubj	-0.03719	NOUN	0.14745	7177550	VERB	Lithuanian_2.8	Lithuanian
obj	-0.36217	NOUN	0.4947	7177550	VERB	Lithuanian_2.8	Lithuanian
nsubj	0.12839	NOUN	-0.62098	797407	VERB	Welsh_2.8	Welsh
obj	-0.15712	NOUN	0.00463	797407	VERB	Welsh_2.8	Welsh
nsubj	-3.24368	NOUN	-0.24487	2797759	VERB	Arabic_2.8	Arabic
obj	5.31012	NOUN	0.92595	2797759	VERB	Arabic_2.8	Arabic
nsubj	0.37529	NOUN	-0.73806	8033383	VERB	Irish_2.8	Irish
obj	0.04272	NOUN	-0.08032	8033383	VERB	Irish_2.8	Irish
nsubj	0.17221	NOUN	0.4591	8052987	VERB	Amharic_2.8	Amharic
obj	0.01592	NOUN	1.58485	8052987	VERB	Amharic_2.8	Amharic
nsubj	0.34516	NOUN	0.44289	843207	VERB	Sanskrit_2.8	Sanskrit
obj	-0.59005	NOUN	0.47705	843207	VERB	Sanskrit_2.8	Sanskrit
nsubj	-0.15073	NOUN	0.28483	7720809	VERB	Basque_2.8	Basque
obj	0.15556	NOUN	0.77791	7720809	VERB	Basque_2.8	Basque
nsubj	5.23316	NOUN	0.25352	2921081	VERB	Bambara_2.8	Bambara
obj	-5.51779	NOUN	-0.06209	2921081	VERB	Bambara_2.8	Bambara
nsubj	-3.95164	NOUN	0.57292	9316454	VERB	Catalan_2.8	Catalan
obj	5.93861	NOUN	2.38584	9316454	VERB	Catalan_2.8	Catalan
nsubj	-0.24587	NOUN	0.13963	4010911	VERB	Slovak_2.8	Slovak
obj	-0.74677	NOUN	0.5245	4010911	VERB	Slovak_2.8	Slovak
nsubj	-0.088	NOUN	0.49034	6364294	VERB	Dutch_2.8	Dutch
obj	0.01067	NOUN	0.87642	6364294	VERB	Dutch_2.8	Dutch
nsubj	0.12726	NOUN	-0.34497	124281	VERB	Kurmanji_2.8	Kurmanji
obj	0.1605	NOUN	0.03245	124281	VERB	Kurmanji_2.8	Kurmanji
nsubj	-0.10959	NOUN	0.76671	2760610	VERB	Old_French_2.8	Old_French
obj	0.36289	NOUN	1.26653	2760610	VERB	Old_French_2.8	Old_French
nsubj	-0.28211	NOUN	-0.0907	6115166	VERB	Wolof_2.8	Wolof
obj	0.62827	NOUN	0.57248	6115166	VERB	Wolof_2.8	Wolof
nsubj	-3.25428	NOUN	1.33625	4434684	VERB	Ancient_Greek_2.8	Ancient_Greek
obj	3.53021	NOUN	0.75691	4434684	VERB	Ancient_Greek_2.8	Ancient_Greek
nsubj	-3.01242	NOUN	-0.71587	9735340	VERB	Wolof_2.8	Wolof
obj	-5.58214	NOUN	-0.24006	9735340	VERB	Wolof_2.8	Wolof
nsubj	-4.76636	NOUN	0.52223	1991392	VERB	Western_Armenian_2.8	Western_Armenian
obj	3.6929	NOUN	1.84074	1991392	VERB	Western_Armenian_2.8	Western_Armenian
nsubj	-4.35045	NOUN	1.33261	448412	VERB	Amharic_2.8	Amharic
obj	-4.34595	NOUN	3.95271	448412	VERB	Amharic_2.8	Amharic
nsubj	0.0365	NOUN	0.32109	1827966	VERB	Estonian_2.8	Estonian
obj	0.44766	NOUN	0.27231	1827966	VERB	Estonian_2.8	Estonian
nsubj	4.61686	NOUN	0.65159	9373163	VERB	Slovenian_2.8	Slovenian
obj	5.10691	NOUN	1.88926	9373163	VERB	Slovenian_2.8	Slovenian
nsubj	-0.08706	NOUN	0.19139	891995	VERB	Naija_2.8	Naija
obj	0.08528	NOUN	0.57256	891995	VERB	Naija_2.8	Naija
nsubj	-4.46474	NOUN	0.73366	4158031	VERB	Czech_2.8	Czech
obj	4.77193	NOUN	1.02484	4158031	VERB	Czech_2.8	Czech
nsubj	5.26569	NOUN	0.54557	4979894	VERB	Amharic_2.8	Amharic
obj	-4.79518	NOUN	0.54625	4979894	VERB	Amharic_2.8	Amharic
nsubj	0.01723	NOUN	-0.10538	2068010	VERB	Latin_2.8	Latin
obj	0.24296	NOUN	0.26659	2068010	VERB	Latin_2.8	Latin
nsubj	3.02409	NOUN	-0.4977	3275030	VERB	Wolof_2.8	Wolof
obj	-5.416	NOUN	-0.5571	3275030	VERB	Wolof_2.8	Wolof
nsubj	3.75865	NOUN	-0.57573	8335851	VERB	Romanian_2.8	Romanian
obj	4.28241	NOUN	1.59867	8335851	VERB	Romanian_2.8	Romanian
nsubj	0.07359	NOUN	0.18833	6609515	VERB	Sanskrit_2.8	Sanskrit
obj	-0.01789	NOUN	0.45425	6609515	VERB	Sanskrit_2.8	Sanskrit
nsubj	-4.08941	NOUN	0.37782	5799585	VERB	Ancient_Greek_2.8	Ancient_Greek
obj	-4.26915	NOUN	1.60508	5799585	VERB	Ancient_Greek_2.8	Ancient_Greek
nsubj	0.33529	NOUN	0.14139	5146351	VERB	Western_Armenian_2.8	Western_Armenian
obj	-0.2376	NOUN	0.46083	5146351	VERB	Western_Armenian_2.8	Western_Armenian
nsubj	-4.79569	NOUN	0.5579	968858	VERB	Latvian_2.8	Latvian
obj	-4.39157	NOUN	0.23884	968858	VERB	Latvian_2.8	Latvian
nsubj	-3.78226	NOUN	-1.16143	5209580	VERB	Turkish_2.8	Turkish
obj	-4.19269	NOUN	1.56166	5209580	VERB	Turkish_2.8	Turkish
nsubj	3.13779	NOUN	-0.27972	9250741	VERB	Latin_2.8	Latin
obj	4.0647	NOUN	0.75518	9250741	VERB	Latin_2.8	Latin
nsubj	-3.9489	NOUN	0.28106	150432	VERB	Norwegian_2.8	Norwegian
obj	4.207	NOUN	1.38224	150432	VERB	Norwegian_2.8	Norwegian
nsubj	-0.33815	NOUN	-0.79818	7651598	VERB	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	0.10536	NOUN	0.28777	7651598	VERB	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	-0.07538	NOUN	-0.36279	3885947	VERB	Bambara_2.8	Bambara
obj	-0.4299	NOUN	-0.12428	3885947	VERB	Bambara_2.8	Bambara
nsubj	3.23039	NOUN	0.37564	8486762	VERB	French_2.8	French
obj	5.26873	NOUN	1.53496	8486762	VERB	French_2.8	French
nsubj	-0.11508	NOUN	0.11921	4815245	VERB	Maltese_2.8	Maltese
obj	0.3871	NOUN	0.52041	4815245	VERB	Maltese_2.8	Maltese
nsubj	3.22755	NOUN	0.58645	4455833	VERB	Naija_2.8	Naija
obj	4.09966	NOUN	-0.22755	4455833	VERB	Naija_2.8	Naija
nsubj	-4.87004	NOUN	1.24428	8374628	VERB	Portuguese_2.8	Portuguese
obj	5.12802	NOUN	0.45933	8374628	VERB	Portuguese_2.8	Portuguese
nsubj	-0.1206	NOUN	1.14112	1808292	VERB	Buryat_2.8	Buryat
obj	-0.30367	NOUN	0.33147	1808292	VERB	Buryat_2.8	Buryat
nsubj	0.34558	NOUN	-0.47859	8761146	VERB	Bulgarian_2.8	Bulgarian
obj	0.76738	NOUN	1.06315	8761146	VERB	Bulgarian_2.8	Bulgarian
nsubj	4.37052	NOUN	0.72935	614096	VERB	Serbian_2.8	Serbian
obj	-5.5536	NOUN	0.24238	614096	VERB	Serbian_2.8	Serbian
nsubj	3.43587	NOUN	1.01335	4577990	VERB	English_2.8	English
obj	-4.64675	NOUN	0.9279	4577990	VERB	English_2.8	English
nsubj	-3.20109	NOUN	-0.3202	1146844	VERB	Old_East_Slavic_2.8	Old_East_Slavic
obj	-4.29878	NOUN	0.75191	1146844	VERB	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	0.61869	NOUN	0.2906	6158330	VERB	English_2.8	English
obj	-4.85171	NOUN	1.56007	6158330	VERB	English_2.8	English
nsubj	4.9101	NOUN	0.1528	8666992	VERB	Komi_Zyrian_2.8	Komi_Zyrian
obj	3.74795	NOUN	1.70061	8666992	VERB	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	0.1876	NOUN	0.5032	6872697	VERB	Ancient_Greek_2.8	Ancient_Greek
obj	-0.03934	NOUN	0.60717	6872697	VERB	Ancient_Greek_2.8	Ancient_Greek
nsubj	-2.96784	NOUN	0.66705	6626171	VERB	Romanian_2.8	Romanian
obj	4.65448	NOUN	0.76677	6626171	VERB	Romanian_2.8	Romanian
nsubj	-5.25431	NOUN	-2.19307	945889	VERB	Vietnamese_2.8	Vietnamese
obj	5.76717	NOUN	0.86344	945889	VERB	Vietnamese_2.8	Vietnamese
nsubj	-0.00328	NOUN	-0.4847	939328	VERB	Welsh_2.8	Welsh
obj	-0.10918	NOUN	0.0518	939328	VERB	Welsh_2.8	Welsh
nsubj	4.67947	NOUN	0.57814	1462338	VERB	Belarusian_2.8	Belarusian
obj	-4.20371	NOUN	0.93097	1462338	VERB	Belarusian_2.8	Belarusian
nsubj	-0.12856	NOUN	-0.0014	6766405	VERB	Akkadian_2.8	Akkadian
obj	-1.33128	NOUN	-0.01909	6766405	VERB	Akkadian_2.8	Akkadian
nsubj	0.03428	NOUN	0.49337	6189518	VERB	Italian_2.8	Italian
obj	0.26057	NOUN	1.14901	6189518	VERB	Italian_2.8	Italian
nsubj	5.51464	NOUN	-0.67496	726357	VERB	Upper_Sorbian_2.8	Upper_Sorbian
obj	5.2288	NOUN	3.1756	726357	VERB	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-3.93979	NOUN	-1.06811	5845300	VERB	Mbya_Guarani_2.8	Mbya_Guarani
obj	4.16476	NOUN	-0.29151	5845300	VERB	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	3.9133	NOUN	-1.12609	759439	VERB	Maltese_2.8	Maltese
obj	5.08392	NOUN	1.25074	759439	VERB	Maltese_2.8	Maltese
nsubj	-4.64972	NOUN	0.05147	5190649	VERB	Slovak_2.8	Slovak
obj	-5.10039	NOUN	2.37556	5190649	VERB	Slovak_2.8	Slovak
nsubj	-0.38421	NOUN	-0.76387	3135196	VERB	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	-0.08213	NOUN	0.14876	3135196	VERB	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	-0.04216	NOUN	0.36183	5341721	VERB	French_2.8	French
obj	-0.20036	NOUN	1.37529	5341721	VERB	French_2.8	French
nsubj	-3.49076	NOUN	0.65583	2998124	VERB	Croatian_2.8	Croatian
obj	5.12219	NOUN	0.26948	2998124	VERB	Croatian_2.8	Croatian
nsubj	2.88425	NOUN	1.31055	8179313	VERB	Ancient_Greek_2.8	Ancient_Greek
obj	-1.98124	NOUN	1.55168	8179313	VERB	Ancient_Greek_2.8	Ancient_Greek
nsubj	0.94261	NOUN	0.31903	1226374	VERB	Hungarian_2.8	Hungarian
obj	-0.45707	NOUN	0.61412	1226374	VERB	Hungarian_2.8	Hungarian
nsubj	-0.64632	NOUN	0.05139	8644339	VERB	Catalan_2.8	Catalan
obj	0.58848	NOUN	1.83715	8644339	VERB	Catalan_2.8	Catalan
nsubj	-0.07922	NOUN	-0.44783	1709131	VERB	Lithuanian_2.8	Lithuanian
obj	-0.10067	NOUN	0.81472	1709131	VERB	Lithuanian_2.8	Lithuanian
nsubj	-5.37764	NOUN	1.39243	2539375	VERB	Bambara_2.8	Bambara
obj	-5.03768	NOUN	-0.5178	2539375	VERB	Bambara_2.8	Bambara
nsubj	-4.67196	NOUN	1.71707	5779685	VERB	Catalan_2.8	Catalan
obj	5.68327	NOUN	1.65609	5779685	VERB	Catalan_2.8	Catalan
nsubj	5.75399	NOUN	-1.61501	133792	VERB	Manx_2.8	Manx
obj	-5.5813	NOUN	-0.61288	133792	VERB	Manx_2.8	Manx
nsubj	3.96557	NOUN	-0.11429	5716372	VERB	Ukrainian_2.8	Ukrainian
obj	-4.53387	NOUN	-0.47286	5716372	VERB	Ukrainian_2.8	Ukrainian
nsubj	-5.41896	NOUN	0.64275	5265783	VERB	Breton_2.8	Breton
obj	-5.7813	NOUN	1.83182	5265783	VERB	Breton_2.8	Breton
nsubj	-3.94298	NOUN	0.46218	3046537	VERB	Czech_2.8	Czech
obj	4.57069	NOUN	2.1429	3046537	VERB	Czech_2.8	Czech
nsubj	-4.81801	NOUN	0.31289	981343	VERB	Estonian_2.8	Estonian
obj	-4.69995	NOUN	0.73257	981343	VERB	Estonian_2.8	Estonian
nsubj	0.37537	NOUN	0.14484	1849921	VERB	Spanish_2.8	Spanish
obj	0.18012	NOUN	1.51767	1849921	VERB	Spanish_2.8	Spanish
nsubj	5.35536	NOUN	1.02793	6476359	VERB	North_Sami_2.8	North_Sami
obj	-4.96549	NOUN	-0.37252	6476359	VERB	North_Sami_2.8	North_Sami
nsubj	3.06318	NOUN	1.48597	7810679	VERB	Cantonese_2.8	Cantonese
obj	-5.17353	NOUN	0.87919	7810679	VERB	Cantonese_2.8	Cantonese
nsubj	5.15648	NOUN	-2.54129	7979780	VERB	Manx_2.8	Manx
obj	6.06836	NOUN	-0.283	7979780	VERB	Manx_2.8	Manx
nsubj	0.687	NOUN	-0.99558	7659343	VERB	Mbya_Guarani_2.8	Mbya_Guarani
obj	0.71407	NOUN	-0.27069	7659343	VERB	Mbya_Guarani_2.8	Mbya_Guarani
nsubj	-4.85209	NOUN	-0.78716	9244508	VERB	Western_Armenian_2.8	Western_Armenian
obj	-3.31883	NOUN	1.3671	9244508	VERB	Western_Armenian_2.8	Western_Armenian
nsubj	4.58102	NOUN	0.16797	8693949	VERB	Bulgarian_2.8	Bulgarian
obj	-5.29567	NOUN	0.26463	8693949	VERB	Bulgarian_2.8	Bulgarian
nsubj	-3.15588	NOUN	-0.1579	7142650	VERB	Coptic_2.8	Coptic
obj	4.07841	NOUN	-0.34432	7142650	VERB	Coptic_2.8	Coptic
nsubj	5.13887	NOUN	1.74356	5404473	VERB	German_2.8	German
obj	-5.12522	NOUN	1.93769	5404473	VERB	German_2.8	German
nsubj	-1.72467	NOUN	-1.18119	7189601	VERB	Thai_2.8	Thai
obj	-5.95241	NOUN	-0.02302	7189601	VERB	Thai_2.8	Thai
nsubj	0.42104	NOUN	-0.19406	3569037	VERB	Thai_2.8	Thai
obj	-0.18682	NOUN	0.03703	3569037	VERB	Thai_2.8	Thai
nsubj	-3.60864	NOUN	0.05009	3593348	VERB	Russian_2.8	Russian
obj	4.51964	NOUN	0.46254	3593348	VERB	Russian_2.8	Russian
nsubj	-5.06693	NOUN	0.81988	8786041	VERB	Basque_2.8	Basque
obj	-5.2611	NOUN	1.17443	8786041	VERB	Basque_2.8	Basque
nsubj	-0.35736	NOUN	0.35329	3908657	VERB	Basque_2.8	Basque
obj	-0.57816	NOUN	0.55166	3908657	VERB	Basque_2.8	Basque
nsubj	2.34294	NOUN	0.28229	435658	VERB	Ukrainian_2.8	Ukrainian
obj	-4.66241	NOUN	-0.54235	435658	VERB	Ukrainian_2.8	Ukrainian
nsubj	-0.08716	NOUN	-0.06009	8514519	VERB	Latin_2.8	Latin
obj	-0.31283	NOUN	0.12438	8514519	VERB	Latin_2.8	Latin
nsubj	3.83576	NOUN	-0.72364	9372022	VERB	Basque_2.8	Basque
obj	5.42897	NOUN	0.93966	9372022	VERB	Basque_2.8	Basque
nsubj	3.16035	NOUN	-1.20867	6916299	VERB	Faroese_2.8	Faroese
obj	2.4092	NOUN	0.38771	6916299	VERB	Faroese_2.8	Faroese
nsubj	-0.4912	NOUN	-0.61625	9034245	VERB	Welsh_2.8	Welsh
obj	0.10529	NOUN	0.01068	9034245	VERB	Welsh_2.8	Welsh
nsubj	-0.29012	NOUN	-0.68152	7957470	VERB	Icelandic_2.8	Icelandic
obj	-0.34948	NOUN	0.11176	7957470	VERB	Icelandic_2.8	Icelandic
nsubj	0.36359	NOUN	0.98964	6137949	VERB	Classical_Chinese_2.8	Classical_Chinese
obj	0.50453	NOUN	-0.18527	6137949	VERB	Classical_Chinese_2.8	Classical_Chinese
nsubj	0.07062	NOUN	-0.09281	40170	VERB	Old_East_Slavic_2.8	Old_East_Slavic
obj	0.01813	NOUN	0.75134	40170	VERB	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	3.76462	NOUN	-0.93342	4485446	VERB	Croatian_2.8	Croatian
obj	5.3621	NOUN	1.44954	4485446	VERB	Croatian_2.8	Croatian
nsubj	4.88871	NOUN	-2.29001	2819380	VERB	Manx_2.8	Manx
obj	5.92063	NOUN	-0.5117	2819380	VERB	Manx_2.8	Manx
nsubj	-4.66509	NOUN	1.81011	2726597	VERB	Basque_2.8	Basque
obj	5.5559	NOUN	2.08504	2726597	VERB	Basque_2.8	Basque
nsubj	-4.92603	NOUN	0.70353	5474964	VERB	Thai_2.8	Thai
obj	5.51434	NOUN	-1.0383	5474964	VERB	Thai_2.8	Thai
nsubj	5.51027	NOUN	0.06569	2504070	VERB	Polish_2.8	Polish
obj	4.57166	NOUN	2.0215	2504070	VERB	Polish_2.8	Polish
nsubj	-0.16906	NOUN	-0.09723	377208	VERB	Wolof_2.8	Wolof
obj	-1.06752	NOUN	0.7318	377208	VERB	Wolof_2.8	Wolof
nsubj	-4.26111	NOUN	1.60063	2300845	VERB	Urdu_2.8	Urdu
obj	3.69358	NOUN	1.29286	2300845	VERB	Urdu_2.8	Urdu
nsubj	-2.28829	NOUN	-1.39645	9881266	VERB	Faroese_2.8	Faroese
obj	3.8879	NOUN	1.01668	9881266	VERB	Faroese_2.8	Faroese
nsubj	-4.99403	NOUN	-0.15814	1499507	VERB	Ukrainian_2.8	Ukrainian
obj	-5.41428	NOUN	2.18409	1499507	VERB	Ukrainian_2.8	Ukrainian
nsubj	-0.10317	NOUN	-1.28081	9484547	VERB	Vietnamese_2.8	Vietnamese
obj	1.23419	NOUN	0.5867	9484547	VERB	Vietnamese_2.8	Vietnamese
nsubj	5.45944	NOUN	-0.44101	9075139	VERB	Slovak_2.8	Slovak
obj	4.74666	NOUN	2.94997	9075139	VERB	Slovak_2.8	Slovak
nsubj	-0.06457	NOUN	0.2573	5014920	VERB	Spanish_2.8	Spanish
obj	-0.18423	NOUN	1.37064	5014920	VERB	Spanish_2.8	Spanish
nsubj	0.04488	NOUN	0.22755	895861	VERB	German_2.8	German
obj	0.06124	NOUN	1.91084	895861	VERB	German_2.8	German
nsubj	-0.07117	NOUN	-0.60164	9314299	VERB	Irish_2.8	Irish
obj	0.21725	NOUN	-0.16354	9314299	VERB	Irish_2.8	Irish
nsubj	-0.68504	NOUN	-0.13738	4168638	VERB	Old_Church_Slavonic_2.8	Old_Church_Slavonic
obj	3.20445	NOUN	-0.67613	4168638	VERB	Old_Church_Slavonic_2.8	Old_Church_Slavonic
nsubj	-4.80704	NOUN	-0.69774	7858257	VERB	Finnish_2.8	Finnish
obj	2.33231	NOUN	0.82843	7858257	VERB	Finnish_2.8	Finnish
nsubj	-3.95149	NOUN	0.91093	9607778	VERB	Dutch_2.8	Dutch
obj	3.40806	NOUN	1.83849	9607778	VERB	Dutch_2.8	Dutch
nsubj	-4.58144	NOUN	0.23443	3485980	VERB	Finnish_2.8	Finnish
