"Language" "FileName" "CoarseDependency.x" "DH_Weight.x" "DistanceWeight.x" "Language_.x" "CoarseDependency.y" "DH_Weight.y" "DistanceWeight.y" "Language_.y" "OFartherThanS" "OSSameSide" "Order" "Family"
"32" "Amharic_2.8" 2173490 "obj" -3.85427 1.56308 "Amharic" "nsubj" -4.9942 0.2445 "Amharic" TRUE TRUE "VSO" "Semitic"
"33" "Amharic_2.8" 2632060 "obj" 5.13574 0.42565 "Amharic" "nsubj" -5.25243 1.52982 "Amharic" FALSE FALSE "SVO" "Semitic"
"34" "Amharic_2.8" 4181043 "obj" 0.99915 1.37659 "Amharic" "nsubj" -0.49456 0.67928 "Amharic" TRUE FALSE "SVO" "Semitic"
"35" "Amharic_2.8" 4234156 "obj" 4.95142 2.25791 "Amharic" "nsubj" 4.60398 0.35499 "Amharic" TRUE TRUE "VSO" "Semitic"
"36" "Amharic_2.8" 448412 "obj" -4.34595 3.95271 "Amharic" "nsubj" -4.35045 1.33261 "Amharic" TRUE TRUE "VSO" "Semitic"
"37" "Amharic_2.8" 4979894 "obj" -4.79518 0.54625 "Amharic" "nsubj" 5.26569 0.54557 "Amharic" TRUE FALSE "SVO" "Semitic"
"38" "Amharic_2.8" 5032941 "obj" -5.12641 1.89445 "Amharic" "nsubj" -5.04257 0.77441 "Amharic" TRUE TRUE "VSO" "Semitic"
"39" "Amharic_2.8" 5987654 "obj" 0.32757 1.38355 "Amharic" "nsubj" -0.30881 0.82758 "Amharic" TRUE FALSE "SVO" "Semitic"
"40" "Amharic_2.8" 7029245 "obj" 5.47459 1.58968 "Amharic" "nsubj" 4.87364 0.1314 "Amharic" TRUE TRUE "VSO" "Semitic"
"41" "Amharic_2.8" 8052987 "obj" 0.01592 1.58485 "Amharic" "nsubj" 0.17221 0.4591 "Amharic" TRUE TRUE "VSO" "Semitic"
"42" "Amharic_2.8" 8083343 "obj" 5.55152 1.70284 "Amharic" "nsubj" 4.77457 0.8208 "Amharic" TRUE TRUE "VSO" "Semitic"
"43" "Amharic_2.8" 8916062 "obj" 4.60051 1.34759 "Amharic" "nsubj" -5.40106 0.86298 "Amharic" TRUE FALSE "SVO" "Semitic"
"44" "Amharic_2.8" 9150463 "obj" -5.75759 2.0482 "Amharic" "nsubj" -4.20528 0.23553 "Amharic" TRUE TRUE "VSO" "Semitic"
"45" "Amharic_2.8" 9730746 "obj" -0.6156 1.26875 "Amharic" "nsubj" -0.11183 0.52499 "Amharic" TRUE TRUE "VSO" "Semitic"
"46" "Ancient_Greek_2.8" 2377320 "obj" -0.28399 0.84747 "Ancient_Greek" "nsubj" 0.02112 0.62539 "Ancient_Greek" TRUE FALSE "SVO" "Greek"
"47" "Ancient_Greek_2.8" 3750840 "obj" -4.59735 0.49455 "Ancient_Greek" "nsubj" -4.00898 1.61968 "Ancient_Greek" FALSE TRUE "SOV" "Greek"
"48" "Ancient_Greek_2.8" 3841373 "obj" -4.53671 1.53447 "Ancient_Greek" "nsubj" -4.06596 0.67841 "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"49" "Ancient_Greek_2.8" 3870032 "obj" -4.8545 1.84487 "Ancient_Greek" "nsubj" -4.3243 -0.09466 "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"50" "Ancient_Greek_2.8" 4434684 "obj" 3.53021 0.75691 "Ancient_Greek" "nsubj" -3.25428 1.33625 "Ancient_Greek" FALSE FALSE "SVO" "Greek"
"51" "Ancient_Greek_2.8" 5466512 "obj" -0.13725 0.90757 "Ancient_Greek" "nsubj" 0.04738 0.72834 "Ancient_Greek" TRUE FALSE "SVO" "Greek"
"52" "Ancient_Greek_2.8" 5799585 "obj" -4.26915 1.60508 "Ancient_Greek" "nsubj" -4.08941 0.37782 "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"53" "Ancient_Greek_2.8" 5953072 "obj" 3.85618 1.98186 "Ancient_Greek" "nsubj" 4.30991 1.56706 "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"54" "Ancient_Greek_2.8" 6714511 "obj" 0.30164 0.618 "Ancient_Greek" "nsubj" 0.3009 0.44868 "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"55" "Ancient_Greek_2.8" 6872697 "obj" -0.03934 0.60717 "Ancient_Greek" "nsubj" 0.1876 0.5032 "Ancient_Greek" TRUE FALSE "SVO" "Greek"
"56" "Ancient_Greek_2.8" 7915307 "obj" 4.77065 2.12042 "Ancient_Greek" "nsubj" 3.65263 0.48675 "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"57" "Ancient_Greek_2.8" 7944341 "obj" 4.49565 1.62673 "Ancient_Greek" "nsubj" 4.42891 1.17411 "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"58" "Ancient_Greek_2.8" 8145242 "obj" 0.2618 0.79026 "Ancient_Greek" "nsubj" -0.12513 0.65828 "Ancient_Greek" TRUE FALSE "SVO" "Greek"
"59" "Ancient_Greek_2.8" 8179313 "obj" -1.98124 1.55168 "Ancient_Greek" "nsubj" 2.88425 1.31055 "Ancient_Greek" TRUE FALSE "SVO" "Greek"
"60" "Ancient_Greek_2.8" 8629763 "obj" 3.98304 2.16814 "Ancient_Greek" "nsubj" 0.60816 0.69437 "Ancient_Greek" TRUE TRUE "VSO" "Greek"
"61" "Arabic_2.8" 1133399 "obj" 5.33417 0.90302 "Arabic" "nsubj" 3.8186 -2.54599 "Arabic" TRUE TRUE "VSO" "Semitic"
"62" "Arabic_2.8" 2797759 "obj" 5.31012 0.92595 "Arabic" "nsubj" -3.24368 -0.24487 "Arabic" TRUE FALSE "SVO" "Semitic"
"63" "Arabic_2.8" 4122140 "obj" -5.00602 1.17991 "Arabic" "nsubj" -4.08539 -2.51976 "Arabic" TRUE TRUE "VSO" "Semitic"
"64" "Arabic_2.8" 5296393 "obj" -5.391 1.25286 "Arabic" "nsubj" 3.01091 -1.28755 "Arabic" TRUE FALSE "SVO" "Semitic"
"65" "Arabic_2.8" 5519642 "obj" 4.23433 1.42335 "Arabic" "nsubj" 0.39391 -0.92221 "Arabic" TRUE TRUE "VSO" "Semitic"
"66" "Arabic_2.8" 5528394 "obj" -0.46167 0.81617 "Arabic" "nsubj" -0.51823 -1.17599 "Arabic" TRUE TRUE "VSO" "Semitic"
"67" "Arabic_2.8" 5960920 "obj" -5.75411 1.03251 "Arabic" "nsubj" 4.49196 -0.65966 "Arabic" TRUE FALSE "SVO" "Semitic"
"68" "Arabic_2.8" 6805246 "obj" 0.67416 0.82736 "Arabic" "nsubj" -0.28692 -0.87599 "Arabic" TRUE FALSE "SVO" "Semitic"
"69" "Arabic_2.8" 7181530 "obj" -0.13542 1.10101 "Arabic" "nsubj" 0.25867 -0.88694 "Arabic" TRUE FALSE "SVO" "Semitic"
"70" "Arabic_2.8" 7207249 "obj" 6.02113 1.10996 "Arabic" "nsubj" -3.57654 0.13644 "Arabic" TRUE FALSE "SVO" "Semitic"
"71" "Arabic_2.8" 747503 "obj" -0.27596 1.18202 "Arabic" "nsubj" 0.276 -1.18026 "Arabic" TRUE FALSE "SVO" "Semitic"
"72" "Arabic_2.8" 7806302 "obj" -4.15675 0.73563 "Arabic" "nsubj" 4.67963 -1.62788 "Arabic" TRUE FALSE "SVO" "Semitic"
"73" "Arabic_2.8" 8274277 "obj" 5.24435 0.31233 "Arabic" "nsubj" -3.96685 -1.01663 "Arabic" TRUE FALSE "SVO" "Semitic"
"74" "Arabic_2.8" 833668 "obj" -5.50962 0.94303 "Arabic" "nsubj" 3.57525 -1.75961 "Arabic" TRUE FALSE "SVO" "Semitic"
"75" "Arabic_2.8" 914231 "obj" 5.25186 1.03568 "Arabic" "nsubj" -4.10815 -0.19766 "Arabic" TRUE FALSE "SVO" "Semitic"
"76" "Armenian_2.8" 1337624 "obj" -4.61258 1.93881 "Armenian" "nsubj" 4.01883 0.13216 "Armenian" TRUE FALSE "SVO" "Armenian"
"77" "Armenian_2.8" 1470688 "obj" -0.32953 0.74938 "Armenian" "nsubj" -0.4693 -0.17325 "Armenian" TRUE TRUE "VSO" "Armenian"
"78" "Armenian_2.8" 1602862 "obj" 0.00449 0.35211 "Armenian" "nsubj" -0.02303 -0.31889 "Armenian" TRUE FALSE "SVO" "Armenian"
"79" "Armenian_2.8" 1711857 "obj" -4.56498 1.00296 "Armenian" "nsubj" -4.21531 -1.40017 "Armenian" TRUE TRUE "VSO" "Armenian"
"80" "Armenian_2.8" 1813950 "obj" 4.7112 0.26858 "Armenian" "nsubj" -3.17363 -0.3838 "Armenian" TRUE FALSE "SVO" "Armenian"
"81" "Armenian_2.8" 2131923 "obj" 4.62022 0.88321 "Armenian" "nsubj" -3.10743 -0.13351 "Armenian" TRUE FALSE "SVO" "Armenian"
"82" "Armenian_2.8" 2767975 "obj" 4.6206 1.18153 "Armenian" "nsubj" -3.9607 -0.25841 "Armenian" TRUE FALSE "SVO" "Armenian"
"83" "Armenian_2.8" 3339112 "obj" -0.56731 0.68583 "Armenian" "nsubj" 0.29612 -0.43876 "Armenian" TRUE FALSE "SVO" "Armenian"
"84" "Armenian_2.8" 4301460 "obj" -4.7778 0.00184 "Armenian" "nsubj" 3.11946 0.54994 "Armenian" FALSE FALSE "SVO" "Armenian"
"85" "Armenian_2.8" 4930858 "obj" -4.96046 1.56239 "Armenian" "nsubj" -3.40844 0.13815 "Armenian" TRUE TRUE "VSO" "Armenian"
"86" "Armenian_2.8" 5982769 "obj" 5.32186 2.08756 "Armenian" "nsubj" 1.44205 -0.75227 "Armenian" TRUE TRUE "VSO" "Armenian"
"87" "Armenian_2.8" 6234552 "obj" -0.01594 0.88541 "Armenian" "nsubj" 0.05798 -0.23382 "Armenian" TRUE FALSE "SVO" "Armenian"
"88" "Armenian_2.8" 704721 "obj" 0.3457 0.73399 "Armenian" "nsubj" -0.05694 -0.36034 "Armenian" TRUE FALSE "SVO" "Armenian"
"89" "Armenian_2.8" 8203400 "obj" -4.34314 2.22818 "Armenian" "nsubj" -4.13109 -0.59201 "Armenian" TRUE TRUE "VSO" "Armenian"
"90" "Armenian_2.8" 9099323 "obj" 0.42643 0.83264 "Armenian" "nsubj" -0.3168 -0.25638 "Armenian" TRUE FALSE "SVO" "Armenian"
"91" "Bambara_2.8" 2334282 "obj" -4.48578 -1.29098 "Bambara" "nsubj" -4.27348 -0.15534 "Bambara" FALSE TRUE "SOV" "Mande"
"92" "Bambara_2.8" 2539375 "obj" -5.03768 -0.5178 "Bambara" "nsubj" -5.37764 1.39243 "Bambara" FALSE TRUE "SOV" "Mande"
"93" "Bambara_2.8" 2921081 "obj" -5.51779 -0.06209 "Bambara" "nsubj" 5.23316 0.25352 "Bambara" FALSE FALSE "SVO" "Mande"
"94" "Bambara_2.8" 3075382 "obj" 5.00395 -0.55345 "Bambara" "nsubj" -3.67788 -1.26527 "Bambara" TRUE FALSE "SVO" "Mande"
"95" "Bambara_2.8" 3403281 "obj" -3.36802 0.74662 "Bambara" "nsubj" -4.91867 1.47296 "Bambara" FALSE TRUE "SOV" "Mande"
"96" "Bambara_2.8" 3885947 "obj" -0.4299 -0.12428 "Bambara" "nsubj" -0.07538 -0.36279 "Bambara" TRUE TRUE "VSO" "Mande"
"97" "Bambara_2.8" 4347638 "obj" 0.60448 -0.18713 "Bambara" "nsubj" 0.27661 -0.62072 "Bambara" TRUE TRUE "VSO" "Mande"
"98" "Bambara_2.8" 4928056 "obj" -5.3371 -1.141 "Bambara" "nsubj" 4.92746 0.01107 "Bambara" FALSE FALSE "SVO" "Mande"
"99" "Bambara_2.8" 531348 "obj" -5.73073 -0.90856 "Bambara" "nsubj" 5.09222 0.99038 "Bambara" FALSE FALSE "SVO" "Mande"
"100" "Bambara_2.8" 6837690 "obj" 0.11314 -0.02456 "Bambara" "nsubj" 0.46839 -0.47949 "Bambara" TRUE TRUE "VSO" "Mande"
"101" "Bambara_2.8" 7357955 "obj" 5.09426 0.19386 "Bambara" "nsubj" -5.24884 1.05103 "Bambara" FALSE FALSE "SVO" "Mande"
"102" "Bambara_2.8" 8176583 "obj" -4.99027 1.11573 "Bambara" "nsubj" -4.89572 2.0046 "Bambara" FALSE TRUE "SOV" "Mande"
"103" "Bambara_2.8" 9484805 "obj" -0.16367 -0.25627 "Bambara" "nsubj" -0.5081 -0.46002 "Bambara" TRUE TRUE "VSO" "Mande"
"104" "Bambara_2.8" 9802894 "obj" -5.0823 -0.2148 "Bambara" "nsubj" 4.5861 0.81375 "Bambara" FALSE FALSE "SVO" "Mande"
"105" "Bambara_2.8" 9896450 "obj" -4.31279 -1.56397 "Bambara" "nsubj" -3.99952 -0.65591 "Bambara" FALSE TRUE "SOV" "Mande"
"106" "Basque_2.8" 1148785 "obj" -5.3758 2.10963 "Basque" "nsubj" -4.85283 0.07225 "Basque" TRUE TRUE "VSO" "Basque"
"107" "Basque_2.8" 1398103 "obj" -4.91263 0.7933 "Basque" "nsubj" 5.08653 1.40448 "Basque" FALSE FALSE "SVO" "Basque"
"108" "Basque_2.8" 2726597 "obj" 5.5559 2.08504 "Basque" "nsubj" -4.66509 1.81011 "Basque" TRUE FALSE "SVO" "Basque"
"109" "Basque_2.8" 2848824 "obj" -5.7743 0.98607 "Basque" "nsubj" 3.61722 1.52627 "Basque" FALSE FALSE "SVO" "Basque"
"110" "Basque_2.8" 3778688 "obj" -0.10641 0.43922 "Basque" "nsubj" 0.17827 0.17536 "Basque" TRUE FALSE "SVO" "Basque"
"111" "Basque_2.8" 3908657 "obj" -0.57816 0.55166 "Basque" "nsubj" -0.35736 0.35329 "Basque" TRUE TRUE "VSO" "Basque"
"112" "Basque_2.8" 5245389 "obj" -3.76666 0.55514 "Basque" "nsubj" 3.73152 1.20642 "Basque" FALSE FALSE "SVO" "Basque"
"113" "Basque_2.8" 7556290 "obj" -4.82999 2.16496 "Basque" "nsubj" -4.21827 0.18083 "Basque" TRUE TRUE "VSO" "Basque"
"114" "Basque_2.8" 7720809 "obj" 0.15556 0.77791 "Basque" "nsubj" -0.15073 0.28483 "Basque" TRUE FALSE "SVO" "Basque"
"115" "Basque_2.8" 8332635 "obj" 5.59507 2.3258 "Basque" "nsubj" 4.40168 -0.00792 "Basque" TRUE TRUE "VSO" "Basque"
"116" "Basque_2.8" 8442609 "obj" 0.81258 0.83062 "Basque" "nsubj" 0.38496 0.27614 "Basque" TRUE TRUE "VSO" "Basque"
"117" "Basque_2.8" 8640124 "obj" 5.05928 1.5334 "Basque" "nsubj" 4.87681 0.55985 "Basque" TRUE TRUE "VSO" "Basque"
"118" "Basque_2.8" 8700090 "obj" -5.2392 1.48888 "Basque" "nsubj" -5.07276 1.0013 "Basque" TRUE TRUE "VSO" "Basque"
"119" "Basque_2.8" 8786041 "obj" -5.2611 1.17443 "Basque" "nsubj" -5.06693 0.81988 "Basque" TRUE TRUE "VSO" "Basque"
"120" "Basque_2.8" 9372022 "obj" 5.42897 0.93966 "Basque" "nsubj" 3.83576 -0.72364 "Basque" TRUE TRUE "VSO" "Basque"
"121" "Belarusian_2.8" 1462338 "obj" -4.20371 0.93097 "Belarusian" "nsubj" 4.67947 0.57814 "Belarusian" TRUE FALSE "SVO" "Slavic"
"122" "Belarusian_2.8" 1538808 "obj" 0.18584 0.69018 "Belarusian" "nsubj" -0.68509 -0.18087 "Belarusian" TRUE FALSE "SVO" "Slavic"
"123" "Belarusian_2.8" 1650931 "obj" 0.44795 0.31849 "Belarusian" "nsubj" 0.02378 0.09137 "Belarusian" TRUE TRUE "VSO" "Slavic"
"124" "Belarusian_2.8" 3152944 "obj" -0.21159 0.29578 "Belarusian" "nsubj" -0.00723 0.15109 "Belarusian" TRUE TRUE "VSO" "Slavic"
"125" "Belarusian_2.8" 4118695 "obj" -4.70828 1.15508 "Belarusian" "nsubj" -4.69717 0.33785 "Belarusian" TRUE TRUE "VSO" "Slavic"
"126" "Belarusian_2.8" 5028926 "obj" 0.78412 0.52075 "Belarusian" "nsubj" 0.10274 -0.2951 "Belarusian" TRUE TRUE "VSO" "Slavic"
"127" "Belarusian_2.8" 5354979 "obj" -4.58573 1.25178 "Belarusian" "nsubj" -5.29253 0.05605 "Belarusian" TRUE TRUE "VSO" "Slavic"
"128" "Belarusian_2.8" 6660889 "obj" 0.68913 0.44342 "Belarusian" "nsubj" 0.1811 -0.20442 "Belarusian" TRUE TRUE "VSO" "Slavic"
"129" "Belarusian_2.8" 7058950 "obj" 4.3565 0.4067 "Belarusian" "nsubj" -4.34419 1.10176 "Belarusian" FALSE FALSE "SVO" "Slavic"
"130" "Belarusian_2.8" 7501372 "obj" -4.92093 2.29786 "Belarusian" "nsubj" -4.92294 0.04849 "Belarusian" TRUE TRUE "VSO" "Slavic"
"131" "Belarusian_2.8" 7717330 "obj" -4.7235 2.09326 "Belarusian" "nsubj" -5.2719 -0.0861 "Belarusian" TRUE TRUE "VSO" "Slavic"
"132" "Belarusian_2.8" 7737007 "obj" -0.44875 0.12526 "Belarusian" "nsubj" 0.46153 0.01019 "Belarusian" TRUE FALSE "SVO" "Slavic"
"133" "Belarusian_2.8" 8315096 "obj" -4.33591 -0.78662 "Belarusian" "nsubj" 3.70914 1.28598 "Belarusian" FALSE FALSE "SVO" "Slavic"
"134" "Belarusian_2.8" 8872150 "obj" -4.86435 1.71771 "Belarusian" "nsubj" -4.58644 0.08472 "Belarusian" TRUE TRUE "VSO" "Slavic"
"135" "Belarusian_2.8" 8921008 "obj" -4.03045 2.34128 "Belarusian" "nsubj" -4.65662 0.91571 "Belarusian" TRUE TRUE "VSO" "Slavic"
"136" "Breton_2.8" 1875675 "obj" 5.0239 0.49706 "Breton" "nsubj" -3.86285 1.33671 "Breton" FALSE FALSE "SVO" "Celtic"
"137" "Breton_2.8" 2293661 "obj" -0.03714 1.07227 "Breton" "nsubj" 0.44472 0.69463 "Breton" TRUE FALSE "SVO" "Celtic"
"138" "Breton_2.8" 2327132 "obj" -2.28467 1.38482 "Breton" "nsubj" -4.80328 0.19103 "Breton" TRUE TRUE "VSO" "Celtic"
"139" "Breton_2.8" 2672475 "obj" -5.38112 1.67585 "Breton" "nsubj" -5.57047 0.73931 "Breton" TRUE TRUE "VSO" "Celtic"
"140" "Breton_2.8" 2699755 "obj" 4.79238 1.01086 "Breton" "nsubj" -2.97463 0.70006 "Breton" TRUE FALSE "SVO" "Celtic"
"141" "Breton_2.8" 4020985 "obj" -5.03351 1.56811 "Breton" "nsubj" -3.50732 0.1459 "Breton" TRUE TRUE "VSO" "Celtic"
"142" "Breton_2.8" 4229003 "obj" -4.93165 0.76467 "Breton" "nsubj" -5.14141 1.85403 "Breton" FALSE TRUE "SOV" "Celtic"
"143" "Breton_2.8" 5181641 "obj" 3.76976 1.89266 "Breton" "nsubj" 4.89552 0.25247 "Breton" TRUE TRUE "VSO" "Celtic"
"144" "Breton_2.8" 5265783 "obj" -5.7813 1.83182 "Breton" "nsubj" -5.41896 0.64275 "Breton" TRUE TRUE "VSO" "Celtic"
"145" "Breton_2.8" 6674485 "obj" -0.24413 0.69921 "Breton" "nsubj" -0.23461 0.75881 "Breton" FALSE TRUE "SOV" "Celtic"
"146" "Breton_2.8" 6674642 "obj" 0.12746 0.69258 "Breton" "nsubj" -0.47574 0.65562 "Breton" TRUE FALSE "SVO" "Celtic"
"147" "Breton_2.8" 6686419 "obj" 4.98168 1.9565 "Breton" "nsubj" 4.83517 0.33716 "Breton" TRUE TRUE "VSO" "Celtic"
"148" "Breton_2.8" 6980593 "obj" 2.68763 0.91817 "Breton" "nsubj" -4.84259 1.02485 "Breton" FALSE FALSE "SVO" "Celtic"
"149" "Breton_2.8" 7384094 "obj" -5.06783 1.0155 "Breton" "nsubj" -5.28233 0.80325 "Breton" TRUE TRUE "VSO" "Celtic"
"150" "Breton_2.8" 893592 "obj" 5.45507 2.18148 "Breton" "nsubj" 4.95922 -0.17971 "Breton" TRUE TRUE "VSO" "Celtic"
"151" "Bulgarian_2.8" 1691349 "obj" -0.64731 0.9242 "Bulgarian" "nsubj" -0.13165 -0.30628 "Bulgarian" TRUE TRUE "VSO" "Slavic"
"152" "Bulgarian_2.8" 3910845 "obj" 5.14996 1.7798 "Bulgarian" "nsubj" 4.51075 -1.30552 "Bulgarian" TRUE TRUE "VSO" "Slavic"
"153" "Bulgarian_2.8" 5062276 "obj" 5.15462 0.79221 "Bulgarian" "nsubj" -4.16365 0.29307 "Bulgarian" TRUE FALSE "SVO" "Slavic"
"154" "Bulgarian_2.8" 5580277 "obj" -4.9813 0.27755 "Bulgarian" "nsubj" 4.6476 0.43582 "Bulgarian" FALSE FALSE "SVO" "Slavic"
"155" "Bulgarian_2.8" 5871886 "obj" 1.33351 0.86809 "Bulgarian" "nsubj" -0.0274 -0.62257 "Bulgarian" TRUE FALSE "SVO" "Slavic"
"156" "Bulgarian_2.8" 6387183 "obj" 4.69685 1.01152 "Bulgarian" "nsubj" 3.54157 -1.14806 "Bulgarian" TRUE TRUE "VSO" "Slavic"
"157" "Bulgarian_2.8" 6956210 "obj" -5.62925 2.17376 "Bulgarian" "nsubj" -4.27357 -0.69341 "Bulgarian" TRUE TRUE "VSO" "Slavic"
"158" "Bulgarian_2.8" 8053765 "obj" 4.89565 0.63169 "Bulgarian" "nsubj" -4.61339 0.8243 "Bulgarian" FALSE FALSE "SVO" "Slavic"
"159" "Bulgarian_2.8" 8584501 "obj" -5.0618 0.44832 "Bulgarian" "nsubj" 4.24716 1.5241 "Bulgarian" FALSE FALSE "SVO" "Slavic"
"160" "Bulgarian_2.8" 8693949 "obj" -5.29567 0.26463 "Bulgarian" "nsubj" 4.58102 0.16797 "Bulgarian" TRUE FALSE "SVO" "Slavic"
"161" "Bulgarian_2.8" 8761146 "obj" 0.76738 1.06315 "Bulgarian" "nsubj" 0.34558 -0.47859 "Bulgarian" TRUE TRUE "VSO" "Slavic"
"162" "Bulgarian_2.8" 9036942 "obj" 5.26546 2.33491 "Bulgarian" "nsubj" 4.88216 -0.29412 "Bulgarian" TRUE TRUE "VSO" "Slavic"
"163" "Bulgarian_2.8" 921270 "obj" -0.44143 0.69446 "Bulgarian" "nsubj" 0.18628 -0.14948 "Bulgarian" TRUE FALSE "SVO" "Slavic"
