CoarseDependency	DH_Weight	DependentPOS	DistanceWeight	FileName	HeadPOS	Language	Language_
nsubj	3.15598	NOUN	0.81234	9947309	VERB	Akkadian_2.7	Akkadian
obj	6.16367	NOUN	0.86629	9947309	VERB	Akkadian_2.7	Akkadian
nsubj	-3.67386	NOUN	-0.41504	9613634	VERB	Turkish_2.7	Turkish
obj	3.59609	NOUN	-0.0572	9613634	VERB	Turkish_2.7	Turkish
nsubj	-4.03775	NOUN	-1.90538	3694017	VERB	Faroese_2.7	Faroese
obj	3.00398	NOUN	0.41923	3694017	VERB	Faroese_2.7	Faroese
nsubj	0.38657	NOUN	-1.06632	3528680	VERB	Faroese_2.7	Faroese
obj	-3.83458	NOUN	0.23796	3528680	VERB	Faroese_2.7	Faroese
nsubj	3.46412	NOUN	0.98972	3396156	VERB	Akkadian_2.7	Akkadian
obj	6.08446	NOUN	-1.16054	3396156	VERB	Akkadian_2.7	Akkadian
nsubj	5.04724	NOUN	-0.15482	3485734	VERB	Persian_2.7	Persian
obj	-3.83889	NOUN	0.7583	3485734	VERB	Persian_2.7	Persian
nsubj	-0.16066	NOUN	-0.17749	4580512	VERB	Turkish_2.7	Turkish
obj	0.70946	NOUN	0.13643	4580512	VERB	Turkish_2.7	Turkish
nsubj	-0.61897	NOUN	-0.30877	4617710	VERB	Persian_2.7	Persian
obj	0.55681	NOUN	0.84489	4617710	VERB	Persian_2.7	Persian
nsubj	2.46404	NOUN	-2.21707	7799225	VERB	Icelandic_2.7	Icelandic
obj	2.86573	NOUN	-0.16385	7799225	VERB	Icelandic_2.7	Icelandic
nsubj	-0.44833	NOUN	-0.08928	7896446	VERB	Turkish_2.7	Turkish
obj	-0.00514	NOUN	-0.1198	7896446	VERB	Turkish_2.7	Turkish
nsubj	0.26821	NOUN	-0.60156	487540	VERB	Icelandic_2.7	Icelandic
obj	-0.17211	NOUN	0.14262	487540	VERB	Icelandic_2.7	Icelandic
nsubj	-0.15493	NOUN	-0.56214	2460627	VERB	Icelandic_2.7	Icelandic
obj	-0.01472	NOUN	0.43575	2460627	VERB	Icelandic_2.7	Icelandic
nsubj	0.00976	NOUN	-0.12565	787962	VERB	Akkadian_2.7	Akkadian
obj	0.13843	NOUN	-0.0401	787962	VERB	Akkadian_2.7	Akkadian
nsubj	3.51424	NOUN	-1.48334	5132886	VERB	Icelandic_2.7	Icelandic
obj	-2.39982	NOUN	-0.04976	5132886	VERB	Icelandic_2.7	Icelandic
nsubj	0.18876	NOUN	-0.0143	1274240	VERB	Akkadian_2.7	Akkadian
obj	0.87505	NOUN	0.01527	1274240	VERB	Akkadian_2.7	Akkadian
nsubj	0.18062	NOUN	0.00169	1713665	VERB	Akkadian_2.7	Akkadian
obj	0.64593	NOUN	-0.19737	1713665	VERB	Akkadian_2.7	Akkadian
nsubj	-3.57728	NOUN	-1.7891	5220324	VERB	Icelandic_2.7	Icelandic
obj	-2.937	NOUN	-0.09804	5220324	VERB	Icelandic_2.7	Icelandic
nsubj	-4.83016	NOUN	-0.65448	2302986	VERB	Persian_2.7	Persian
obj	3.46934	NOUN	1.76001	2302986	VERB	Persian_2.7	Persian
nsubj	-3.6676	NOUN	-1.09647	6227334	VERB	Turkish_2.7	Turkish
obj	-2.69065	NOUN	0.50316	6227334	VERB	Turkish_2.7	Turkish
nsubj	2.68775	NOUN	-1.0287	4893376	VERB	Icelandic_2.7	Icelandic
obj	3.269	NOUN	0.07503	4893376	VERB	Icelandic_2.7	Icelandic
nsubj	4.4261	NOUN	-0.79392	9972438	VERB	Faroese_2.7	Faroese
obj	-3.46689	NOUN	-0.20394	9972438	VERB	Faroese_2.7	Faroese
nsubj	0.10244	NOUN	-0.21448	8251978	VERB	Persian_2.7	Persian
obj	0.12444	NOUN	0.91768	8251978	VERB	Persian_2.7	Persian
nsubj	1.98752	NOUN	-0.50919	1984023	VERB	Persian_2.7	Persian
obj	2.11679	NOUN	1.27482	1984023	VERB	Persian_2.7	Persian
nsubj	-0.01031	NOUN	-0.59624	2872617	VERB	Persian_2.7	Persian
obj	-0.08399	NOUN	1.21944	2872617	VERB	Persian_2.7	Persian
nsubj	4.51556	NOUN	0.37624	6102017	VERB	Persian_2.7	Persian
obj	-4.31877	NOUN	1.45038	6102017	VERB	Persian_2.7	Persian
nsubj	0.01441	NOUN	-0.65486	8604943	VERB	Icelandic_2.7	Icelandic
obj	-0.26915	NOUN	0.03734	8604943	VERB	Icelandic_2.7	Icelandic
nsubj	3.72143	NOUN	1.48657	6069378	VERB	Akkadian_2.7	Akkadian
obj	5.72006	NOUN	-0.71637	6069378	VERB	Akkadian_2.7	Akkadian
nsubj	-0.50865	NOUN	-0.39262	7441052	VERB	Turkish_2.7	Turkish
obj	-0.74746	NOUN	-0.10439	7441052	VERB	Turkish_2.7	Turkish
nsubj	-2.59135	NOUN	-1.35602	5534244	VERB	Faroese_2.7	Faroese
obj	3.17921	NOUN	-0.35706	5534244	VERB	Faroese_2.7	Faroese
nsubj	4.20846	NOUN	-0.91166	5842067	VERB	Faroese_2.7	Faroese
obj	-3.15247	NOUN	-1.1173	5842067	VERB	Faroese_2.7	Faroese
nsubj	0.23032	NOUN	-0.35989	9521462	VERB	Icelandic_2.7	Icelandic
obj	-0.04114	NOUN	0.05047	9521462	VERB	Icelandic_2.7	Icelandic
nsubj	0.01469	NOUN	-0.13084	6308396	VERB	Akkadian_2.7	Akkadian
obj	1.32075	NOUN	-0.10981	6308396	VERB	Akkadian_2.7	Akkadian
nsubj	-0.22894	NOUN	-0.69886	7825234	VERB	Icelandic_2.7	Icelandic
obj	0.10226	NOUN	-0.09489	7825234	VERB	Icelandic_2.7	Icelandic
nsubj	-3.05138	NOUN	-0.84191	1910608	VERB	Faroese_2.7	Faroese
obj	-2.35621	NOUN	-0.26661	1910608	VERB	Faroese_2.7	Faroese
nsubj	-0.59412	NOUN	-0.38947	1306609	VERB	Persian_2.7	Persian
obj	-0.13747	NOUN	1.13937	1306609	VERB	Persian_2.7	Persian
nsubj	2.10046	NOUN	-1.09578	1875033	VERB	Icelandic_2.7	Icelandic
obj	-4.46578	NOUN	-1.85138	1875033	VERB	Icelandic_2.7	Icelandic
nsubj	2.99749	NOUN	1.97555	1196111	VERB	Akkadian_2.7	Akkadian
obj	5.62266	NOUN	0.19623	1196111	VERB	Akkadian_2.7	Akkadian
nsubj	-3.98966	NOUN	-0.62333	1658703	VERB	Turkish_2.7	Turkish
obj	3.27478	NOUN	0.89559	1658703	VERB	Turkish_2.7	Turkish
nsubj	3.13293	NOUN	0.55045	9877301	VERB	Akkadian_2.7	Akkadian
obj	5.33004	NOUN	-0.26754	9877301	VERB	Akkadian_2.7	Akkadian
nsubj	-4.40473	NOUN	0.33916	5617767	VERB	Turkish_2.7	Turkish
obj	-4.0252	NOUN	0.72922	5617767	VERB	Turkish_2.7	Turkish
nsubj	-4.12093	NOUN	0.19051	4869933	VERB	Persian_2.7	Persian
obj	4.76768	NOUN	2.3973	4869933	VERB	Persian_2.7	Persian
nsubj	0.0825	NOUN	-0.60917	6052502	VERB	Icelandic_2.7	Icelandic
obj	-0.14739	NOUN	0.11561	6052502	VERB	Icelandic_2.7	Icelandic
nsubj	4.50841	NOUN	0.05623	1933412	VERB	Persian_2.7	Persian
obj	-3.2216	NOUN	1.11229	1933412	VERB	Persian_2.7	Persian
nsubj	4.35265	NOUN	-0.16987	4463005	VERB	Persian_2.7	Persian
obj	-4.50421	NOUN	1.75563	4463005	VERB	Persian_2.7	Persian
nsubj	0.72557	NOUN	-0.33878	4801276	VERB	Persian_2.7	Persian
obj	-0.32574	NOUN	1.03508	4801276	VERB	Persian_2.7	Persian
nsubj	3.10851	NOUN	-0.56553	1038757	VERB	Faroese_2.7	Faroese
obj	-4.01178	NOUN	-0.49369	1038757	VERB	Faroese_2.7	Faroese
nsubj	-2.25268	NOUN	0.04966	7766579	VERB	Turkish_2.7	Turkish
obj	4.19167	NOUN	-0.24939	7766579	VERB	Turkish_2.7	Turkish
